"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Debreselam","Debreselam","Debreselam","Debreselam","Debreselam","Debreselam","Debreselam","Debreselam"
"Region","Hawzien","Hawzien","Hawzien","Hawzien","Hawzien","Hawzien","Hawzien","Hawzien"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","29","0.81","30","42","0.11","29.63","0"
"1984-1977","100","1","0.24","0","74","0.65","100","0"
"1985-1978","100","0","0.22","0","75","1","100","0"
"1986-1979","0","50","1","0","75","1","0","0"
"1987-1980","0","36","0.86","48","36","0.05","47.59","0"
"1988-1981","100","4","0.32","0","75","1","100","0"
"1989-1982","100","3","0.3","0","67","0.54","100","0"
"1990-1983","100","0","0.19","3","50","0.24","103.23","0"
"1991-1984","0","17","0.62","0","60","0.35","0","1"
"1992-1985","100","0","0.19","0","55","0.27","100","0"
"1993-1986","0","26","0.73","0","75","1","0","0"
"1994-1987","0","23","0.7","0","75","1","0","1"
"1995-1988","100","0","0.19","0","75","1","100","0"
"1996-1989","0","16","0.59","40","39","0.08","39.7","0"
"1997-1990","0","45","0.92","3","50","0.24","3.23","1"
"1998-1991","0","30","0.84","0","75","1","0","0"
"1999-1992","100","0","0.19","0","75","1","100","0"
"2000-1993","0","28","0.76","0","69","0.57","0","0"
"2001-1994","100","0","0.19","0","60","0.38","100","1"
"2002-1995","100","4","0.38","84","25","0.03","183.87","0"
"2003-1996","0","7","0.41","3","50","0.16","3.48","0"
"2004-1997","0","8","0.43","3","50","0.24","3.23","0"
"2005-1998","0","21","0.68","0","64","0.49","0","0"
"2006-1999","0","29","0.78","5","49","0.14","5.35","0"
"2007-2000","100","4","0.35","0","75","1","100","0"
"2008-2001","0","18","0.65","0","63","0.46","0","0"
"2009-2002","0","8","0.49","0","60","0.41","0","1"
"2010-2003","100","0","0.19","0","57","0.3","100","0"
"2011-2004","0","50","1","0","65","0.51","0","0"
"2012-2005","0","16","0.57","0","75","1","0","0"
"2013-2006","100","1","0.27","0","74","0.68","100","0"
"2014-2007","100","0","0.19","0","75","1","100","0"
"2015-2008","0","12","0.51","0","69","0.59","0","0"
"2016-2009","0","48","0.95","0","61","0.43","0","0"
"2017-2010","0","8","0.46","0","70","0.62","0","0"
"2018-2011","0","15","0.54","0","75","1","0","0"
"2019-2012","0","39","0.89","0","57","0.32","0","0"
