"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.19","1","1","1","0.19","0.86",,
"Abara","1","1","1","1","1","0.76",,
"Abarwuha","1","1","1","1","1","0.68",,
"Abaselima","1","1","1","1","1","0.78",,
"Abina","0.32","1","1","1","0.32","0.95",,
"AbrahaAtsbaha","0.24","1","1","0.32","0.24","0.76",,
"Abrekuy","1","1","1","1","1","0.65",,
"AdekeAla","0.51","1","1","1","0.51","0.89",,
"Adekiney","0.05","1","1","0.32","0.05","0.95",,
"AderSeg","0.19","1","1","1","0.19","0.78",,
"Adibearj","1","1","1","1","1","0.95",,
"AdiHa","1","1","1","1","1","0.92",,
"AdiKisandid","0.05","1","1","0.38","0.05","0.68",,
"Adisalem","1","1","1","1","1","0.89",,
"AdisAlemS","0.51","1","1","1","0.51","0.7",,
"AdisAlemW","0.11","1","1","1","0.11","0.84",,
"Adiselam","1","1","1","1","1","0.76",,
"Adishimbirkti","0.68","1","1","1","0.68","0.73",,
"AdisKigni","0.92","1","1","0.51","0.92","0.59",,
"Adiyikoro","0.05","1","1","1","0.05","0.49",,
"Adizata","0.05","1","1","1","0.05","0.73",,
"Adreb","1","1","1","1","1","0.86",,
"AgazenMeda","1","1","1","1","1","0.68",,
"Agazi","0.24","1","0.19","0.16","0.24","0.65",,
"Agbe","1","1","1","1","1","0.62",,
"Agela","0.11","1","1","1","0.11","0.86",,
"Agid","1","1","1","1","1","0.62",,
"AlemeTesfa","1","1","1","1","1",,,
"AmdiWeyane","0.51","1","1","1","0.51","0.76",,
"Amedwuha","0.27","1","1","1","0.27","0.57",,
"Ameno","1","1","1","1","1","0.59",,
"Amisetya","0.38","1","1","1","0.38","0.92",,
"Angot","1","1","1","1","1","0.68",,
"Anigot","0.11","1","1","1","0.11","0.41",,
"Ansheb","1","1","1","1","1","0.54",,
"AquaShumoch","0.3","1","1","1","0.3","0.24",,
"Aquha","0.05","1","1","1","0.05","0.68",,
"Arena","0.05","1","1","1","0.05","0.65",,
"Asmena","0.38","0.05","0.14","0.27","0.38","0.97",,
"Asta","1","1","1","1","1","0.95",,
"Atakilti","1","1","1","1","1","0.95",,
"AwetBikalsi","1","1","1","1","1","0.92",,
"AwusaMeda","1","1","1","1","1","0.73",,
"Ayba","0.14","1","1","0.43","0.14","0.84",,
"Aynalem","0.24","1","1","1","0.24","0.46",,
"Bala","0.92","1","1","0.54","0.92","0.97",,
"Balarab","0.38","1","1","1","0.38","0.89",,
"Bamba","1","1","1","1","1","0.78",,
"BarkaAdiswha","0.11","0.08","0.38","1","0.11","0.95",,
"Begasheka","1","1","1","1","1","0.78",,
"Berlay","1","1","1","1","1","0.68",,
"Betgebez","0.05","1","1","1","0.05","0.89",,
"Bethans","0.19","1","1","1","0.19","0.92",,
"BilbWuha","1","1","1","1","1","0.7",,
"Birkutea","1","1","1","1","1","0.73",,
"Boneya","1","1","1","1","1","0.78",,
"Burkoche","0.54","1","1","1","0.54","0.65",,
"Cheli","1","1","1","1","1","0.81",,
"Darubekeda","0.65","1","1","1","0.65","0.84",,
"Deberkerbye","1","1","1","1","1","0.38",,
"DeberAbaJale","0.22","1","1","1","0.22","0.76",,
"DebrAbay","1","1","1","1","1","1",,
"DebreAliays","1","1","1","1","1","0.68",,
"Debrebirhan","0.11","1","1","0.27","0.11","0.76",,
"Debrebrhan","0.22","1","1","1","0.22","0.22",,
"DebreGenet","1","1","1","1","1","0.51",,
"DebreGenetA","0.14","1","1","1","0.14","0.43",,
"DebreGenetK","1","1","1","1","1","0.76",,
"DebreGeorgis","1","1","1","1","1","0.7",,
"DebreKidusan","1","1","1","1","1","0.92",,
"Debremawie","1","1","1","1","1","0.7",,
"Debreselam","0.32","1","1","0.32","0.32","0.65",,
"Debrinetseb","1","1","1","1","1","0.86",,
"Dekera","1","1","1","1","1","0.92",,
"DembezaAmbaLay","1","1","1","1","1","0.84",,
"Derit","1","1","1","1","1","0.51",,
"Derita","1","1","1","1","1","1",,
"Dinkashena","0.68","1","1","1","0.68","0.35",,
"Ebo","0.38","0.16","1","0.49","0.38","0.86",,
"Edagaarbi","0.22","1","1","0.3","0.22","0.89",,
"EmbaAhfrom","0.14","1","1","0.27","0.14","0.78",,
"EmbachekoGunaguna","0.3","1","1","1","0.3","0.73",,
"EndaBagerima","0.08","1","1","1","0.08","0.41",,
"Endabano","1","1","1","1","1","0.81",,
