"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"DembezaAmbaLay","0.19","1","1","0.11","0.19","0.78",,"0.03"
"Derit","0.14","1","1","0.38","0.14","0.92",,"0.03"
"Derita","1","1","1","1","1","0.73",,"0.03"
"Dinkashena","0.14","1","0.14","1","0.14","0.11",,"0.06"
"Ebo","0.43","1","0.24","0.41","0.43","0.59",,"0.12"
"Edagaarbi","0.24","1","0.14","1","0.24","0.78",,"0.06"
"EmbaAhfrom","0.08","1","0.14","0.24","0.08","0.89",,"0.12"
"EmbachekoGunaguna","1","1","1","1","1","0.51",,"0.03"
"EndaBagerima","0.11","1","1","1","0.11","0.73",,"0.22"
"Endabano","1","1","1","1","1","0.78",,"0.09"
"Endachiwa","1","1","0.03","0.03","1","0.59",,"0.12"
"EndaFelasi","0.24","1","1","0.22","0.24","0.68",,"0.09"
"Endagahamus","0.43","1","0.08","0.24","0.43","0.3",,"0.12"
"Endamariam","0.22","1","0.11","0.22","0.22","0.7",,"0.31"
"Erba","0.16","0.59","0.35","0.3","0.16","0.35",,"0.03"
"Esiret","0.11","1","1","0.08","0.11","0.59",,"0.06"
"Estifanos","1","1","1","1","1","0.46",,"0.03"
"Fala","0.11","1","0.32","1","0.11","0.03",,"0.16"
"Felegehiwot","0.16","1","1","1","0.16","0.76",,"0.03"
"FelegeWayane","0.43","1","0.16","0.51","0.43","0.7",,"0.03"
"FikreAlem","0.11","1","0.22","0.05","0.11","0.49",,"0.06"
"Filatako","0.14","1","1","0.32","0.14","0.86",,"0.03"
"Gebsit","0.14","1","1","1","0.14","0.27",,"0.03"
"Gedayasu","0.14","1","1","1","0.14","0.14",,"0.09"
"GelaMatebiya","0.24","1","1","1","0.24","0.59",,"0.03"
"Gendebta","0.11","1","1","0.14","0.11","0.68",,"0.12"
"Geneti","0.27","1","0.32","0.41","0.27","0.54",,"0.12"
"Genfel","0.16","1","0.11","0.08","0.16","0.49",,"0.03"
"Gera","1","1","1","1","1","0.41",,"0.06"
"Gerjale","0.16","1","0.27","0.27","0.16","0.35",,"0.09"
"GetskiMilesiley","0.41","1","1","1","0.41","0.62",,"0.03"
"Gijet","0.08","1","0.05","0.03","0.08","0.84",,"0.03"
"Ginaza","1","1","1","1","1","0.62",,"0.03"
"Golgolemalee","0.43","1","0.16","1","0.43","0.84",,"0.03"
"Goshedur","0.16","1","1","1","0.16","0.86",,"0.03"
"Goza","1","1","1","1","1","0.62",,"0.09"
"Grwre","1","1","1","1","1","0.38",,"0.06"
"GuemseAgamet","0.46","1","0.14","0.11","0.46","0.7",,"0.06"
"Guroro","1","1","1","1","1","0.49",,"0.03"
"Guya","1","1","1","1","1","0.24",,"0.03"
"Habees","0.41","1","0.16","0.22","0.41","0.78",,"0.03"
"Hadashtekli","1","1","1","0.03","1","0.49",,"0.03"
"HadeAlga","0.38","0.22","0.38","0.32","0.38","0.11",,"0.03"
"HadnetK","0.41","1","0.16","0.08","0.41","0.3",,"0.12"
"HadnetS","0.11","1","0.14","0.14","0.11","0.46",,"0.06"
"HadushAdi","0.24","1","0.14","0.16","0.24","0.43",,"0.06"
"HadushHiwet","0.16","1","0.11","0.19","0.16","0.16",,"0.06"
"HagereGenet","0.16","1","0.08","0.08","0.16","0.89",,"0.03"
"HagereSelamE","0.19","1","0.08","0.08","0.19","0.7",,"0.03"
"HagereSelamW","0.11","1","1","0.03","0.11","0.49",,"0.09"
"Hangoda","0.11","1","0.14","0.14","0.11","0.46",,"0.06"
"Hareko","0.11","1","1","0.08","0.11","0.51",,"0.03"
"Hawelti","0.27","1","0.3","0.43","0.27","0.65",,"0.12"
"Hayelom","0.16","1","0.08","0.05","0.16","0.49",,"0.06"
"Hintsa","0.03","1","1","0.03","0.03","0.35",,"0.06"
"HintsaWaza","0.03","1","1","0.03","0.03","0.32",,"0.06"
"HizbaTeklehymanot","0.22","1","0.41","0.35","0.22","0.14",,"0.12"
"ImbaRufael","1","1","1","0.08","1","0.3",,"0.06"
"Jijqe","1","1","1","1","1","0.27",,"0.03"
"JimanDeregeha","1","1","1","1","1","0.46",,"0.03"
"Jira","1","1","1","1","1","0.16",,"0.09"
"kabe","1","1","1","1","1","0.84",,"0.03"
"Karima","0.08","1","1","1","0.08","0.38",,"0.09"
"Keregna","1","1","1","1","1","0.81",,"0.03"
"Kihen","0.35","1","0.14","0.05","0.35","0.24",,"0.12"
"Kita","0.05","1","1","0.22","0.05","0.35",,"0.03"
"Korme","0.16","1","0.35","0.3","0.16","0.24",,"0.09"
"Ksadacki","1","1","1","1","1","0.78",,"0.12"
"Kudo","0.08","1","0.14","0.24","0.08","0.84",,"0.12"
"Kuluferha","1","1","1","1","1","0.57",,"0.09"
"KuluGizeLemlem","0.16","1","0.27","0.3","0.16","0.05",,"0.16"
"LaelayDayu","0.16","1","0.27","0.3","0.16","0.05",,"0.16"
"Laelayhahaile","0.08","1","0.11","0.19","0.08","0.78",,"0.12"
"LaelayMegariaTsemri","0.19","1","1","0.16","0.19","0.62",,"0.31"
"Lalaylogomti","1","1","1","0.08","1","0.59",,"0.12"
"Ledy","0.05","1","1","1","0.05","0.59",,"0.03"
"Lemlem","0.16","1","1","0.03","0.16","0.46",,"0.03"
"LemlemArena","0.05","1","1","0.05","0.05","0.57",,"0.03"
"Libo ","0.24","1","1","1","0.24","0.78",,"0.03"
"Limaat","0.16","0.19","0.3","0.22","0.16","0.08",,"0.16"
"Limat","1","1","1","1","1","0.32",,"0.03"
"Lul","0.19","1","1","0.08","0.19","0.54",,"0.09"
"LusinaAbegeldi","0.08","1","1","1","0.08","0.68",,"0.03"
"Maekelawi","0.43","1","0.08","0.24","0.43","0.3",,"0.12"
"MaekelSegli","0.32","1","1","1","0.32","0.76",,"0.09"
"MahbereWeyni","0.41","1","0.08","0.22","0.41","0.38",,"0.12"
"MariamShewito","0.11","1","1","1","0.11","0.3",,"0.22"
"Martadios","0.24","1","1","1","0.24","0.7",,"0.03"
"MayChekemte","0.19","1","0.03","0.03","0.19","0.84",,"0.12"
"MayNebri","0.03","1","0.03","0.08","0.03","0.78",,"0.06"
"Maysuru","0.22","1","1","0.22","0.22","0.68",,"0.31"
"MayTeklia","0.03","1","1","0.03","0.03","0.3",,"0.06"
"Mearey","0.16","1","1","0.03","0.16","0.41",,"0.12"
"Mechare","0.35","0.19","0.35","0.3","0.35","0.27",,"0.12"
"Mechena","1","1","1","1","1","0.54",,"0.03"
"MehalGoncha","0.14","1","1","1","0.14","0.95",,"0.03"
"Mekan ","0.16","1","0.41","0.46","0.16","0.11",,"0.09"
"MekaneGenet","0.14","1","0.05","1","0.14","0.92",,"0.09"
"Melabesh","0.22","1","0.16","0.14","0.22","0.68",,"0.03"
"MendereMariam","1","1","1","1","1","0.68",,"0.12"
"Menegobena","0.16","1","1","1","0.16","0.16",,"0.03"
"Menji","1","1","1","1","1","0.43",,"0.03"
"Mergech","0.14","1","1","1","0.14","0.3",,"0.03"
"Mesanu","0.46","1","0.14","0.08","0.46","0.41",,"0.12"
"Mesehle","1","1","1","1","1","0.76",,"0.09"
"Meswaeti ","0.16","1","0.32","0.41","0.16","0.16",,"0.09"
"Metkel","0.08","1","1","0.03","0.08","0.35",,"0.09"
"MetkelLemat","0.08","1","1","0.05","0.08","0.22",,"0.03"
"Mezbr","0.14","1","1","0.16","0.14","0.68",,"0.31"
"MichelDebre","1","1","1","1","1","0.76",,"0.12"
"Miraf","0.11","1","1","0.05","0.11","0.22",,"0.03"
"Misema","1","1","1","1","1","0.32",,"0.03"
"Mitad","1","1","1","1","1","0.7",,"0.03"
"MitinaYimach","0.16","1","0.05","0.14","0.16","0.86",,"0.09"
"Mozen","0.16","1","1","1","0.16","0.16",,"0.03"
"Mozutey","0.19","1","0.05","0.16","0.19","0.65",,"0.06"
"Mtsaiwerki","1","1","1","1","1","0.24",,"0.03"
"Nagash","0.22","1","0.14","0.11","0.22","0.81",,"0.03"
"Nebarhadinet","0.16","1","1","0.03","0.16","0.51",,"0.03"
"Nefasit","1","1","1","1","1","0.84",,"0.09"
"Negedebrhan","0.3","1","1","1","0.3","0.49",,"0.06"
"Niquara","0.05","1","1","0.16","0.05","0.65",,"0.03"
"Qoraro","0.16","1","0.05","0.08","0.16","0.43",,"0.06"
"RubaFelege","0.43","1","0.19","1","0.43","0.65",,"0.03"
"Santa gelebeda","0.16","1","0.03","1","0.16","0.68",,"0.09"
"SaratYerawoch","0.11","1","1","0.27","0.11","0.73",,"0.09"
"Sefo","0.08","1","0.11","0.19","0.08","0.89",,"0.12"
"Segena","0.11","1","1","0.24","0.11","0.7",,"0.09"
"Seka","1","1","1","1","1","0.81",,"0.12"
"Selamaya","0.43","1","1","1","0.43","0.73",,"0.03"
"SelamBekalsi","0.16","1","0.3","0.22","0.16","0.08",,"0.16"
"Selamber","0.19","1","0.33","0.11","0.19","0.73",,"0.03"
"SelamgieAmbarie","0.14","1","1","0.27","0.14","0.86",,"0.03"
"SelamH","0.14","1","0.05","0.08","0.14","0.59",,"0.06"
"SelamW","1","1","1","0.03","1","0.27",,"0.22"
"Selelkula","0.11","1","1","0.05","0.11","0.51",,"0.03"
"SelenWuha","0.16","0.19","0.24","0.19","0.16","0.08",,"0.16"
"Seloda","0.05","1","1","0.11","0.05","0.24",,"0.22"
"Sendada","0.46","1","0.08","0.3","0.46","0.68",,"0.03"
"Serawudi","1","1","1","1","1","0.86",,"0.03"
"Seret","0.14","1","0.08","0.11","0.14","0.95",,"0.03"
"Sero","0.22","1","1","0.22","0.22","0.7",,"0.31"
"Shamo","1","1","1","1","1","0.65",,"0.03"
"ShehochTehara","1","1","1","1","1","0.7",,"0.03"
"Shekatekli","1","1","1","0.03","1","0.3",,"0.03"
"Shunge","0.43","1","1","1","0.43","0.59",,"0.03"
"Simret","0.22","1","0.19","0.24","0.22","0.78",,"0.28"
"SimretS","0.16","1","0.41","0.46","0.16","0.08",,"0.09"
"SimretT","1","1","1","1","1","0.3",,"0.06"
"Sinkata","0.46","1","0.14","0.11","0.46","0.7",,"0.06"
"Siye","1","1","1","1","1","0.27",,"0.06"
"Smret","1","1","1","1","1","0.32",,"0.03"
"Sorya","0.11","1","0.35","0.19","0.11","0.05",,"0.16"
"Suha","0.14","1","1","1","0.14","0.38",,"0.03"
"Tahtayhaya","0.22","1","0.32","0.41","0.22","0.27",,"0.09"
"TahtayDaeroka","0.16","1","0.11","0.19","0.16","0.81",,"0.12"
"TahtayLegomti","1","1","1","0.08","1","0.49",,"0.22"
"TahtayMegariaTsebri","0.19","1","1","0.16","0.19","0.73",,"0.31"
"Tao","0.16","1","0.27","0.27","0.16","0.08",,"0.09"
"TaraGedam","1","1","1","1","1","0.78",,"0.03"
"TaraSenba","0.27","1","1","1","0.27","0.81",,"0.03"
"Tekea","0.32","1","0.24","0.38","0.32","0.05",,"0.06"
"Tekleweyni","1","1","1","1","1","0.19",,"0.06"
"Tetatiro","0.05","1","1","1","0.05","0.32",,"0.06"
"Tibaga","1","1","1","1","1","0.92",,"0.03"
"Tigage","0.08","1","1","0.19","0.08","0.46",,"0.03"
"Tsae","0.41","1","0.03","1","0.41","0.62",,"0.09"
"Tsetsera","0.11","1","0.38","0.3","0.11","0.03",,"0.16"
"Tseykeme","1","1","1","1","1","0.35",,"0.06"
"Tsigea","0.27","1","0.32","0.41","0.27","0.54",,"0.12"
"Ulaga","0.14","0.41","0.32","0.24","0.14","0.16",,"0.09"
"Wargba","0.27","1","0.3","0.38","0.27","0.41",,"0.12"
"Wariba","1","1","1","1","1","0.68",,"0.03"
"Wedikeshi","0.05","1","1","0.14","0.05","0.41",,"0.22"
"Werabaye","0.22","0.32","0.22","0.32","0.22","0.41",,"0.09"
"Werkamba","1","1","1","1","1","0.78",,"0.09"
"Wobo","0.05","1","1","1","0.05","0.27",,"0.06"
"Wonberoch","0.27","1","1","1","0.27","0.92",,"0.03"
"Wondye","0.11","1","1","1","0.11","0.89",,"0.09"
"Worego","0.11","1","1","1","0.11","0.16",,"0.03"
"WorgajaWagi","0.22","1","1","1","0.22","0.81",,"0.03"
"WoryaMeskel","0.19","1","0.11","0.16","0.19","0.59",,"0.09"
"Woyenti","0.11","1","1","0.14","0.11","0.68",,"0.12"
"Woynye","0.11","1","1","1","0.11","0.14",,"0.03"
"WuhdetG","0.22","1","1","0.3","0.22","0.76",,"0.28"
"WuhdetK","1","1","0.03","0.03","1","0.95",,"0.09"
"WushaTires","1","1","1","1","1","0.92",,"0.03"
"Yedwuha","0.08","1","1","1","0.08","0.27",,"0.03"
"Yeju","0.11","1","1","1","0.11","0.3",,"0.06"
"Yetefet","0.14","1","0.05","1","0.14","0.89",,"0.03"
"YifagAkababi","1","1","1","1","1","0.92",,"0.03"
"Yitihana","0.05","1","1","0.05","0.05","0.11",,"0.03"
"Zata","0.11","1","0.27","0.27","0.11","0.08",,"0.03"
"Ziha","1","1","1","1","1","0.49",,"0.03"
"ZihonHuha","0.19","1","1","0.14","0.19","0.78",,"0.03"
"ZobarYikuanda","0.19","1","0.14","0.11","0.19","0.46",,"0.09"
"Zongi","1","1","1","0.03","1","0.27",,"0.22"
