"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","HagereSelamW","HagereSelamW","HagereSelamW","HagereSelamW","HagereSelamW","HagereSelamW","HagereSelamW","HagereSelamW"
"Region","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat","Hintalo Wajerat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","15","0.62","36","33","0.11","36.48","0"
"1984-1977","0","11","0.51","5","39","0.24","4.76","0"
"1985-1978","0","10","0.49","0","74","0.76","0","0"
"1986-1979","0","25","0.78","0","75","1","0","0"
"1987-1980","0","36","0.97","31","34","0.16","31.16","0"
"1988-1981","100","1","0.19","0","64","0.65","100","0"
"1989-1982","0","25","0.84","75","25","0.05","75","0"
"1990-1983","0","6","0.38","0","43","0.3","0","0"
"1991-1984","0","14","0.59","0","62","0.57","0","1"
"1992-1985","100","0","0.08","75","25","0.05","175","0"
"1993-1986","0","28","0.86","0","75","1","0","0"
"1994-1987","0","36","0.95","0","56","0.51","0","1"
"1995-1988","100","2","0.22","0","63","0.59","100","0"
"1996-1989","0","31","0.92","0","66","0.68","0","0"
"1997-1990","0","49","1","0","63","0.62","0","0"
"1998-1991","0","25","0.81","0","75","1","0","0"
"1999-1992","0","5","0.27","0","75","1","0","0"
"2000-1993","0","21","0.68","0","47","0.38","0","1"
"2001-1994","0","25","0.78","27","35","0.19","26.62","1"
"2002-1995","100","1","0.14","34","33","0.14","134.34","0"
"2003-1996","0","10","0.46","0","46","0.32","0","0"
"2004-1997","100","0","0.08","54","29","0.08","154.35","0"
"2005-1998","0","12","0.57","0","71","0.73","0","0"
"2006-1999","0","25","0.78","0","53","0.46","0","0"
"2007-2000","0","6","0.32","0","75","1","0","0"
"2008-2001","0","5","0.24","0","57","0.54","0","0"
"2009-2002","100","0","0.08","0","75","1","100","0"
"2010-2003","0","6","0.35","0","52","0.43","0","0"
"2011-2004","0","5","0.3","0","75","1","0","0"
"2012-2005","0","12","0.54","0","75","1","0","0"
"2013-2006","100","1","0.16","0","69","0.7","100","0"
"2014-2007","0","8","0.41","0","47","0.35","0","0"
"2015-2008","0","23","0.7","0","42","0.27","0","0"
"2016-2009","0","9","0.43","0","75","1","0","0"
"2017-2010","100","1","0.11","0","53","0.49","100","0"
"2018-2011","0","16","0.65","0","48","0.41","0","0"
"2019-2012","0","30","0.89","9","38","0.22","8.93","0"
