"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"EmbaAhfrom","0.84","0.73","0.76","0.11","0.84","0.73",,"0.22"
"EmbachekoGunaguna","0.24","0.43","0.14","0.03","0.24","0.11",,"0.5"
"EndaBagerima","0.7","0.62","0.73","0.32","0.7","0.7",,"0.44"
"Endabano","0.68","0.73","1","0.86","0.68","0.54",,"0.22"
"Endachiwa","0.76","0.84","0.78","0.73","0.76","0.54",,"0.22"
"EndaFelasi","0.65","0.62","0.76","0.41","0.65","0.68",,"0.22"
"Endagahamus","0.73","0.68","0.73","0.27","0.73","0.59",,"0.22"
"Endamariam","0.86","0.84","0.76","0.19","0.86","0.57",,"0.47"
"Erba","0.46","0.22","0.3","0.54","0.46","0.73",,"0.41"
"Esiret","0.7","0.81","1","0.86","0.7","0.65",,"0.81"
"Estifanos","0.49","0.62","0.51","0.27","0.49","0.32",,"0.56"
"Fala","0.51","0.49","0.3","0.24","0.51","0.41",,"0.47"
"Felegehiwot","0.49","0.22","0.65","0.59","0.49","0.49",,"0.62"
"FelegeWayane","1","0.54","0.14","0.19","1","0.57",,"0.62"
"FikreAlem","0.78","0.24","0.76","0.62","0.78","0.57",,"0.44"
"Filatako","0.54","0.43","1","0.32","0.54","0.24",,"0.69"
"Gebsit","0.7","0.22","0.78","0.62","0.7","0.14",,"0.47"
"Gedayasu","0.7","0.22","0.78","0.65","0.7","0.3",,"0.81"
"GelaMatebiya","0.3","0.73","0.14","0.03","0.3","0.32",,"0.5"
"Gendebta","0.7","0.81","0.78","0.35","0.7","0.73",,"0.22"
"Geneti","0.86","0.92","0.7","0.54","0.86","0.76",,"0.12"
"Genfel","0.7","0.51","0.49","0.59","0.7","0.81",,"0.62"
"Gera","0.65","0.76","0.73","0.76","0.65","0.62",,"0.91"
"Gerjale","0.51","0.22","0.41","0.57","0.51","0.35",,"0.38"
"GetskiMilesiley","0.68","0.7","1","0.86","0.68","0.62",,"0.72"
"Gijet","0.81","0.92","0.76","0.62","0.81","0.59",,"0.72"
"Ginaza","0.54","0.59","1","0.46","0.54","0.49",,"0.69"
"Golgolemalee","1","0.51","0.16","0.11","1","0.81",,"0.62"
"Goshedur","0.49","0.22","0.59","0.54","0.49","0.32",,"0.62"
"Goza","0.32","1","0.54","0.27","0.32","0.57",,"0.78"
"Grwre","0.89","0.62","0.84","0.89","0.89","0.49",,"0.91"
"GuemseAgamet","0.95","0.19","0.11","0.16","0.95","0.43",,"0.66"
"Guroro","0.86","1","1","1","0.86","0.65",,"0.38"
"Guya","0.86","1","1","1","0.86","0.78",,"0.38"
"Habees","0.78","0.49","0.43","0.7","0.78","0.81",,"0.62"
"Hadashtekli","0.7","0.68","0.73","0.76","0.7","0.73",,"0.72"
"HadeAlga","0.76","0.92","0.73","0.59","0.76","0.68",,"0.41"
"HadnetK","0.92","0.7","0.65","0.7","0.92","0.84",,"0.56"
"HadnetS","0.95","0.46","0.35","0.49","0.95","0.62",,"0.66"
"HadushAdi","0.97","0.49","0.22","0.19","0.97","0.51",,"0.66"
"HadushHiwet","0.97","0.59","0.51","0.38","0.97","0.05",,"0.66"
"HagereGenet","0.51","0.16","1","0.73","0.51","0.05",,"0.62"
"HagereSelamE","0.89","0.22","1","0.76","0.89","0.03",,"0.62"
"HagereSelamW","0.86","0.51","0.86","0.68","0.86","0.49",,"0.5"
"Hangoda","0.95","0.46","0.35","0.49","0.95","0.62",,"0.66"
"Hareko","0.92","0.73","0.86","0.57","0.92","0.32",,"0.44"
"Hawelti","0.86","0.92","0.84","0.59","0.86","0.84",,"0.12"
"Hayelom","0.86","0.46","0.78","0.62","0.86","0.89",,"0.84"
"Hintsa","0.59","0.57","0.86","0.76","0.59","0.11",,"0.81"
"HintsaWaza","0.59","0.57","0.76","0.46","0.59","0.11",,"0.81"
"HizbaTeklehymanot","0.84","0.92","0.59","0.41","0.84","0.76",,"0.12"
"ImbaRufael","0.65","0.73","1","0.81","0.65","0.41",,"0.91"
"Jijqe","0.92","1","1","1","0.92","0.7",,"0.38"
"JimanDeregeha","0.35","0.3","0.3","0.41","0.35","0.16",,"0.5"
"Jira","0.92","1","1","1","0.92","0.54",,"0.97"
"kabe","0.46","0.57","1","0.43","0.46","0.62",,"0.69"
"Karima","1","0.16","0.84","0.65","1","0.08",,"0.81"
"Keregna","0.49","0.62","1","0.35","0.49","0.73",,"0.69"
"Kihen","0.97","0.76","0.7","0.68","0.97","0.84",,"0.56"
"Kita","0.46","0.35","0.43","0.08","0.46","0.24",,"0.66"
"Korme","0.51","0.22","0.35","0.49","0.51","0.78",,"0.38"
"Ksadacki","0.76","1","1","0.65","0.76","0.41",,"0.41"
"Kudo","0.84","0.68","0.73","0.11","0.84","0.84",,"0.22"
"Kuluferha","0.76","0.19","0.54","0.19","0.76","0.76",,"0.44"
"KuluGizeLemlem","0.49","0.22","0.46","0.49","0.49","0.49",,"0.44"
"LaelayDayu","0.51","0.22","0.46","0.49","0.51","0.51",,"0.44"
"Laelayhahaile","0.84","0.7","0.78","0.14","0.84","0.78",,"0.22"
"LaelayMegariaTsemri","0.89","0.84","0.78","0.14","0.89","0.65",,"0.47"
"Lalaylogomti","0.76","0.89","0.84","0.57","0.76","0.68",,"0.22"
"Ledy","0.78","0.22","0.86","1","0.78","0.38",,"0.47"
"Lemlem","0.7","0.78","0.7","0.7","0.7","0.27",,"0.59"
"LemlemArena","0.76","0.22","0.78","0.43","0.76","0.24",,"0.44"
"Libo ","0.54","0.68","0.62","0.19","0.54","0.41",,"0.56"
"Limaat","0.49","0.22","0.59","0.57","0.49","0.35",,"0.44"
"Limat","0.78","0.78","1","0.76","0.78","0.59",,"0.38"
"Lul","0.97","0.57","0.86","0.59","0.97","0.11",,"0.81"
"LusinaAbegeldi","0.19","0.54","0.16","0.03","0.19","0.19",,"0.5"
"Maekelawi","0.73","0.68","0.73","0.27","0.73","0.59",,"0.22"
"MaekelSegli","0.62","0.7","0.76","0.35","0.62","0.78",,"0.22"
"MahbereWeyni","0.92","0.7","0.76","0.7","0.92","0.73",,"0.56"
"MariamShewito","0.7","0.76","0.78","0.3","0.7","0.62",,"0.44"
"Martadios","0.54","1","1","0.22","0.54","0.24",,"0.56"
"MayChekemte","0.73","0.84","0.76","0.57","0.73","0.89",,"0.22"
"MayNebri","0.84","0.32","0.84","0.46","0.84","0.59",,"0.28"
"Maysuru","0.86","0.84","0.78","0.19","0.86","0.57",,"0.47"
"MayTeklia","0.59","0.65","0.68","0.35","0.59","0.43",,"0.81"
"Mearey","0.7","0.51","0.76","0.73","0.7","0.32",,"0.91"
"Mechare","0.95","0.89","0.84","0.62","0.95","0.7",,"0.44"
"Mechena","0.27","0.62","0.3","0.38","0.27","0.16",,"0.5"
"MehalGoncha","0.59","0.43","0.38","0.22","0.59","0.14",,"0.69"
"Mekan ","0.51","0.92","0.65","0.22","0.51","0.95",,"0.38"
"MekaneGenet","0.35","0.16","0.38","0.11","0.35","0.03",,"0.84"
"Melabesh","0.95","0.49","0.73","0.54","0.95","0.05",,"0.62"
"MendereMariam","0.35","1","1","0.11","0.35","0.35",,"0.78"
"Menegobena","0.86","0.16","1","1","0.86","0.62",,"0.47"
"Menji","0.84","1","1","1","0.84","0.57",,"0.38"
"Mergech","0.81","0.16","1","1","0.81","0.54",,"0.47"
"Mesanu","0.95","0.59","0.41","0.78","0.95","0.65",,"0.56"
"Mesehle","1","0.62","0.78","0.57","1","0.78",,"0.44"
"Meswaeti ","0.51","0.11","0.65","0.49","0.51","0.81",,"0.38"
"Metkel","0.81","0.16","0.92","0.7","0.81","0.3",,"0.5"
"MetkelLemat","0.65","0.27","0.65","0.3","0.65","0.3",,"0.59"
"Mezbr","0.73","0.86","0.76","0.11","0.73","0.54",,"0.47"
"MichelDebre","0.35","1","1","0.3","0.35","0.57",,"0.78"
"Miraf","0.78","0.22","0.84","0.81","0.78","0.57",,"0.47"
"Misema","1","1","1","1","1","0.78",,"0.94"
"Mitad","0.46","1","1","0.22","0.46","0.62",,"0.69"
"MitinaYimach","0.54","0.22","0.38","0.27","0.54","0.16",,"0.84"
"Mozen","0.86","0.16","1","1","0.86","0.65",,"0.47"
"Mozutey","0.97","0.59","0.62","0.59","0.97","0.41",,"0.28"
"Mtsaiwerki","0.86","1","1","1","0.86","0.78",,"0.38"
"Nagash","1","0.65","0.22","0.49","1","0.92",,"0.62"
"Nebarhadinet","0.7","0.51","0.76","0.7","0.7","0.41",,"0.59"
"Nefasit","0.76","0.59","0.62","0.41","0.76","0.62",,"0.44"
"Negedebrhan","0.81","0.62","0.84","0.89","0.81","0.62",,"0.91"
"Niquara","0.27","0.57","0.24","0.05","0.27","0.19",,"0.66"
"Qoraro","0.68","0.73","0.86","0.54","0.68","0.35",,"0.84"
"RubaFelege","1","0.54","0.11","0.14","1","0.65",,"0.62"
"Santa gelebeda","0.78","0.68","0.81","0.51","0.78","0.59",,"0.28"
"SaratYerawoch","0.19","0.16","0.32","0.38","0.19","0.27",,"0.84"
"Sefo","0.84","0.65","0.84","0.35","0.84","0.76",,"0.22"
"Segena","0.19","0.22","0.49","0.27","0.19","0.32",,"0.84"
"Seka","0.76","1","1","0.7","0.76","0.43",,"0.41"
"Selamaya","0.46","0.32","0.19","0.03","0.46","0.19",,"0.5"
"SelamBekalsi","0.49","0.22","0.59","0.57","0.49","0.43",,"0.44"
"Selamber","0.73","0.49",,"0.41","0.73","0.16",,"0.62"
"SelamgieAmbarie","0.59","0.43","0.49","0.35","0.59","0.27",,"0.69"
"SelamH","0.57","0.62","0.57","0.68","0.57","0.51",,"0.84"
"SelamW","0.65","0.78","0.76","0.46","0.65","0.78",,"0.44"
"Selelkula","0.78","0.22","0.86","1","0.78","0.51",,"0.47"
"SelenWuha","0.49","0.22","0.57","0.49","0.49","0.19",,"0.44"
"Seloda","0.73","0.57","0.76","0.32","0.73","0.73",,"0.44"
"Sendada","0.95","0.7","0.24","0.46","0.95","0.78",,"0.62"
"Serawudi","0.27","0.59","0.49","0.62","0.27","0.49",,"0.56"
"Seret","0.7","0.65","0.65","0.43","0.7","0.59",,"0.44"
"Sero","0.86","0.95","0.81","0.19","0.86","0.59",,"0.47"
"Shamo","0.49","0.62","0.62","0.32","0.49","0.32",,"0.56"
"ShehochTehara","0.65","0.59","0.59","0.41","0.65","0.3",,"0.56"
"Shekatekli","0.7","0.68","1","0.81","0.7","0.73",,"0.72"
"Shunge","0.46","0.27","0.16","0.03","0.46","0.16",,"0.5"
"Simret","0.95","0.81","0.81","0.43","0.95","0.57",,"0.34"
"SimretS","0.51","0.92","0.65","0.27","0.51","0.62",,"0.38"
"SimretT","0.81","1","1","1","0.81","0.78",,"0.91"
"Sinkata","0.95","0.19","0.11","0.16","0.95","0.43",,"0.66"
"Siye","0.92","0.62","1","1","0.92","0.68",,"0.91"
"Smret","0.84","1","1","1","0.84","0.68",,"0.38"
"Sorya","0.51","0.41","0.3","0.43","0.51","0.27",,"0.47"
"Suha","0.81","0.22","1","1","0.81","0.59",,"0.47"
"Tahtayhaya","0.54","0.92","0.65","0.49","0.54","0.86",,"0.38"
"TahtayDaeroka","0.76","0.86","0.76","0.11","0.76","0.68",,"0.22"
"TahtayLegomti","0.76","0.78","0.84","0.35","0.76","0.7",,"0.44"
"TahtayMegariaTsebri","0.89","0.84","0.78","0.14","0.89","0.68",,"0.47"
"Tao","0.51","0.54","0.41","0.57","0.51","0.43",,"0.38"
"TaraGedam","0.46","0.68","1","0.46","0.46","0.27",,"0.69"
"TaraSenba","0.38","1","0.41","0.24","0.38","0.19",,"0.5"
"Tekea","0.7","0.62","0.62","0.19","0.7","0.73",,"0.72"
"Tekleweyni","0.92","0.51","1","1","0.92","0.49",,"0.91"
"Tetatiro","0.78","0.22","0.57","0.65","0.78","0.41",,"0.53"
"Tibaga","0.54","0.62","0.57","0.27","0.54","0.65",,"0.69"
"Tigage","0.3","0.59","0.59","0.08","0.3","0.24",,"0.56"
"Tsae","0.68","0.62","0.78","0.46","0.68","0.68",,"0.28"
"Tsetsera","0.51","0.46","0.24","0.24","0.51","0.7",,"0.47"
"Tseykeme","0.92","0.7","1","1","0.92","0.68",,"0.91"
"Tsigea","0.86","0.92","0.7","0.54","0.86","0.76",,"0.12"
"Ulaga","0.49","0.22","0.35","0.51","0.49","0.51",,"0.41"
"Wargba","0.86","0.92","0.76","0.62","0.86","0.54",,"0.12"
"Wariba","0.24","0.43","0.35","0.43","0.24","0.19",,"0.34"
"Wedikeshi","0.73","0.57","0.76","0.32","0.73","0.76",,"0.44"
"Werabaye","0.54","0.22","0.65","0.59","0.54","0.7",,"0.38"
"Werkamba","0.68","0.73","1","0.86","0.68","0.54",,"0.22"
"Wobo","0.78","0.22","0.59","0.65","0.78","0.46",,"0.53"
"Wonberoch","0.38","0.68","0.08","0.03","0.38","0.3",,"0.5"
"Wondye","0.19","0.22","0.43","0.22","0.19","0.16",,"0.84"
"Worego","0.78","0.22","0.78","0.76","0.78","0.54",,"0.47"
"WorgajaWagi","0.35","1","0.59","0.24","0.35","0.3",,"0.53"
"WoryaMeskel","0.97","0.49","0.86","0.73","0.97","0.08",,"0.81"
"Woyenti","0.7","0.81","0.81","0.22","0.7","0.86",,"0.22"
"Woynye","0.78","0.57","0.84","0.81","0.78","0.38",,"0.47"
"WuhdetG","0.95","0.86","0.57","0.19","0.95","0.57",,"0.34"
"WuhdetK","0.73","0.84","0.78","0.62","0.73","0.59",,"0.28"
"WushaTires","0.54","0.59","1","0.43","0.54","0.65",,"0.69"
"Yedwuha","1","0.16","0.86","0.7","1","0.3",,"0.47"
"Yeju","0.76","0.16","0.65","0.81","0.76","0.41",,"0.53"
"Yetefet","0.35","0.16","0.38","0.11","0.35","0.19",,"0.62"
"YifagAkababi","0.54","0.62","0.57","0.3","0.54","0.62",,"0.69"
"Yitihana","0.78","0.57","0.84","0.7","0.78","0.57",,"0.47"
"Zata","0.46","0.41","0.41","0.41","0.46","0.54",,"0.56"
"Ziha","0.27","0.62","0.35","0.59","0.27","0.46",,"0.56"
"ZihonHuha","0.57","0.57","0.78","0.68","0.57","0.05",,"0.62"
"ZobarYikuanda","0.97","0.49","0.81","0.54","0.97","0.16",,"0.81"
"Zongi","0.65","0.78","0.76","0.46","0.65","0.78",,"0.44"
