"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","28","0.86","38.608336","0.73","22.7","0.16","24","0.24","27.7138155746032","0.86","0.142554426957164","0.14",,,"26.8670751723474","0.66"
"1984-1977","100","1","0.3","39.289995","0.76","16.9","0.14","37","0.59","0.676363472222222","0.3","0.179524473121583","0.49",,,"9.51538432253633","0.31"
"1985-1978","100","0","0.27","33.965106","0.24","16.5","0.11","31","0.41","0.216554388888889","0.27","0.169374365084398","0.38",,,"21.7679105414969","0.56"
"1986-1979","0","25","0.81","58.43608","1","51.1942857142857","0.78","59","0.92","25","0.81","0.239804561947987","1",,,"22.0993733993509","0.59"
"1987-1980","0","16","0.68","44.70626","0.86","38.8972222222222","0.57","32","0.46","15.5974627134921","0.68","0.181449109822818","0.54",,,"48.8755077409053","0.97"
"1988-1981","100","4","0.43","33.965106","0.24","29.6","0.3","39","0.65","3.746211","0.43","0.152758135556142","0.19",,,"19.712370874337","0.5"
"1989-1982","100","2","0.35","30.310368","0.05","38.2748412698413","0.54","53","0.84","1.84923955555556","0.35","0.15322254455589","0.22",,,"5.87802050049335","0.19"
"1990-1983","100","0","0.24","33.965106","0.24","24.8","0.24","30","0.35","0","0.24","0.181435709682369","0.51",,,"-14.6674177393459","0.03"
"1991-1984","0","18","0.76","36.08795","0.43","26.8","0.27","30","0.35","17.666139","0.76","0.130059903438836","0.05",,,"27.414788919122","0.72"
"1992-1985","100","0","0.24","33.965106","0.24","9.4","0.05","22","0.19","0","0.24","0.157942605597568","0.27",,,"45.847883403525","0.91"
"1993-1986","0","26","0.84","34.05829","0.32","52.7","0.84","32","0.46","25.7477265555556","0.84","0.183780125163512","0.59",,,"9.51202754778591","0.28"
"1994-1987","100","0","0.24","33.990866","0.3","48.7","0.7","54","0.86","0","0.24","0.200320439020056","0.76",,,"16.5016531230707","0.44"
"1995-1988","100","0","0.24","33.990866","0.3","4.7","0.03","1","0.03","0","0.24","0.121043989933885","0.03",,,"43.2865523764734","0.88"
