"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.08",,"0.53"
"Abara","1","1","1","1","1","0.11",,"0.94"
"Abarwuha","1","1","1","1","1","0.03",,"0.47"
"Abaselima","1","1","1","1","1","0.05",,"0.94"
"Abina","1","1","1","1","1","0.27",,"0.53"
"AbrahaAtsbaha","1","1","1","0.27","1","0.27",,"0.34"
"Abrekuy","1","1","1","1","1","0.16",,"0.94"
"AdekeAla","1","1","1","1","1","0.19",,"0.78"
"Adekiney","0.24","1","0.14","0.19","0.24","0.14",,"0.47"
"AderSeg","1","1","1","1","1","0.16",,"0.53"
"Adibearj","1","1","0.03","0.05","1","0.03",,"0.44"
"AdiHa","0.38","1","1","1","0.38","0.08",,"0.53"
"AdiKisandid","1","1","1","0.27","1","0.32",,"0.34"
"Adisalem","1","1","1","1","1","0.41",,"0.38"
"AdisAlemS","1","1","1","1","1","0.3",,"0.78"
"AdisAlemW","0.05","1","0.11","0.14","0.05","0.38",,"0.41"
"Adiselam","1","1","1","1","1","0.14",,"0.66"
"Adishimbirkti","0.73","1","1","1","0.73","0.35",,"0.25"
"AdisKigni","0.78","1","1","1","0.78","0.41",,"0.34"
"Adiyikoro","0.59","1","0.08","1","0.59","0.03",,"0.41"
"Adizata","0.59","1","0.03","0.14","0.59","0.03",,"0.41"
"Adreb","0.05","1","1","0.05","0.05","0.16",,"0.66"
"AgazenMeda","1","1","1","0.22","1","0.03",,"0.47"
"Agazi","0.16","1","0.27","1","0.16","0.35",,"0.56"
"Agbe","0.41","1","1","1","0.41","0.81",,"0.53"
"Agela","1","1","1","1","1","0.11",,"0.56"
"Agid","1","1","1","1","1","0.19",,"0.44"
"AlemeTesfa","1","1","1","0.49","1","0.52",,"0.38"
"AmdiWeyane","1","1","1","1","1","0.35",,"0.78"
"Amedwuha","0.89","1","1","1","0.89","0.03",,"0.25"
"Ameno","1","1","1","1","1","0.05",,"0.56"
"Amisetya","1","1","1","1","1","0.38",,"0.38"
"Angot","1","1","1","1","1","0.05",,"0.47"
"Anigot","1","1","1","1","1","0.03",,"0.56"
"Ansheb","1","1","1","1","1","0.11",,"0.84"
"AquaShumoch","1","1","1","1","1","0.22",,"0.66"
"Aquha","1","1","1","1","1","0.38",,"0.38"
"Arena","0.27","1","1","1","0.27","0.43",,"0.72"
"Asmena","0.27","1","0.22","0.24","0.27","0.3",,"0.56"
"Asta","1","1","1","1","1","0.14",,"0.56"
"Atakilti","1","1","1","1","1","0.7",,"0.72"
"AwetBikalsi","0.38","1","1","1","0.38","0.14",,"0.53"
"AwusaMeda","1","1","1","1","1","0.46",,"0.38"
"Ayba","0.35","1","1","0.51","0.35","0.05",,"0.62"
"Aynalem","1","1","1","0.24","1","0.57",,"0.34"
"Bala","0.78","1","1","1","0.78","0.68",,"0.34"
"Balarab","1","1","1","1","1","0.43",,"0.38"
"Bamba","0.43","1","1","1","0.43","0.73",,"0.78"
"BarkaAdiswha","1","1","0.24","0.27","1","0.19",,"0.34"
"Begasheka","1","1","1","1","1","0.65",,"0.72"
"Berlay","1","1","1","1","1","0.14",,"0.38"
"Betgebez","0.11","1","0.05","0.14","0.11","0.27",,"0.72"
"Bethans","1","1","0.03","0.05","1","0.08",,"0.62"
"BilbWuha","1","1","1","1","1","0.14",,"0.66"
"Birkutea","1","1","1","1","1","0.16",,"0.56"
"Boneya","1","1","1","1","1","0.16",,"0.94"
"Burkoche","1","1","1","1","1","0.49",,"0.38"
"Cheli","1","1","1","1","1","0.32",,"0.78"
"Darubekeda","0.68","1","1","1","0.68","0.43",,"0.25"
"Deberkerbye","1","1","1","1","1","0.05",,"0.69"
"DeberAbaJale","1","1","1","1","1","0.05",,"0.66"
"DebrAbay","0.51","1","1","1","0.51","0.24",,"0.38"
"DebreAliays","1","1","1","1","1","0.43",,"0.38"
"Debrebirhan","0.59","1","1","0.32","0.59","0.16",,"0.5"
"Debrebrhan","1","1","1","1","1","0.51",,"0.75"
"DebreGenet","1","1","1","1","1","0.3",,"0.38"
"DebreGenetA","1","1","0.05","0.08","1","0.35",,"0.62"
"DebreGenetK","0.08","1","1","1","0.08","0.78",,"0.72"
"DebreGeorgis","1","1","1","0.62","1","0.65",,"0.38"
"DebreKidusan","0.49","1","1","1","0.49","0.11",,"0.38"
"Debremawie","1","1","1","1","1","0.27",,"0.38"
"Debreselam","0.08","1","1","1","0.08","0.35",,"0.5"
"Debrinetseb","1","1","1","1","1","0.16",,"0.72"
"Dekera","1","1","1","1","1","0.62",,"0.75"
"DembezaAmbaLay","1","1","1","1","1","0.3",,"0.38"
"Derit","1","1","1","0.22","1","0.03",,"0.47"
"Derita","1","1","1","1","1","0.22",,"0.56"
"Dinkashena","0.65","1","1","1","0.65","0.43",,"0.28"
"Ebo","0.41","0.43","0.54","0.46","0.41","0.62",,"0.62"
"Edagaarbi","0.05","1","0.11","0.14","0.05","0.08",,"0.62"
"EmbaAhfrom","0.11","1","0.11","0.14","0.11","0.03",,"0.41"
"EmbachekoGunaguna","1","1","1","1","1","0.05",,"0.66"
"EndaBagerima","1","1","1","0.11","1","0.19",,"0.62"
"Endabano","0.08","1","1","1","0.08","0.35",,"0.81"
"Endachiwa","1","1","1","1","1","0.43",,"0.41"
"EndaFelasi","1","1","1","0.24","1","0.59",,"0.81"
"Endagahamus","0.3","1","1","0.19","0.3","0.43",,"0.41"
"Endamariam","0.08","1","0.08","0.14","0.08","0.16",,"0.72"
"Erba","0.73","1","0.43","0.62","0.73","0.86",,"0.44"
"Esiret","1","1","1","1","1","0.46",,"0.78"
"Estifanos","1","1","1","1","1","0.16",,"0.56"
"Fala","0.62","1","1","1","0.62","0.38",,"0.28"
"Felegehiwot","1","1","1","1","1","0.14",,"0.38"
"FelegeWayane","0.68","1","0.43","0.24","0.68","0.03",,"0.34"
"FikreAlem","0.73","1","1","1","0.73","0.51",,"0.69"
"Filatako","1","1","1","0.19","1","0.03",,"0.47"
"Gebsit","1","1","1","1","1","0.03",,"0.94"
"Gedayasu","1","1","1","1","1","0.05",,"0.84"
"GelaMatebiya","1","1","1","1","1","0.05",,"0.66"
"Gendebta","1","1","0.03","0.08","1","0.08",,"0.41"
"Geneti","0.57","0.41","1","0.54","0.57","0.65",,"0.62"
"Genfel","1","1","1","0.24","1","0.59",,"0.34"
