"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","50","0.43","75","1","62.5","0.19","75","1","49.5610285068627","0.43","0.231409756075894","0.65",,,"7.49192956793174","0.03"
"1984-1977","0","33","0.27","75","1","75","1","75","1","33.3205318","0.27","0.199098665537749","0.11",,,"15.0860495438521","0.09"
"1985-1978","0","74","0.84","75","1","75","1","75","1","73.934843","0.84","0.211781295773364","0.27",,,"42.96849949025","0.56"
"1986-1979","0","57","0.65","75","1","53.6","0.08","63","0.16","57.2261343735294","0.65","0.204702357954109","0.16",,,"33.1649966025493","0.38"
"1987-1980","90","11","0.03","75","1","73.7","0.46","74","0.27","11.1850359933333","0.03","0.210133301717998","0.24",,,"13.6048195815566","0.06"
"1988-1981","0","60","0.73","75","1","75","1","75","1","59.785491","0.73","0.240496264972865","0.78",,,"40.1950921465661","0.5"
"1989-1982","14","29","0.16","75","1","73.1","0.43","66","0.22","28.677041","0.16","0.224877328983411","0.49",,,"48.1501695287327","0.66"
"1990-1983","0","50","0.46","75","1","68.4","0.3","65","0.19","49.759638","0.46","0.215230159419231","0.38",,,"26.0745990676056","0.22"
"1991-1984","0","57","0.62","75","1","72.6","0.38","75","1","56.553351","0.62","0.23145508504141","0.68",,,"23.5833606054145","0.16"
"1992-1985","0","50","0.51","75","1","50","0.05","50","0.05","50","0.51","0.246595486196609","0.89",,,"41.1628294350611","0.53"
"1993-1986","0","65","0.78","75","1","75","1","75","1","64.6781318","0.78","0.219890932107518","0.43",,,"59.1351299873673","0.75"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.243050346777353","0.84",,,"64.9664208123755","0.88"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.22739742284164","0.57",,,"73.2344874606275","1"
"1996-1989","0","57","0.68","75","1","72.4","0.35","75","1","57.253797","0.68","0.207873735299065","0.22",,,"32.5443446987694","0.34"
"1997-1990","0","54","0.57","75","1","50","0.05","50","0.05","53.549208","0.57","0.214156975971509","0.35",,,"28.649981167585","0.28"
"1998-1991","0","69","0.81","75","1","75","1","75","1","68.9841296","0.81","0.231857146996583","0.7",,,"59.6131592796356","0.78"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.225661685110964","0.51",,,"63.6937554119909","0.84"
"2000-1993","0","41","0.38","75","1","75","1","75","1","40.882223","0.38","0.2370268","0.76",,,"24","0.19"
"2001-1994","0","46","0.41","75","1","70.5","0.32","75","1","45.631938","0.41","0.2414317","0.81",,,"36.7","0.47"
"2002-1995","52","20","0.05","75","1","60.6","0.14","52","0.08","19.962506","0.05","0.2260857","0.54",,,"19.3","0.12"
"2003-1996","33","24","0.08","75","1","73","0.41","75","1","24.4912241","0.08","0.2341016","0.73",,,"43.8","0.59"
"2004-1997","10","30","0.19","75","1","61.1","0.16","53","0.11","29.7216471","0.19","0.1939461","0.05",,,"28.2","0.25"
"2005-1998","0","50","0.54","75","1","75","1","75","1","50.331483","0.54","0.2203811","0.46",,,"44.6","0.62"
"2006-1999","15","29","0.14","75","1","57.6","0.11","75","1","28.6359469","0.14","0.2280225","0.59",,,"62.3","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2309275","0.62","1.32258","0.27","70","0.97"
"2008-2001","0","58","0.7","75","1","75","1","75","1","57.8462919","0.7","0.2014306","0.14","1.645161","0.45","69.9","0.94"
"2009-2002","0","39","0.32","75","1","75","1","68","0.24","38.5995409","0.32","0.1977181","0.08","1.741935","0.55","36.4","0.41"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2577789","0.92","1.32258","0.27","67.6","0.91"
"2011-2004","0","40","0.35","75","1","75","1","75","1","40.1598284","0.35","0.2632572","0.95","1.129032","0.09","36.5","0.44"
"2012-2005","0","38","0.3","75","1","75","1","75","1","38.44849","0.3","0.2064528","0.19","1.870967","0.73","32.4","0.31"
"2013-2006","0","55","0.59","75","1","75","1","75","1","54.8558451","0.59","0.215333","0.41","2.322581","0.91","56.9","0.72"
"2014-2007","0","50","0.51","74.94641","0.11","64.4","0.24","75","1","50","0.51","0.3121016","1","2.983871","1","53.7","0.69"
"2015-2008","7","30","0.22","68.758","0.03","64.1","0.22","61","0.14","30.430031","0.22","0.1847652","0.03","1.903225","0.82",,
"2016-2009","0","60","0.76","75","1","75","1","75","1","60.1004039","0.76","0.2128305","0.32","1.483871","0.36",,
"2017-2010","4","31","0.24","72.26121","0.08","75","1","75","1","31.0348206","0.24","0.2118605","0.3","1.854838","0.64",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.244873","0.86",,,,
"2019-2012","29","25","0.11","71.40865","0.05","67","0.27","75","1","25.401384","0.11","0.2782222","0.97",,,,
