"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.32046238876336","0.49",,,"-1.9001086050714","0.03"
"1984-1977","71","51","0.03","75","1","75","1","75","1","50.985345","0.03","0.314874768433669","0.38",,,"10.9766034886","0.19"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.338828111940243","0.73",,,"29.0991346494633","0.44"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.346666620954525","0.81",,,"50.4511266354132","0.72"
"1987-1980","54","57","0.08","75","1","75","1","75","1","56.5699149428571","0.08","0.307250017120753","0.32",,,"18.4045206211469","0.25"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.350399708361427","0.89",,,"27.7338358812246","0.41"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.347352560484924","0.84",,,"40.5666294231982","0.59"
"1990-1983","0","75","1","75","1","75","1","75","1","75","1","0.366400803752871","1",,,"-1.07480433211763","0.06"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.344774217741111","0.78",,,"8.15398783119371","0.16"
"1992-1985","39","62","0.14","75","1","75","1","75","1","61.587321","0.14","0.347766184415362","0.86",,,"36.8533855607767","0.5"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.302189759822346","0.27",,,"52.5284491160833","0.75"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.359096539391533","0.95",,,"61.7793613636101","0.94"
"1995-1988","41","61","0.11","75","1","75","1","75","1","61.1585376062558","0.11","0.324395427885317","0.54",,,"53.8683401623877","0.81"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.281031978943277","0.11",,,"39.8700075787748","0.56"
"1997-1990","32","64","0.16","75","1","75","1","75","1","64.06619","0.16","0.279129231925877","0.08",,,"27.0508648803719","0.38"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.333099140537082","0.68",,,"55.9424107405318","0.84"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.333026776652177","0.65",,,"84.7045594683095","1"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.3651239","0.97",,,"22.8","0.28"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.3357361","0.7",,,"16.6","0.22"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.2959944","0.24",,,"3.5","0.09"
"2003-1996","1","75","0.24","75","1","75","1","75","1","74.508866","0.24","0.3532407","0.92",,,"36.1","0.47"
"2004-1997","60","54","0.05","75","1","75","1","75","1","54.446746","0.05","0.3240847","0.51",,,"7.4","0.12"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.3318083","0.62",,,"27","0.34"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.3138948","0.35",,,"61.7","0.91"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.3044275","0.3","12.6129","0.09","84.3","0.97"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2873988","0.16","15.70968","0.27","61.7","0.91"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.3442591","0.76","13.25806","0.18","26.1","0.31"
"2010-2003","11","71","0.19","75","1","75","1","75","1","71.262538","0.19","0.3251315","0.59","19.14516","0.73","53.1","0.78"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2851","0.14","16.91935","0.36","48.8","0.69"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.3168489","0.43","18.06452","0.64","37","0.53"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.3244134","0.57","24.30645","0.91","48.3","0.66"
"2014-2007","0","75","0.27","75","1","75","1","75","1","74.998536","0.27","0.3185577","0.46","31.25805","1","42.4","0.62"
"2015-2008","0","75","1","75","1","75","1","75","1","75","1","0.2767586","0.05","17.79032","0.45",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2725858","0.03","19.79032","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2898806","0.19","17.91936","0.55",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2954624","0.22",,,,
"2019-2012","10","72","0.22","75","1","75","1","75","1","71.608718","0.22","0.3163291","0.41",,,,
