"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.228133765944786","0.32",,,"-17.3974814590585","0.03"
"1984-1977","0","75","1","75","1","75","1","75","1","75","1","0.245990182841167","0.41",,,"5.22404639889145","0.22"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.259702176106555","0.54",,,"29.5779646990483","0.75"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.205647851946823","0.11",,,"8.54490698679473","0.31"
"1987-1980","0","75","1","75","1","75","1","75","1","75","1","0.223695391526506","0.24",,,"8.51663781262635","0.28"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.30752512627676","0.97",,,"10.9723428513308","0.47"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.27141542247345","0.59",,,"2.30038998673765","0.16"
"1990-1983","0","75","1","75","1","75","1","75","1","75","1","0.272502976602919","0.62",,,"-16.2717148191024","0.06"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.22306343378155","0.22",,,"11.6752105670376","0.5"
"1992-1985","0","75","1","75","1","75","1","75","1","75","1","0.296208704360775","0.84",,,"17.2294349306151","0.56"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.234600273228361","0.35",,,"8.76105972658312","0.34"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.334096646412475","1",,,"23.6942633580791","0.69"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.198446513254669","0.05",,,"17.819522998764","0.59"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.225444243808095","0.3",,,"31.0938558441652","0.78"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.254720001843721","0.49",,,"9.0244927839386","0.41"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.290873807377052","0.78",,,"65.3638182132538","1"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.298398482823295","0.89",,,"48.1507131113055","0.94"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.2973384","0.86",,,"8.9","0.38"
"2001-1994","64","55","0.03","75","1","72.5","0.03","75","1","55.291324","0.03","0.2815562","0.7",,,"4.4","0.19"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.3007205","0.92",,,"1","0.09"
"2003-1996","56","58","0.05","75","1","75","1","75","1","57.606254","0.05","0.2589509","0.51",,,"9.8","0.44"
"2004-1997","0","75","1","75","1","75","1","75","1","75","1","0.2225101","0.19",,,"1.9","0.12"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2144856","0.14",,,"37.9","0.84"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.2856409","0.76",,,"31.4","0.81"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.283137","0.73","5.806451","0.27","62.9","0.97"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2407064","0.38","7.596774","0.73","41","0.91"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.1767986","0.03","2.274194","0.09","22","0.66"
"2010-2003","0","75","1","75","1","75","1","75","1","75","1","0.2509857","0.43","14.24194","0.91","39.4","0.88"
"2011-2004","53","58","0.08","75","1","75","1","75","1","58.474508","0.08","0.2163832","0.16","5.806451","0.27","16.9","0.53"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2515636","0.46","6.709678","0.55","8.3","0.25"
"2013-2006","11","72","0.11","75","1","75","1","75","1","71.591836","0.11","0.2928072","0.81","7.161289","0.64","25.1","0.72"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.3055621","0.95","16.46774","1","21.7","0.62"
"2015-2008","0","75","1","75","1","75","1","75","1","75","1","0.2052262","0.08","6.516128","0.45",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2612895","0.57","11.87097","0.82",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.22469","0.27","6.451612","0.36",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2761607","0.65",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.278564","0.68",,,,
