"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","MendereMariam","MendereMariam","MendereMariam","MendereMariam","MendereMariam","MendereMariam","MendereMariam","MendereMariam"
"Region","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem","Libo Kemkem"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","36","26","0.16","0","75","1","35.62","0"
"1984-1977","0","75","1","0","75","1","0","0"
"1985-1978","80","13","0.05","0","75","1","79.56","0"
"1986-1979","0","47","0.51","0","75","1","0","0"
"1987-1980","0","70","0.89","0","75","1","0","0"
"1988-1981","0","63","0.76","0","75","1","0","0"
"1989-1982","0","48","0.57","11","72","0.16","10.91","0"
"1990-1983","93","9","0.03","12","72","0.14","104.76","0"
"1991-1984","0","41","0.32","0","75","1","0","1"
"1992-1985","41","25","0.14","15","71","0.11","55.32","0"
"1993-1986","0","41","0.35","0","75","1","0","0"
"1994-1987","0","75","1","0","75","1","0","1"
"1995-1988","2","36","0.22","0","75","1","1.9","0"
"1996-1989","0","56","0.65","0","75","1","0","0"
"1997-1990","0","74","0.92","44","63","0.05","44.07","0"
"1998-1991","0","60","0.7","0","75","1","0","0"
"1999-1992","0","41","0.38","0","75","1","0","0"
"2000-1993","70","16","0.08","0","75","1","70.36","0"
"2001-1994","0","59","0.68","0","75","1","0","1"
"2002-1995","0","46","0.49","0","75","1","0","0"
"2003-1996","0","37","0.24","0","75","1","0","0"
"2004-1997","44","24","0.11","59","58","0.03","103.85","0"
"2005-1998","0","38","0.3","0","75","1","0","0"
"2006-1999","0","55","0.62","0","75","1","0","0"
"2007-2000","0","67","0.78","25","68","0.08","25.44","0"
"2008-2001","0","69","0.86","0","75","1","0","0"
"2009-2002","0","61","0.73","0","75","1","0","0"
"2010-2003","0","43","0.41","0","75","1","0","0"
"2011-2004","0","69","0.84","0","75","1","0","0"
"2012-2005","0","49","0.59","0","75","1","0","0"
"2013-2006","7","35","0.19","0","75","1","7.22","0"
"2014-2007","0","43","0.43","9","73","0.19","8.8","0"
"2015-2008","0","37","0.27","0","75","1","0","0"
"2016-2009","0","47","0.54","0","75","1","0","0"
"2017-2010","0","43","0.46","0","75","1","0","0"
"2018-2011","0","68","0.81","0","75","1","0","0"
"2019-2012","0","75","1","0","75","1","0","0"
