"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Esiret","Esiret","Esiret","Esiret","Esiret","Esiret","Esiret","Esiret"
"Region","Samre","Samre","Samre","Samre","Samre","Samre","Samre","Samre"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.59","40","51","0.11","39.86","0"
"1984-1977","0","21","0.38","50","48","0.08","49.73","0"
"1985-1978","85","6","0.08","0","75","1","84.53","0"
"1986-1979","0","50","0.92","0","75","1","0","0"
"1987-1980","0","43","0.86","15","58","0.19","15.05","0"
"1988-1981","0","26","0.46","0","75","1","0","0"
"1989-1982","0","35","0.76","0","63","0.24","0","0"
"1990-1983","17","10","0.24","27","55","0.16","43.26","0"
"1991-1984","0","42","0.84","0","75","1","0","1"
"1992-1985","54","8","0.14","32","53","0.14","85.46","0"
"1993-1986","0","34","0.7","0","75","1","0","0"
"1994-1987","0","35","0.73","0","75","1","0","1"
"1995-1988","32","9","0.19","0","71","0.38","31.54","0"
"1996-1989","0","68","1","0","75","1","0","0"
"1997-1990","0","39","0.81","0","75","1","0","0"
"1998-1991","0","27","0.51","0","75","1","0","0"
"1999-1992","0","25","0.43","0","75","1","0","1"
"2000-1993","0","27","0.54","0","75","1","0","0"
"2001-1994","0","29","0.57","0","63","0.27","0","0"
"2002-1995","100","5","0.05","70","42","0.05","170.39","0"
"2003-1996","0","31","0.65","0","67","0.3","0","0"
"2004-1997","27","9","0.22","0","68","0.35","26.57","1"
"2005-1998","0","30","0.62","0","75","1","0","0"
"2006-1999","0","32","0.68","0","68","0.32","0","0"
"2007-2000","63","7","0.11","0","75","1","63.36","0"
"2008-2001","0","23","0.41","0","75","1","0","0"
"2009-2002","0","16","0.32","14","59","0.22","13.92","0"
"2010-2003","0","55","0.97","0","75","1","0","0"
"2011-2004","0","27","0.49","0","75","1","0","0"
"2012-2005","0","13","0.27","0","75","1","0","0"
"2013-2006","36","9","0.16","0","75","1","36.08","0"
"2014-2007","100","3","0.03","0","75","1","100","0"
"2015-2008","0","15","0.3","73","41","0.03","73.39","0"
"2016-2009","0","44","0.89","0","75","1","0","0"
"2017-2010","0","21","0.35","0","75","1","0","0"
"2018-2011","0","38","0.78","0","75","1","0","0"
"2019-2012","0","55","0.95","0","75","1","0","0"
