"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.3","0.54","0.41","0.41","0.3","0.14","0.73",
"Abara","0.97","0.86","0.95","0.84","0.97","0.73","0.73",
"Abarwuha","1","0.76","1","0.19","1","0.73","0.82",
"Abaselima","0.89","0.86","0.89","0.68","0.89","0.73","0.73",
"Abina","0.35","0.51","0.7","0.59","0.35","0.11","0.73",
"AbrahaAtsbaha","0.62","0.54","0.78","0.73","0.62","0.86","0.82",
"Abrekuy","0.86","0.89","1","0.49","0.86","0.78","0.73",
"AdekeAla","0.65","0.84","0.57","0.7","0.65","0.59","0.82",
"Adekiney","0.68","0.46","0.68","0.54","0.68","0.68","0.82",
"AderSeg","0.3","0.41","0.51","0.43","0.3","0.22","0.73",
"Adibearj","0.78","0.81","0.68","0.51","0.78","0.89","0.73",
"AdiHa","0.86","0.89","0.57","0.62","0.86","0.27","0.82",
"AdiKisandid","0.62","0.19","0.84","0.84","0.62","0.54","0.82",
"Adisalem","0.78","0.86","1","0.81","0.78","0.81","0.91",
"AdisAlemS","0.65","0.84","0.54","0.59","0.65","0.46","0.82",
"AdisAlemW","0.62","0.32","0.51","0.46","0.62","0.86","0.82",
"Adiselam","0.62","1","0.62","0.51","0.62","0.7","0.73",
"Adishimbirkti","0.81","0.14","0.73","0.43","0.81","0.22","0.82",
"AdisKigni","0.49","0.19","0.38","0.57","0.49","0.92","0.82",
"Adiyikoro","0.57","0.3","0.38","0.22","0.57","0.3","0.73",
"Adizata","0.57","0.27","0.32","0.27","0.57","0.51","0.82",
"Adreb","0.76","0.7","0.7","0.62","0.76","0.89","0.82",
"AgazenMeda","0.84","0.76","1","0.38","0.84","0.7","0.82",
"Agazi","0.84","0.51","0.65","0.7","0.84","0.73","0.91",
"Agbe","0.86","0.81","0.38","0.49","0.86","0.76","0.82",
"Agela","0.51","0.43","0.3","0.19","0.51","0.19","0.73",
"Agid","0.35","0.43","0.35","0.19","0.35","0.05","1",
"AlemeTesfa","0.95","0.76","1","0.89","0.95",,"0.91",
"AmdiWeyane","0.65","0.81","0.51","0.57","0.65","0.62","0.82",
"Amedwuha","0.92","0.68","0.76","0.65","0.92","0.35","0.82",
"Ameno","0.41","0.27","0.38","0.24","0.41","0.51","0.73",
"Amisetya","0.46","0.32","0.62","0.57","0.46","0.59","0.82",
"Angot","1","0.73","1","0.3","1","0.89","0.73",
"Anigot","0.51","0.43","0.27","0.22","0.51","0.03","0.82",
"Ansheb","0.97","0.76","0.95","0.86","0.97","0.68","0.73",
"AquaShumoch","0.54","0.62","0.51","0.24","0.54","0.49","0.73",
"Aquha","0.54","0.27","0.57","0.68","0.54","0.59","0.73",
"Arena","0.86","0.68","0.59","0.51","0.86","0.78","0.82",
"Asmena","0.76","0.19","0.81","0.38","0.76","0.73","0.91",
"Asta","0.32","0.27","0.49","0.19","0.32","0.49","0.73",
"Atakilti","0.65","0.7","0.35","0.43","0.65","0.78","0.73",
"AwetBikalsi","0.86","0.92","0.51","0.73","0.86","0.32","0.82",
"AwusaMeda","0.95","0.89","1","0.84","0.95","0.81","0.91",
"Ayba","0.86","0.65","0.86","0.57","0.86","0.84","0.91",
"Aynalem","0.62","0.59","0.76","0.76","0.62","0.57","0.82",
"Bala","0.49","0.19","0.43","0.54","0.49","0.97","0.91",
"Balarab","0.46","0.32","0.7","0.46","0.46","0.14","0.82",
"Bamba","0.89","0.81","0.46","0.46","0.89","0.76","0.82",
