"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","30","0.51","59.00461","0.3","32.8","0.11","33","0.3","30.2268934880952","0.51","0.253638767602187","0.24",,,"21.9266329879751","0.53"
"1984-1977","82","7","0.08","61.18435","0.35","8.2","0.03","12","0.03","7.34012172222222","0.08","0.239944897651135","0.11",,,"-14.200286625572","0.03"
"1985-1978","13","16","0.22","64.40239","0.49","47.9","0.32","41","0.46","16.3392458055556","0.22","0.290808496023424","0.7",,,"31.9041569896866","0.81"
"1986-1979","0","30","0.46","66.41619","0.65","66.2457142857143","0.68","65","0.95","29.798422","0.46","0.369180870798787","0.97",,,"40.8816550703851","0.94"
"1987-1980","0","54","0.86","68.86775","0.76","75","1","58","0.86","53.8355308214286","0.86","0.289286954917751","0.65",,,"32.2652265793121","0.84"
"1988-1981","0","21","0.3","73.66813","0.89","65.1","0.65","54","0.78","21.461846","0.3","0.259903908059082","0.27",,,"23.8578057684767","0.62"
"1989-1982","0","58","0.92","63.58607","0.46","70.4762698412698","0.78","64","0.92","57.683489","0.92","0.302243736080113","0.84",,,"15.1612922363745","0.38"
"1990-1983","1","18","0.24","58.29063","0.24","42.5","0.19","33","0.3","17.909311","0.24","0.29405689635535","0.76",,,"4.89836594414653","0.16"
"1991-1984","0","41","0.68","72.9862","0.84","68.1","0.73","46","0.51","40.84571","0.68","0.265753156914334","0.3",,,"28.3753509436596","0.78"
"1992-1985","100","0","0.03","50.4208","0.05","14.1","0.05","25","0.16","0","0.03","0.280426253940001","0.43",,,"33.2132632204104","0.88"
"1993-1986","0","35","0.62","66.94276","0.7","70.4","0.76","35","0.35","35.2149374444444","0.62","0.294751876976226","0.78",,,"5.6624197967382","0.22"
"1994-1987","0","50","0.84","66.87444","0.68","66.7","0.7","52","0.73","50","0.84","0.285090892316074","0.51",,,"8.8185462118737","0.28"
"1995-1988","23","15","0.19","57.85676","0.16","29.4","0.08","17","0.05","15.070639","0.19","0.286975706134617","0.57",,,"28.2827669254902","0.75"
