"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","1","1","0.69"
"Abara","1","1","1","1","1","0.92","0.73","0.59"
"Abarwuha","1","1","1","0.08","1","0.57","0.73","0.75"
"Abaselima","1","1","1","1","1","0.89","0.82","0.59"
"Abina","0.38","1","1","1","0.38","1","1","0.69"
"AbrahaAtsbaha","0.7","1","1","1","0.7","1","1","0.69"
"Abrekuy","1","1","1","1","1","0.76","0.91","0.59"
"AdekeAla","0.41","1","1","1","0.41","0.95","0.82","0.44"
"Adekiney","0.65","1","1","1","0.65","1","1","0.56"
"AderSeg","1","1","1","1","1","0.97","1","0.69"
"Adibearj","1","1","1","1","1","0.97","1","0.53"
"AdiHa","0.43","1","1","1","0.43","1","1","0.38"
"AdiKisandid","0.46","1","1","1","0.46","0.97","1","0.69"
"Adisalem","0.38","1","1","0.11","0.38","1","0.73","0.62"
"AdisAlemS","0.41","1","1","1","0.41","0.95","0.91","0.44"
"AdisAlemW","1","1","1","1","1","0.97","1","0.75"
"Adiselam","1","1","1","1","1","1","1","0.62"
"Adishimbirkti","0.51","1","0.27","0.35","0.51","1","1","0.53"
"AdisKigni","0.14","0.05","0.14","0.05","0.14","0.97","1","0.66"
"Adiyikoro","1","1","1","1","1","0.92","1","0.75"
"Adizata","1","1","1","1","1","0.97","1","0.75"
"Adreb","1","1","1","1","1","0.95","1","0.62"
"AgazenMeda","1","1","1","0.03","1","0.51","0.73","0.75"
"Agazi","0.62","1","1","0.49","0.62","0.92","1","0.66"
"Agbe","0.38","1","1","1","0.38","1","1","0.38"
"Agela","1","1","1","1","1","0.57","1","0.62"
"Agid","1","1","1","1","1","0.22","1","0.81"
"AlemeTesfa","0.24","1","1","0.05","0.24",,"0.82","0.62"
"AmdiWeyane","0.41","1","1","1","0.41","0.95","0.91","0.44"
"Amedwuha","0.19","1","1","1","0.19","0.97","1","0.28"
"Ameno","0.22","1","1","1","0.22","0.73","1","0.62"
"Amisetya","0.51","1","1","0.16","0.51","0.97","1","0.75"
"Angot","1","1","1","1","1","0.46","0.73","0.75"
"Anigot","1","1","1","1","1","0.32","1","0.62"
"Ansheb","1","1","1","1","1","1","0.73","0.69"
"AquaShumoch","1","1","1","1","1","0.3","1","0.19"
"Aquha","0.49","1","1","0.16","0.49","1","0.82","0.75"
"Arena","1","1","1","1","1","0.97","1","0.56"
"Asmena","0.7","0.08","0.46","0.49","0.7","1","1","0.66"
"Asta","1","1","1","1","1","0.49","1","0.62"
"Atakilti","1","1","1","1","1","1","1","0.84"
"AwetBikalsi","0.43","1","1","1","0.43","0.86","1","0.38"
"AwusaMeda","0.24","1","1","0.22","0.24","0.92","0.73","0.62"
"Ayba","0.11","1","0.22","0.41","0.11","1","1","0.38"
"Aynalem","0.7","1","1","1","0.7","1","0.82","0.69"
"Bala","0.14","0.05","0.08","0.05","0.14","1","1","0.66"
"Balarab","0.51","1","1","1","0.51","0.92","1","0.75"
