"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Derit","Derit","Derit","Derit","Derit","Derit","Derit","Derit"
"Region","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie","Goncha Siso Enesie"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","45","15","0.14","42","54","0.14","87.32","0"
"1984-1977","0","69","0.97","29","60","0.16","29.17","0"
"1985-1978","0","27","0.38","5","71","0.22","4.57","0"
"1986-1979","0","47","0.68","0","75","1","0","0"
"1987-1980","0","23","0.24","43","54","0.11","42.79","0"
"1988-1981","0","24","0.3","0","75","1","0","0"
"1989-1982","59","12","0.11","0","75","1","59.22","0"
"1990-1983","0","31","0.46","0","75","1","0","0"
"1991-1984","0","50","0.78","0","75","1","0","1"
"1992-1985","0","30","0.41","84","36","0.03","83.93","0"
"1993-1986","0","37","0.54","52","50","0.08","52.27","0"
"1994-1987","0","50","0.78","0","75","1","0","0"
"1995-1988","0","30","0.43","0","75","1","0","0"
"1996-1989","0","50","0.78","0","75","1","0","0"
"1997-1990","0","69","0.95","0","75","1","0","0"
"1998-1991","0","60","0.86","0","75","1","0","0"
"1999-1992","0","50","0.78","0","75","1","0","0"
"2000-1993","3","22","0.22","0","75","1","3.38","1"
"2001-1994","63","12","0.08","0","75","1","63.27","0"
"2002-1995","0","42","0.65","1","73","0.24","1.03","0"
"2003-1996","14","20","0.19","0","75","1","14.14","0"
"2004-1997","0","25","0.35","52","50","0.08","52.27","1"
"2005-1998","0","25","0.32","0","75","1","0","0"
"2006-1999","100","2","0.05","0","75","1","100","0"
"2007-2000","0","41","0.59","0","75","1","0","0"
"2008-2001","0","56","0.81","0","75","1","0","0"
"2009-2002","0","42","0.62","0","75","1","0","1"
"2010-2003","0","23","0.27","0","75","1","0","0"
"2011-2004","0","61","0.89","12","68","0.19","11.52","1"
"2012-2005","41","16","0.16","0","75","1","40.59","0"
"2013-2006","0","33","0.51","0","75","1","0","0"
"2014-2007","0","31","0.49","0","75","1","0","0"
"2015-2008","0","40","0.57","0","75","1","0","0"
"2016-2009","0","57","0.84","0","75","1","0","0"
"2017-2010","100","2","0.03","0","75","1","100","0"
"2018-2011","0","61","0.92","0","75","1","0","0"
"2019-2012","0","75","1","0","75","1","0","0"
