"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.78","1","1","1","0.78","0.92","0.64","0.91"
"Abara","0.57","0.92","0.59","0.86","0.57","0.22","0.45","0.97"
"Abarwuha","0.95","1","1","0.51","0.95","0.62","0.55","0.91"
"Abaselima","0.65","0.92","0.68","0.89","0.65","0.49","0.55","0.97"
"Abina","0.81","1","1","1","0.81","0.81","0.55","0.91"
"AbrahaAtsbaha","0.35","0.57","0.81","0.62","0.35","0.35","0.18","0.84"
"Abrekuy","0.92","0.92","0.65","0.84","0.92","0.38","0.55","0.97"
"AdekeAla","0.49","0.57","0.59","0.62","0.49","0.73","0.27","0.94"
"Adekiney","0.24","0.49","0.62","0.73","0.24","0.11","0.18","0.84"
"AderSeg","0.78","1","1","1","0.78","0.84","0.64","0.91"
"Adibearj","0.38","0.68","0.86","1","0.38","0.38","0.36","0.84"
"AdiHa","0.08","0.78","1","0.68","0.08","0.24","0.27","0.88"
"AdiKisandid","0.38","0.62","0.76","0.62","0.38","0.49","0.09","0.84"
"Adisalem","0.81","0.92","0.86","0.89","0.81","0.35","0.45","0.88"
"AdisAlemS","0.49","0.57","0.62","0.54","0.49","0.35","0.27","0.94"
"AdisAlemW","0.41","0.7","0.86","0.84","0.41","0.08","0.36","0.91"
"Adiselam","0.54","1","1","0.65","0.54","0.81","0.36","0.81"
"Adishimbirkti","0.68","0.84","0.38","0.84","0.68","0.08","0.27","0.91"
"AdisKigni","0.73","0.76","0.49","0.86","0.73","0.03","0.27","0.91"
"Adiyikoro","0.19","0.49","0.86","0.78","0.19","0.73","0.55","0.91"
"Adizata","0.19","0.57","0.86","0.76","0.19","0.76","0.45","0.91"
"Adreb","0.38","1","1","0.73","0.38","0.46","0.36","0.81"
"AgazenMeda","0.86","1","0.81","0.49","0.86","0.81","0.55","0.91"
"Agazi","0.38","0.73","0.78","0.54","0.38","0.16","0.09","0.91"
"Agbe","0.3","0.78","1","0.86","0.3","0.84","0.18","0.88"
"Agela","1","1","1","1","1","0.86","0.64","0.88"
"Agid","0.68","1","1","1","0.68","0.7","0.82","0.88"
"AlemeTesfa","0.73","0.92","0.78","0.81","0.73",,"0.55","0.88"
"AmdiWeyane","0.49","0.78","0.7","0.68","0.49","0.68","0.18","0.94"
"Amedwuha","0.76","0.49","0.41","0.7","0.76","0.08","0.27","0.84"
"Ameno","0.78","1","1","1","0.78","1","0.55","0.88"
"Amisetya","0.92","0.92","1","0.76","0.92","0.78","0.64","0.97"
"Angot","0.95","1","1","0.89","0.95","0.86","0.45","0.91"
"Anigot","1","1","1","1","1","0.97","0.64","0.88"
"Ansheb","0.76","0.92","0.59","0.73","0.76","0.16","0.45","0.91"
"AquaShumoch","0.84","1","1","1","0.84","0.89","0.55","0.88"
"Aquha","0.84","0.89","0.92","0.51","0.84","0.57","0.64","0.97"
"Arena","0.51","0.49","0.84","0.81","0.51","0.59","0.27","0.88"
"Asmena","0.27","0.73","0.76","0.68","0.27","0.59","0.09","0.91"
"Asta","0.84","1","1","0.35","0.84","1","0.64","0.88"
"Atakilti","0.49","0.76","1","0.68","0.49","0.27","0.18","0.91"
"AwetBikalsi","0.08","0.57","0.89","0.62","0.08","0.49","0.27","0.88"
"AwusaMeda","0.73","0.92","0.86","0.86","0.73","0.46","0.45","0.88"
"Ayba","0.57","0.46","0.08","0.62","0.57","0.46","0.27","0.94"
"Aynalem","0.35","0.68","0.73","0.51","0.35","0.32","0.18","0.84"
"Bala","0.73","0.76","0.49","0.86","0.73","0.05","0.18","0.91"
"Balarab","0.92","0.89","1","0.84","0.92","0.57","0.55","0.97"
"Bamba","0.46","0.84","1","0.81","0.46","0.68","0.27","0.94"
"BarkaAdiswha","0.38","0.7","0.3","0.16","0.38","0.19","0.09","0.84"
"Begasheka","0.49","1","1","0.81","0.49","0.7","0.18","0.91"
"Berlay","0.81","0.92","1","0.89","0.81","0.51","0.55","0.88"
"Betgebez","0.16","0.51","0.59","0.62","0.16","0.38","0.36","0.91"
"Bethans","0.32","0.46","0.89","0.73","0.32","0.73","0.36","0.88"
"BilbWuha","0.95","1","1","1","0.95","0.92","0.64","0.81"
"Birkutea","0.86","1","1","1","0.86","0.97","0.55","0.88"
"Boneya","0.65","0.92","0.59","0.84","0.65","0.49","0.55","0.97"
