"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Fala","0.59","0.05","0.57","0.65","0.59","0.7",,"0.66"
"Felegehiwot","0.08","0.05","0.24","0.32","0.08","0.51",,"0.59"
"FelegeWayane","0.22","0.22","0.73","0.89","0.22","0.81",,"0.44"
"FikreAlem","0.89","0.51","0.32","0.7","0.89","0.46",,"0.75"
"Filatako","0.11","0.59","0.14","0.59","0.11","0.27",,"0.19"
"Gebsit","0.27","0.24","0.35","0.24","0.27","0.62",,"0.72"
"Gedayasu","0.27","0.24","0.35","0.24","0.27","0.51",,"0.62"
"GelaMatebiya","0.38","0.08","0.46","0.76","0.38","0.35",,"0.66"
"Gendebta","0.11","0.05","0.57","0.81","0.11","0.3",,"0.38"
"Geneti","0.59","0.08","0.19","0.38","0.59","0.73",,"0.97"
"Genfel","0.22","0.05","0.68","0.86","0.22","0.57",,"0.44"
"Gera","0.62","0.3","0.76","0.7","0.62","0.78",,"0.88"
"Gerjale","0.57","0.08","0.35","0.49","0.57","0.46",,"1"
"GetskiMilesiley","0.84","0.54","0.78","0.78","0.84","0.68",,"0.09"
"Gijet","0.46","0.35","0.81","0.89","0.46","0.81",,"0.09"
"Ginaza","0.7","0.54","1","1","0.7","0.7",,"0.66"
"Golgolemalee","0.22","0.22","0.7","0.89","0.22","0.59",,"0.44"
"Goshedur","0.08","0.05","0.19","0.35","0.08","0.38",,"0.59"
"Goza","0.89","0.27","1","1","0.89","0.81",,"0.75"
"Grwre","0.38","0.24","0.73","0.68","0.38","0.54",,"0.88"
"GuemseAgamet","0.38","0.05","0.57","0.89","0.38","0.62",,"0.09"
"Guroro","0.84","1","1","1","0.84","0.7",,"0.34"
"Guya","0.81","1","1","1","0.81","0.92",,"0.34"
"Habees","0.24","0.19","0.76","0.95","0.24","0.41",,"0.44"
"Hadashtekli","0.27","0.35","0.76","0.73","0.27","0.81",,"0.09"
"HadeAlga","0.65","0.08","0.54","0.78","0.65","0.7",,"0.91"
"HadnetK","0.22","0.05","0.68","0.89","0.22","0.57",,"0.38"
"HadnetS","0.35","0.05","0.62","0.97","0.35","0.57",,"0.09"
"HadushAdi","0.35","0.16","0.62","0.84","0.35","0.7",,"0.09"
"HadushHiwet","0.57","0.16","0.49","0.84","0.57","0.57",,"0.09"
"HagereGenet","0.35","0.05","0.65","0.57","0.35","0.41",,"0.59"
"HagereSelamE","0.24","0.24","0.76","0.54","0.24","0.41",,"0.59"
"HagereSelamW","0.84","0.11","0.22","0.73","0.84","0.76",,"0.28"
"Hangoda","0.35","0.05","0.62","0.97","0.35","0.57",,"0.09"
"Hareko","1","0.32","0.59","0.73","1","0.46",,"0.53"
"Hawelti","0.59","0.08","0.27","0.59","0.59","0.76",,"0.97"
"Hayelom","0.24","0.05","0.38","0.81","0.24","0.73",,"0.03"
"Hintsa","0.97","0.84","0.78","0.81","0.97","0.46",,"0.19"
"HintsaWaza","0.97","0.84","0.7","0.86","0.97","0.46",,"0.19"
"HizbaTeklehymanot","0.51","0.05","0.3","0.57","0.51","0.51",,"0.97"
"ImbaRufael","0.62","0.32","0.73","0.68","0.62","0.73",,"0.88"
"Jijqe","0.65","0.65","1","0.68","0.65","0.86",,"0.34"
"JimanDeregeha","0.24","0.59","0.65","1","0.24","0.62",,"0.66"
"Jira","0.89","1","1","1","0.89","0.7",,"0.81"
"kabe","1","0.51","1","1","1","0.81",,"0.66"
"Karima","0.24","0.05","0.24","0.11","0.24","0.59",,"0.62"
"Keregna","0.7","0.54","1","1","0.7","0.84",,"0.66"
"Kihen","0.08","0.05","0.76","0.89","0.08","0.54",,"0.38"
"Kita","0.19","0.03","0.35","0.86","0.19","0.38",,"0.72"
"Korme","0.57","0.08","0.62","0.73","0.57","0.27",,"1"
"Ksadacki","0.81","0.3","1","1","0.81","0.68",,"0.84"
"Kudo","0.3","0.11","0.59","0.86","0.3","0.54",,"0.38"
"Kuluferha","1","0.54","0.65","1","1","0.84",,"0.62"
"KuluGizeLemlem","0.54","0.08","0.35","0.49","0.54","0.54",,"0.75"
"LaelayDayu","0.57","0.08","0.35","0.49","0.57","0.54",,"0.75"
"Laelayhahaile","0.3","0.11","0.54","0.86","0.3","0.7",,"0.38"
"LaelayMegariaTsemri","0.19","0.03","0.46","0.81","0.19","0.27",,"0.31"
"Lalaylogomti","0.27","0.05","0.62","0.7","0.27","0.57",,"0.38"
"Ledy","0.08","0.24","0.54","0.65","0.08","0.19",,"0.72"
"Lemlem","0.86","0.22","0.78","0.73","0.86","0.73",,"0.81"
"LemlemArena","0.95","0.62","0.62","0.78","0.95","0.22",,"0.53"
"Libo ","0.35","0.62","0.68","0.59","0.35","0.84",,"0.62"
"Limaat","0.54","0.08","0.41","0.57","0.54","0.89",,"0.75"
"Limat","0.62","0.73","0.76","0.68","0.62","0.65",,"0.34"
"Lul","0.32","0.19","0.73","0.43","0.32","0.57",,"0.62"
"LusinaAbegeldi","0.38","0.16","0.43","0.76","0.38","0.3",,"0.66"
"Maekelawi","0.32","0.03","0.68","0.84","0.32","0.65",,"0.38"
"MaekelSegli","0.92","0.46","0.78","0.92","0.92","0.84",,"0.38"
"MahbereWeyni","0.22","0.05","0.78","0.92","0.22","0.54",,"0.38"
"MariamShewito","0.11","0.05","0.54","0.76","0.11","0.54",,"1"
"Martadios","0.35","0.59","0.65","1","0.35","0.92",,"0.62"
"MayChekemte","0.19","0.05","0.7","0.86","0.19","0.76",,"0.38"
"MayNebri","0.35","0.05","0.54","0.84","0.35","0.22",,"0.19"
"Maysuru","0.24","0.03","0.41","0.86","0.24","0.68",,"0.31"
"MayTeklia","0.97","0.86","0.78","0.81","0.97","0.51",,"0.19"
"Mearey","0.86","0.65","0.78","0.76","0.86","0.19",,"0.81"
"Mechare","0.57","0.08","0.24","0.62","0.57","0.62",,"0.41"
"Mechena","0.38","0.54","0.65","1","0.38","0.89",,"0.66"
"MehalGoncha","0.08","0.14","0.3","0.43","0.08","0.51",,"0.19"
"Mekan ","0.57","0.08","0.43","0.68","0.57","0.35",,"1"
"MekaneGenet","0.05","0.05","0.35","0.32","0.05","0.78",,"0.56"
"Melabesh","0.16","0.22","0.27","0.08","0.16","0.46",,"0.59"
"MendereMariam","0.57","0.14","1","1","0.57","0.78",,"0.62"
"Menegobena","0.16","0.05","0.59","0.49","0.16","0.14",,"0.72"
"Menji","0.89","1","0.76","1","0.89","0.62",,"0.34"
"Mergech","0.11","0.05","0.62","0.49","0.11","0.19",,"0.72"
"Mesanu","0.27","0.05","0.62","0.84","0.27","0.54",,"0.38"
"Mesehle","1","0.43","0.62","1","1","0.84",,"0.62"
"Meswaeti ","0.57","0.05","0.27","0.38","0.57","0.49",,"1"
"Metkel","0.97","0.84","0.65","0.92","0.97","0.7",,"0.28"
"MetkelLemat","0.92","0.86","0.76","0.84","0.92","0.19",,"0.81"
"Mezbr","0.08","0.05","0.62","0.86","0.08","0.43",,"0.31"
"MichelDebre","0.57","0.27","1","1","0.57","0.76",,"0.62"
"Miraf","0.19","0.24","0.38","0.46","0.19","0.19",,"0.72"
"Misema","1","1","1","1","1","0.57",,"0.53"
"Mitad","0.78","0.59","1","1","0.78","0.76",,"0.66"
"MitinaYimach","0.14","0.24","0.32","0.22","0.14","0.7",,"0.56"
"Mozen","0.16","0.05","0.38","0.49","0.16","0.14",,"0.72"
"Mozutey","0.24","0.14","0.46","0.89","0.24","0.08",,"0.19"
"Mtsaiwerki","0.81","1","1","1","0.81","0.89",,"0.34"
"Nagash","0.27","0.05","0.62","0.95","0.27","0.41",,"0.44"
"Nebarhadinet","0.86","0.68","0.86","0.89","0.86","0.24",,"0.81"
"Nefasit","1","0.62","0.76","1","1","0.86",,"0.62"
"Negedebrhan","0.51","0.24","0.73","0.68","0.51","0.54",,"0.88"
"Niquara","0.38","0.24","0.38","0.78","0.38","0.43",,"0.72"
"Qoraro","0.22","0.05","0.49","0.81","0.22","0.54",,"0.03"
"RubaFelege","0.22","0.22","0.76","0.89","0.22","0.62",,"0.44"
"Santa gelebeda","0.49","0.05","0.7","0.89","0.49","0.7",,"0.22"
"SaratYerawoch","0.08","0.05","0.35","0.38","0.08","0.7",,"0.56"
"Sefo","0.3","0.11","0.49","0.86","0.3","0.7",,"0.38"
"Segena","0.08","0.05","0.32","0.68","0.08","0.65",,"0.56"
"Seka","0.81","0.08","1","1","0.81","0.51",,"0.84"
"Selamaya","0.27","0.7","0.62","1","0.27","0.35",,"0.66"
"SelamBekalsi","0.54","0.08","0.41","0.57","0.54","0.84",,"0.75"
"Selamber","0.14","0.22",,"0.05","0.14","0.35",,"0.59"
"SelamgieAmbarie","0.08","0.14","0.35","0.65","0.08","0.54",,"0.19"
"SelamH","0.32","0.05","0.43","0.86","0.32","0.08",,"0.03"
"SelamW","0.62","0.22","0.81","0.92","0.62","0.54",,"1"
"Selelkula","0.19","0.24","0.57","0.49","0.19","0.19",,"0.72"
"SelenWuha","0.54","0.08","0.62","0.76","0.54","0.7",,"0.75"
"Seloda","0.38","0.14","0.62","0.86","0.38","0.32",,"1"
"Sendada","0.38","0.16","0.65","0.89","0.38","0.59",,"0.44"
"Serawudi","0.38","0.54","0.76","1","0.38","0.7",,"0.62"
"Seret","0.41","0.05","0.38","0.49","0.41","0.35",,"0.53"
"Sero","0.24","0.05","0.51","0.84","0.24","0.51",,"0.31"
"Shamo","0.7","0.54","1","1","0.7","0.65",,"0.62"
"ShehochTehara","0.73","0.54","0.68","1","0.73","0.76",,"0.62"
"Shekatekli","0.27","0.35","0.7","0.76","0.27","0.54",,"0.09"
"Shunge","0.27","0.73","0.62","1","0.27","0.38",,"0.66"
"Simret","0.32","0.03","0.51","0.89","0.32","0.51",,"0.62"
"SimretS","0.57","0.08","0.24","0.19","0.57","0.16",,"1"
"SimretT","0.92","0.51","1","0.7","0.92","0.86",,"0.88"
"Sinkata","0.38","0.05","0.57","0.89","0.38","0.62",,"0.09"
"Siye","0.81","0.22","0.76","0.65","0.81","0.62",,"0.88"
"Smret","0.65","1","0.78","1","0.65","0.84",,"0.34"
"Sorya","0.59","0.05","0.51","0.51","0.59","0.38",,"0.66"
"Suha","0.11","0.05","0.68","0.65","0.11","0.46",,"0.72"
"Tahtayhaya","0.62","0.08","0.27","0.38","0.62","0.76",,"1"
"TahtayDaeroka","0.22","0.08","0.54","0.89","0.22","0.46",,"0.38"
"TahtayLegomti","0.27","0.16","0.81","1","0.27","0.68",,"1"
"TahtayMegariaTsebri","0.19","0.03","0.46","0.81","0.19","0.32",,"0.31"
"Tao","0.57","0.08","0.35","0.49","0.57","0.59",,"1"
"TaraGedam","0.78","0.62","1","1","0.78","0.86",,"0.66"
"TaraSenba","0.51","0.59","0.46","1","0.51","0.59",,"0.66"
"Tekea","0.49","0.05","0.16","0.43","0.49","0.35",,"0.91"
"Tekleweyni","0.81","0.14","0.73","0.65","0.81","0.41",,"0.88"
"Tetatiro","0.35","0.24","0.35","0.62","0.35","0.11",,"0.81"
"Tibaga","0.7","0.54","1","1","0.7","0.97",,"0.66"
"Tigage","0.24","0.03","0.49","0.92","0.24","0.54",,"0.72"
"Tsae","0.27","0.05","0.81","0.89","0.27","0.59",,"0.22"
"Tsetsera","0.59","0.05","0.65","0.7","0.59","0.16",,"0.66"
"Tseykeme","0.65","0.68","0.76","0.7","0.65","0.81",,"0.88"
"Tsigea","0.59","0.08","0.19","0.38","0.59","0.73",,"0.97"
"Ulaga","0.54","0.08","0.65","0.76","0.54","0.62",,"0.75"
"Wargba","0.59","0.08","0.51","0.68","0.59","0.68",,"0.97"
"Wariba","0.14","0.59","0.65","1","0.14","0.59",,"0.75"
"Wedikeshi","0.38","0.14","0.65","0.86","0.38","0.54",,"1"
"Werabaye","0.62","0.08","0.27","0.54","0.62","0.43",,"1"
"Werkamba","0.73","0.62","0.76","0.92","0.73","0.68",,"0.38"
"Wobo","0.35","0.24","0.35","0.65","0.35","0.27",,"0.81"
"Wonberoch","0.51","0.62","0.49","1","0.51","0.59",,"0.66"
"Wondye","0.08","0.05","0.3","0.38","0.08","0.65",,"0.56"
"Worego","0.19","0.24","0.35","0.38","0.19","0.24",,"0.72"
"WorgajaWagi","0.43","0.27","0.65","1","0.43","0.62",,"0.88"
"WoryaMeskel","0.24","0.22","0.32","0.22","0.24","0.59",,"0.62"
"Woyenti","0.11","0.05","0.51","0.78","0.11","0.59",,"0.38"
"Woynye","0.19","0.19","0.38","0.24","0.19","0.24",,"0.72"
"WuhdetG","0.32","0.05","0.27","0.68","0.32","0.54",,"0.62"
"WuhdetK","0.41","0.05","0.76","0.92","0.41","0.68",,"0.22"
"WushaTires","0.7","0.54","1","1","0.7","0.84",,"0.66"
"Yedwuha","0.24","0.05","0.27","0.14","0.24","0.46",,"0.72"
"Yeju","0.22","0.05","0.38","0.86","0.22","0.35",,"0.81"
"Yetefet","0.05","0.05","0.35","0.32","0.05","0.62",,"0.59"
"YifagAkababi","0.7","0.54","1","1","0.7","0.89",,"0.66"
"Yitihana","0.08","0.19","0.22","0.32","0.08","0.49",,"0.72"
"Zata","0.54","0.05","0.32","0.46","0.54","0.43",,"1"
"Ziha","0.38","0.54","0.7","1","0.38","0.81",,"0.62"
"ZihonHuha","0.11","0.19","0.27","0.05","0.11","0.43",,"0.59"
"ZobarYikuanda","0.24","0.22","0.49","0.32","0.24","0.49",,"0.62"
"Zongi","0.62","0.22","0.81","0.92","0.62","0.54",,"1"
