"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","60","13","0.11","75","1","33.5","0.05","33","0.3","12.5839838722222","0.11","0.225089330571081","0.27",,,"31.0541681090513","0.22"
"1984-1977","0","68","0.97","69.7251","0.46","72","0.73","73","0.95","67.82746","0.97","0.322932421578527","0.95",,,"26.7217031101621","0.16"
"1985-1978","0","26","0.32","71.33662","0.59","25","0.03","19","0.05","26.4136233055556","0.32","0.245538438508261","0.49",,,"78.3083984968987","0.78"
"1986-1979","0","50","0.81","71.33662","0.59","75","1","75","1","50","0.81","0.263551088685738","0.65",,,"62.4527652517656","0.56"
"1987-1980","0","24","0.24","68.75474","0.32","75","1","57","0.7","24.1318223444444","0.24","0.285504054922871","0.81",,,"130.132824043905","1"
"1988-1981","9","22","0.19","71.76442","0.7","55.5","0.3","52","0.65","22.351389","0.19","0.236481691375452","0.41",,,"52.2685873456655","0.44"
"1989-1982","100","2","0.03","67.20593","0.14","51.3","0.24","42","0.43","1.95570100555556","0.03","0.243942122431215","0.46",,,"27.1790627346972","0.19"
"1990-1983","0","31","0.43","68.10104","0.3","55.7","0.32","42","0.43","30.518083","0.43","0.229936982979562","0.35",,,"40.3854804183531","0.38"
"1991-1984","0","25","0.3","71.33662","0.59","62.9","0.41","70","0.92","25","0.3","0.23000417764573","0.38",,,"78.6750817048226","0.81"
"1992-1985","0","30","0.41","68.10104","0.3","35.3","0.08","25","0.11","30.377884","0.41","0.22613110834113","0.3",,,"39.0238930309672","0.34"
"1993-1986","0","37","0.65","69.38461","0.43","65.5","0.46","26","0.14","36.6212781111111","0.65","0.172798805981241","0.11",,,"74.5377468205101","0.69"
"1994-1987","0","34","0.54","68.10104","0.3","74.1","0.78","64","0.76","34","0.54","0.229466464049719","0.32",,,"32.0474005681817","0.25"
"1995-1988","0","31","0.46","68.10104","0.3","68.6","0.59","32","0.24","31.04955","0.46","0.252066322193164","0.54",,,"69.9102520058443","0.62"
