"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.7","0.16","0.14","0.57","0.7","0.46","0.18","0.59"
"Abara","0.03","0.03","0.03","0.3","0.03","0.08","0.18","0.38"
"Abarwuha","0.57","0.05","0.41","0.78","0.57","1","0.18","0.53"
"Abaselima","0.46","0.03","0.05","0.08","0.46","0.16","0.18","0.38"
"Abina","0.11","0.05","0.05","0.16","0.11","0.22","0.18","0.59"
"AbrahaAtsbaha","0.49","0.08","0.14","0.24","0.49","0.57","0.55","0.47"
"Abrekuy","0.3","0.05","0.16","0.16","0.3","0.27","0.18","0.38"
"AdekeAla","0.14","0.08","0.05","0.24","0.14","0.76","0.55","0.34"
"Adekiney","0.24","0.08","0.14","0.16","0.24","0.86","0.73","0.41"
"AderSeg","0.7","0.19","0.14","0.54","0.7","0.3","0.18","0.59"
"Adibearj","0.65","0.38","0.24","0.46","0.65","0.76","0.91","0.5"
"AdiHa","0.49","0.38","0.05","0.11","0.49","0.54","0.64","0.38"
"AdiKisandid","0.46","0.05","0.41","0.32","0.46","0.46","0.45","0.47"
"Adisalem","0.11","0.03","0.03","0.08","0.11","0.05","0.18","0.66"
"AdisAlemS","0.14","0.08","0.14","0.24","0.14","0.86","0.55","0.34"
"AdisAlemW","0.16","0.05","0.24","0.59","0.16","0.16","0.64","0.34"
"Adiselam","0.59","0.54","0.32","0.41","0.59","1","1","0.47"
"Adishimbirkti","0.43","0.14","0.14","0.14","0.43","0.16","0.18","0.44"
"AdisKigni","0.49","0.19","0.14","0.57","0.49","0.35","0.18","0.81"
"Adiyikoro","0.19","0.11","0.14","0.65","0.19","0.86","0.82","0.34"
"Adizata","0.19","0.11","0.16","0.62","0.19","0.68","0.73","0.34"
"Adreb","0.24","0.3","0.3","0.49","0.24","0.86","0.91","0.47"
"AgazenMeda","0.46","0.05","0.38","0.65","0.46","0.59","0.18","0.53"
"Agazi","0.3","0.14","0.14","0.27","0.3","0.54","0.55","0.44"
"Agbe","0.03","0.16","0.24","0.38","0.03","0.73","0.73","0.38"
