"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.03",,"0.09"
"Abara","0.3","1","1","1","0.3","0.05",,"0.06"
"Abarwuha","1","1","1","1","1","0.11",,"0.09"
"Abaselima","0.24","1","1","1","0.24","0.11",,"0.06"
"Abina","1","1","1","1","1","0.03",,"0.09"
"AbrahaAtsbaha","0.05","1","0.05","0.05","0.05","0.05",,"0.12"
"Abrekuy","0.22","1","1","1","0.22","0.19",,"0.06"
"AdekeAla","0.08","1","1","0.14","0.08","0.05",,"0.09"
"Adekiney","0.08","1","0.05","0.08","0.08","0.05",,"0.19"
"AderSeg","1","1","1","1","1","0.03",,"0.09"
"Adibearj","0.11","1","1","1","0.11","0.05",,"0.09"
"AdiHa","0.27","1","1","1","0.27","0.03",,"0.12"
"AdiKisandid","0.08","1","0.19","0.08","0.08","0.14",,"0.12"
"Adisalem","1","1","1","1","1","0.16",,"0.06"
"AdisAlemS","0.08","1","1","0.11","0.08","0.08",,"0.09"
"AdisAlemW","0.38","1","0.08","0.11","0.38","0.19",,"0.09"
"Adiselam","1","1","1","1","1","0.03",,"0.19"
"Adishimbirkti","1","1","1","0.24","1","0.49",,"0.09"
"AdisKigni","0.73","1","0.41","0.35","0.73","0.46",,"0.03"
"Adiyikoro","0.3","1","0.11","0.11","0.3","0.14",,"0.09"
"Adizata","0.3","1","1","0.16","0.3","0.05",,"0.09"
"Adreb","1","1","1","1","1","0.03",,"0.19"
"AgazenMeda","1","1","1","1","1","0.14",,"0.09"
"Agazi","0.05","1","0.05","0.03","0.05","0.11",,"0.16"
"Agbe","0.14","1","1","1","0.14","0.03",,"0.12"
"Agela","1","1","1","1","1","0.08",,"0.09"
"Agid","1","1","1","1","1","0.3",,"0.06"
"AlemeTesfa","0.38","1","1","0.54","0.38","0.2",,"0.06"
"AmdiWeyane","0.08","1","1","0.11","0.08","0.22",,"0.09"
"Amedwuha","0.16","1","1","0.24","0.16","0.38",,"0.09"
"Ameno","1","1","1","1","1","0.35",,"0.09"
"Amisetya","0.3","1","1","1","0.3","0.08",,"0.06"
"Angot","1","1","1","1","1","0.3",,"0.09"
"Anigot","1","1","1","1","1","0.16",,"0.09"
"Ansheb","0.3","1","1","1","0.3","0.08",,"0.03"
"AquaShumoch","1","1","1","1","1","0.73",,"0.06"
"Aquha","0.35","1","1","1","0.35","0.16",,"0.06"
"Arena","0.16","1","0.08","0.11","0.16","0.05",,"0.16"
"Asmena","0.19","1","0.03","0.11","0.19","0.14",,"0.16"
"Asta","1","1","1","1","1","0.62",,"0.09"
"Atakilti","0.11","1","1","1","0.11","0.05",,"0.09"
"AwetBikalsi","0.27","1","0.08","0.05","0.27","0.11",,"0.12"
"AwusaMeda","0.38","1","1","1","0.38","0.08",,"0.06"
"Ayba","0.22","1","0.11","0.05","0.22","0.68",,"0.09"
"Aynalem","0.05","1","0.08","0.05","0.05","0.16",,"0.12"
"Bala","0.73","1","0.41","0.41","0.73","0.3",,"0.03"
"Balarab","0.3","1","1","1","0.3","0.08",,"0.06"
"Bamba","0.14","1","1","1","0.14","0.08",,"0.09"
"BarkaAdiswha","0.05","1","0.19","0.08","0.05","0.43",,"0.12"
"Begasheka","0.11","1","1","1","0.11","0.03",,"0.09"
"Berlay","0.43","1","1","1","0.43","0.05",,"0.06"
"Betgebez","0.24","1","1","0.16","0.24","0.19",,"0.16"
"Bethans","0.27","1","1","1","0.27","0.11",,"0.09"
"BilbWuha","1","1","1","1","1","0.49",,"0.12"
"Birkutea","1","1","1","1","1","0.32",,"0.09"
"Boneya","0.24","1","1","1","0.24","0.08",,"0.06"
"Burkoche","0.24","1","1","1","0.24","0.16",,"0.06"
"Cheli","0.05","1","1","1","0.05","0.05",,"0.09"
