"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.43","0.76","0.81","1","0.43","0.68",,"0.19"
"Abara","0.7","0.57","0.7","1","0.7","0.84",,"0.03"
"Abarwuha","0.73","1","0.7","0.97","0.73","0.95",,"0.06"
"Abaselima","0.84","0.57","0.65","1","0.84","0.84",,"0.03"
"Abina","0.41","0.62","0.57","0.81","0.41","0.49",,"0.19"
"AbrahaAtsbaha","0.22","0.41","0.76","0.86","0.22","0.89",,"0.28"
"Abrekuy","0.97","0.57","0.86","1","0.97","0.73",,"0.03"
"AdekeAla","0.73","0.46","0.41","0.7","0.73","1",,"0.22"
"Adekiney","0.57","0.35","0.7","0.84","0.57","0.97",,"0.31"
"AderSeg","0.43","0.76","0.78","1","0.43","0.73",,"0.19"
"Adibearj","0.14","0.11","0.27","0.68","0.14","0.95",,"0.22"
"AdiHa","0.16","0.49","0.65","0.84","0.16","0.97",,"0.28"
"AdiKisandid","0.19","0.43","0.81","0.95","0.19","0.95",,"0.28"
"Adisalem","0.54","0.57","0.46","0.92","0.54","0.84",,"0.12"
"AdisAlemS","0.73","0.46","0.43","0.59","0.73","1",,"0.22"
"AdisAlemW","0.16","0.3","0.73","1","0.16","1",,"0.25"
"Adiselam","0.3","0.35","0.49","1","0.3","0.95",,"0.22"
"Adishimbirkti","0.84","0.92","0.76","0.81","0.84","0.78",,"0.09"
"AdisKigni","0.86","0.97","0.84","0.76","0.86","0.7",,"0.09"
"Adiyikoro","0.19","0.24","0.59","1","0.19","0.95",,"0.25"
"Adizata","0.19","0.24","0.51","1","0.19","0.95",,"0.25"
"Adreb","0.24","0.54","0.32","0.7","0.24","1",,"0.22"
"AgazenMeda","0.57","1","0.65","0.95","0.57","0.95",,"0.06"
"Agazi","0.3","0.49","0.41","0.68","0.3","0.97",,"0.31"
"Agbe","0.14","0.46","0.43","0.7","0.14","0.95",,"0.28"
"Agela","0.84","1","1","1","0.84","0.59",,"0.28"
"Agid","1","1","1","1","1","0.95",,"0.16"
"AlemeTesfa","0.49","0.59","0.46","0.92","0.49","0.8",,"0.12"
"AmdiWeyane","0.73","0.46","0.43","0.57","0.73","0.97",,"0.22"
"Amedwuha","0.84","0.84","0.68","0.76","0.84","0.62",,"0.34"
"Ameno","0.92","1","1","1","0.92","0.7",,"0.28"
"Amisetya","0.54","0.62","0.38","0.68","0.54","0.97",,"0.16"
"Angot","0.73","1","0.51","0.89","0.73","0.84",,"0.06"
"Anigot","0.84","1","1","1","0.84","0.86",,"0.28"
"Ansheb","0.78","0.59","0.49","1","0.78","0.95",,"0.06"
"AquaShumoch","0.73","1","0.62","1","0.73","0.84",,"0.12"
"Aquha","0.51","0.62","0.14","0.62","0.51","0.97",,"0.16"
"Arena","0.14","0.35","0.68","0.95","0.14","1",,"0.25"
"Asmena","0.68","0.49","0.54","0.95","0.68","0.95",,"0.31"
"Asta","0.92","1","1","1","0.92","0.65",,"0.28"
"Atakilti","0.22","0.3","0.62","0.7","0.22","0.92",,"0.28"
"AwetBikalsi","0.16","0.3","0.62","0.84","0.16","1",,"0.28"
"AwusaMeda","0.49","0.57","0.65","0.89","0.49","0.95",,"0.12"
"Ayba","0.81","0.89","0.84","0.65","0.81","0.57",,"0.22"
"Aynalem","0.22","0.41","0.81","0.97","0.22","0.97",,"0.28"
"Bala","0.86","0.97","0.95","0.78","0.86","0.7",,"0.09"
"Balarab","0.54","0.68","0.51","0.84","0.54","0.95",,"0.16"
"Bamba","0.38","0.35","0.51","0.62","0.38","0.84",,"0.22"
"BarkaAdiswha","0.22","0.51","0.57","0.97","0.22","0.97",,"0.28"
"Begasheka","0.19","0.38","0.65","0.81","0.19","0.76",,"0.28"
"Berlay","0.65","0.57","0.76","0.84","0.65","0.92",,"0.12"
"Betgebez","0.43","0.46","0.76","1","0.43","0.97",,"0.22"
"Bethans","0.08","0.16","0.49","0.92","0.08","0.76",,"0.22"
"BilbWuha","0.76","0.7","1","1","0.76","0.62",,"0.25"
"Birkutea","0.76","1","0.76","1","0.76","0.84",,"0.28"
"Boneya","0.84","0.57","0.65","1","0.84","0.97",,"0.03"
"Burkoche","0.51","0.51","0.14","0.62","0.51","1",,"0.16"
"Cheli","0.57","0.57","0.57","0.62","0.57","0.92",,"0.22"
"Darubekeda","0.76","0.81","0.76","0.78","0.76","0.27",,"0.09"
"Deberkerbye","0.24","0.38","0.49","1","0.24","0.81",,"0.22"
"DeberAbaJale","0.7","1","0.62","1","0.7","0.73",,"0.12"
"DebrAbay","0.41","0.57","0.62","0.92","0.41","0.68",,"0.12"
"DebreAliays","0.57","0.57","0.46","0.81","0.57","0.7",,"0.12"
"Debrebirhan","0.22","0.41","0.81","0.95","0.22","1",,"0.25"
"Debrebrhan","0.16","0.38","0.7","0.97","0.16","0.95",,"0.34"
"DebreGenet","0.27","0.57","0.62","1","0.27","0.95",,"0.12"
"DebreGenetA","0.11","0.22","0.19","0.68","0.11","0.89",,"0.22"
"DebreGenetK","0.14","0.41","0.43","0.68","0.14","0.97",,"0.28"
"DebreGeorgis","0.49","0.59","0.46","0.84","0.49","0.81",,"0.12"
"DebreKidusan","0.32","0.59","0.41","0.86","0.32","0.78",,"0.12"
"Debremawie","0.65","0.57","0.62","0.73","0.65","0.89",,"0.12"
"Debreselam","0.19","0.32","0.7","0.92","0.19","0.97",,"0.25"
"Debrinetseb","0.51","0.54","0.49","0.7","0.51","0.97",,"0.28"
"Dekera","0.7","0.65","0.54","0.89","0.7","0.86",,"0.34"
"DembezaAmbaLay","0.65","0.57","0.68","0.84","0.65","0.78",,"0.12"
"Derit","0.08","1","0.59","0.89","0.08","0.95",,"0.06"
"Derita","0.92","1","1","1","0.92","0.68",,"0.28"
"Dinkashena","0.73","0.78","0.7","0.78","0.73","0.08",,"0.12"
"Ebo","0.97","0.97","1","0.43","0.97","0.54",,"0.22"
"Edagaarbi","0.57","0.32","0.68","0.97","0.57","0.84",,"0.25"
"EmbaAhfrom","0.59","0.32","0.7","0.97","0.59","0.95",,"0.25"
"EmbachekoGunaguna","0.73","1","0.57","1","0.73","0.68",,"0.12"
"EndaBagerima","0.16","0.22","0.62","1","0.16","0.86",,"0.22"
"Endabano","0.08","0.51","0.62","0.76","0.08","0.95",,"0.25"
"Endachiwa","0.11","0.22","0.46","1","0.11","0.76",,"0.25"
"EndaFelasi","0.14","0.51","0.62","0.89","0.14","0.89",,"0.25"
"Endagahamus","0.05","0.27","0.65","0.95","0.05","1",,"0.25"
