"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","75","1","75","1","0.231715349341253","0.43",,,"1.08602613869252","0.03"
"1984-1977","37","56","0.05","75","1","75","1","75","1","55.668742","0.05","0.202512810725743","0.03",,,"5.66887475375766","0.12"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.215342292113506","0.19",,,"48.4058976291173","0.66"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.253977942470749","1",,,"30.2341130698706","0.38"
"1987-1980","0","75","1","75","1","75","1","75","1","75","1","0.234390322760674","0.57",,,"14.1652067484241","0.19"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.238219544455378","0.68",,,"31.7975072543251","0.41"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.21094460546904","0.14",,,"24.1622405910706","0.31"
"1990-1983","67","47","0.03","75","1","75","1","71","0.03","47.350659","0.03","0.232644530295205","0.49",,,"18.1548396430207","0.25"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.211135036038854","0.16",,,"2.76264177704821","0.06"
"1992-1985","29","58","0.11","75","1","75","1","75","1","57.982069","0.11","0.224937030101734","0.35",,,"35.1452715522623","0.47"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.203332320560476","0.05",,,"37.3878650641767","0.53"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.249138744589729","0.86",,,"54.0587213325355","0.81"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.251095220105755","0.95",,,"50.6158186643344","0.75"
"1996-1989","31","57","0.08","75","1","75","1","75","1","57.385984","0.08","0.245927080430617","0.78",,,"49.4951527136204","0.72"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.221174147805082","0.27",,,"21.24449137505","0.28"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.253507591129109","0.97",,,"65.6150733872961","0.94"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.248030654795291","0.81",,,"62.0616989290742","0.91"
"2000-1993","0","74","0.32","75","1","75","1","75","1","73.568895","0.32","0.2386789","0.7",,,"44.1","0.62"
"2001-1994","0","74","0.35","75","1","75","1","75","1","73.893899","0.35","0.2492663","0.89",,,"16","0.22"
"2002-1995","28","58","0.14","75","1","75","1","75","1","58.174413","0.14","0.203575","0.08",,,"4","0.09"
"2003-1996","0","72","0.3","75","1","75","1","75","1","71.923228","0.3","0.2503797","0.92",,,"36.1","0.5"
"2004-1997","10","63","0.19","75","1","75","1","75","1","63.186686","0.19","0.2304553","0.38",,,"10.4","0.16"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2314205","0.41",,,"34.6","0.44"
"2006-1999","0","75","1","75","1","75","1","75","1","75","1","0.2343718","0.54",,,"51.7","0.78"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2360471","0.62","4.447581","0.45","72.1","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2328133","0.51","3.177419","0.18","57.7","0.88"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2317654","0.46","2.854839","0.09","37.5","0.56"
"2010-2003","19","61","0.16","75","1","75","1","75","1","60.770231","0.16","0.2218268","0.32","5.318548","0.73","71.1","0.97"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2404091","0.73","5.33871","0.82","24.3","0.34"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2188393","0.22","4.310483","0.36","40.5","0.59"
"2013-2006","7","64","0.22","75","1","75","1","75","1","64.177766","0.22","0.2357471","0.59","5.467742","0.91","48.7","0.69"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.2489482","0.84","5.810483","1","54.8","0.84"
"2015-2008","0","66","0.27","75","1","75","1","75","1","65.960295","0.27","0.204035","0.11","4.153225","0.27",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.221713","0.3","5.048386","0.64",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.2197343","0.24","4.697581","0.55",,
"2018-2011","0","66","0.24","75","1","75","1","75","1","65.943039","0.24","0.237873","0.65",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.2410147","0.76",,,,
