"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","JimanDeregeha","JimanDeregeha","JimanDeregeha","JimanDeregeha","JimanDeregeha","JimanDeregeha","JimanDeregeha","JimanDeregeha"
"Region","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","32","18","0.11","0","75","1","31.59","0"
"1984-1977","0","50","0.78","84","32","0.05","84.29","0"
"1985-1978","0","28","0.41","0","75","1","0","0"
"1986-1979","0","35","0.68","0","75","1","0","0"
"1987-1980","0","58","0.89","88","31","0.03","87.67","0"
"1988-1981","0","61","0.95","0","75","1","0","0"
"1989-1982","3","23","0.24","0","75","1","2.75","0"
"1990-1983","0","25","0.32","0","75","1","0","0"
"1991-1984","0","34","0.65","0","75","1","0","0"
"1992-1985","99","5","0.03","37","55","0.14","135.92","1"
"1993-1986","0","26","0.35","47","50","0.08","46.81","0"
"1994-1987","0","50","0.76","0","75","1","0","1"
"1995-1988","0","29","0.49","28","59","0.19","27.55","0"
"1996-1989","0","62","0.97","0","75","1","0","0"
"1997-1990","0","54","0.81","0","75","0.32","0","1"
"1998-1991","0","28","0.43","0","75","1","0","0"
"1999-1992","0","29","0.51","0","75","1","0","0"
"2000-1993","0","30","0.59","0","75","1","0","0"
"2001-1994","9","22","0.19","0","75","1","9.37","0"
"2002-1995","0","41","0.7","0","75","1","0","0"
"2003-1996","0","29","0.54","0","75","1","0","0"
"2004-1997","16","21","0.16","37","54","0.11","53.43","0"
"2005-1998","0","25","0.32","0","75","1","0","0"
"2006-1999","74","10","0.08","0","75","1","73.82","0"
"2007-2000","0","26","0.38","0","75","1","0","0"
"2008-2001","0","54","0.84","0","75","1","0","0"
"2009-2002","0","58","0.92","2","71","0.24","2.02","0"
"2010-2003","7","23","0.22","30","58","0.16","37.14","0"
"2011-2004","0","56","0.86","0","75","1","0","0"
"2012-2005","0","29","0.46","0","75","1","0","0"
"2013-2006","97","6","0.05","0","75","1","96.63","0"
"2014-2007","0","25","0.32","0","74","0.27","0","0"
"2015-2008","0","31","0.62","0","75","1","0","0"
"2016-2009","0","30","0.57","0","75","1","0","0"
"2017-2010","24","19","0.14","0","75","1","24.18","0"
"2018-2011","0","48","0.73","0","75","0.3","0","0"
"2019-2012","0","74","1","27","59","0.22","27","0"
