"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Negedebrhan","Negedebrhan","Negedebrhan","Negedebrhan","Negedebrhan","Negedebrhan","Negedebrhan","Negedebrhan"
"Region","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele","TanquaAbergele"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","30","0.59","0","67","0.3","0","0"
"1984-1977","22","14","0.19","48","47","0.05","70.4","0"
"1985-1978","100","2","0.03","0","75","1","100","0"
"1986-1979","0","49","0.84","0","75","1","0","0"
"1987-1980","0","42","0.78","0","66","0.24","0","0"
"1988-1981","96","5","0.05","0","75","1","95.96","0"
"1989-1982","0","26","0.51","0","72","0.35","0","0"
"1990-1983","85","7","0.08","28","55","0.08","113.38","0"
"1991-1984","0","49","0.86","0","75","1","0","1"
"1992-1985","0","20","0.38","26","56","0.11","26.11","0"
"1993-1986","0","47","0.81","0","73","0.38","0","0"
"1994-1987","0","24","0.41","0","75","1","0","1"
"1995-1988","0","25","0.46","0","75","1","0","0"
"1996-1989","0","75","1","0","75","1","0","0"
"1997-1990","0","51","0.92","0","75","1","0","1"
"1998-1991","0","40","0.7","0","75","1","0","0"
"1999-1992","15","15","0.22","0","75","1","14.77","0"
"2000-1993","0","17","0.24","0","75","1","0","0"
"2001-1994","0","29","0.57","0","66","0.27","0","0"
"2002-1995","0","29","0.54","8","63","0.16","7.8","0"
"2003-1996","0","40","0.73","7","63","0.22","6.7","0"
"2004-1997","0","25","0.49","0","68","0.32","0","1"
"2005-1998","0","18","0.32","0","75","1","0","0"
"2006-1999","0","31","0.62","16","60","0.14","16.09","0"
"2007-2000","0","19","0.35","0","75","1","0","0"
"2008-2001","81","7","0.11","0","75","1","80.88","0"
"2009-2002","0","42","0.76","0","75","1","0","0"
"2010-2003","0","34","0.65","0","75","1","0","0"
"2011-2004","0","39","0.68","7","63","0.19","6.87","0"
"2012-2005","0","25","0.46","0","75","1","0","0"
"2013-2006","74","8","0.14","0","75","1","74.4","0"
"2014-2007","28","14","0.16","0","75","1","27.97","0"
"2015-2008","0","18","0.3","83","34","0.03","82.69","0"
"2016-2009","0","50","0.89","0","75","1","0","0"
"2017-2010","0","18","0.27","0","75","1","0","0"
"2018-2011","0","53","0.95","0","75","1","0","0"
"2019-2012","0","54","0.97","0","75","1","0","0"
