"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","75","1","75","1","75","1","71","0.08","75","1","0.218274023895169","0.49",,,"7.25523701438925","0.22"
"1984-1977","54","54","0.08","75","1","75","1","75","1","53.716581","0.08","0.178336235325962","0.05",,,"-15.1038687930228","0.03"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.197036414256692","0.22",,,"28.9513840934133","0.47"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.227687538867968","0.76",,,"32.8348252284387","0.5"
"1987-1980","39","58","0.16","75","1","75","1","75","1","58.3153741388889","0.16","0.231959911145462","0.81",,,"-0.797721662136126","0.06"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.227213138644936","0.73",,,"45.0260255321616","0.66"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.215019435212023","0.43",,,"47.0536113272013","0.75"
"1990-1983","50","55","0.11","75","1","75","1","72","0.11","54.901371","0.11","0.194369259661268","0.19",,,"1.98625776662788","0.12"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.167449894226378","0.03",,,"7.41551474333631","0.25"
"1992-1985","0","75","1","75","1","75","1","75","1","75","1","0.190706483633166","0.14",,,"22.5662022152133","0.38"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.197703878372667","0.27",,,"38.0380192922035","0.59"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.238033301067311","0.92",,,"55.5923589876167","0.88"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.23204264304219","0.84",,,"27.7695171520768","0.44"
"1996-1989","0","75","1","75","1","75","1","73","0.14","75","1","0.204560570746256","0.3",,,"44.0379181681269","0.62"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.192882650585173","0.16",,,"8.18801471746957","0.28"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.242564915914957","1",,,"64.5373611329425","0.97"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.224670167396771","0.68",,,"45.4574216216127","0.69"
"2000-1993","0","72","0.27","75","1","75","1","75","1","71.899382","0.27","0.2269933","0.7",,,"18","0.31"
"2001-1994","67","50","0.03","75","1","75","1","75","1","50","0.03","0.2340205","0.86",,,"6.1","0.19"
"2002-1995","0","75","1","75","1","75","1","75","1","75","1","0.1905153","0.11",,,"1","0.09"
"2003-1996","0","75","1","75","1","75","1","75","1","75","1","0.229662","0.78",,,"48.1","0.78"
"2004-1997","58","53","0.05","75","1","75","1","75","1","52.62693","0.05","0.1877867","0.08",,,"3.6","0.16"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2068137","0.32",,,"57.3","0.91"
"2006-1999","0","75","0.32","75","1","75","1","75","1","74.89176","0.32","0.2148621","0.41",,,"47","0.72"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2357471","0.89","4.508064","0.27","68.8","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2216376","0.57","3.637096","0.18","49.6","0.84"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.1973585","0.24","2.16129","0.09","35.3","0.56"
"2010-2003","37","59","0.19","75","1","75","1","75","1","58.805405","0.19","0.2192959","0.54","6.959676","0.82","58.8","0.94"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2222297","0.62","5.612904","0.55","20.8","0.34"
"2012-2005","0","75","1","75","1","75","1","66","0.03","75","1","0.2108175","0.35","5.5","0.45","25.7","0.41"
"2013-2006","9","67","0.22","75","1","75","1","75","1","67.194244","0.22","0.2189161","0.51","5.862903","0.64","34.8","0.53"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.24106","0.97","8.919357","1","49.3","0.81"
"2015-2008","3","69","0.24","75","1","75","1","71","0.08","69.061927","0.24","0.2129253","0.38","5.354839","0.36",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.2221481","0.59","7.419355","0.91",,
"2017-2010","0","74","0.3","75","1","75","1","75","1","73.507131","0.3","0.2164027","0.46","6.008065","0.73",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.240415","0.95",,,,
"2019-2012","42","58","0.14","75","1","75","1","75","1","57.538403","0.14","0.2242677","0.65",,,,
