"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"Habees","0.41","0.22","0.78","1","0.03","0.62","0.14","0.49","0.65","0.43","0.7","1","1","1","1","0.73","1","0.3","0.32","0.05","0.08","0.24","0.54","0.19","1","0.35","0.46","1","0.38","0.59","0.57","0.51","0.27","0.68","0.16","0.76","0.11"
"Hadashtekli","1","0.05","1","1","0.14","1","0.22","0.03","1","0.11","0.38","1","1","0.3","1","1","1","0.32","0.24","0.16","0.35","0.27","1","1","1","1","1","1","1","1","0.08","1","0.19","1","1","1","1"
"HadeAlga","0.38","0.03","0.57","0.19","0.05","0.92","0.24","0.51","0.86","0.16","0.43","0.35","0.68","0.62","0.86","1","0.95","0.22","0.46","0.27","0.32","0.11","0.49","0.86","1","0.7","0.3","0.86","0.59","0.73","0.86","0.16","0.08","0.54","0.65","0.89","0.41"
"HadnetK","0.41","0.22","0.59","1","0.03","0.62","0.27","0.35","0.46","0.08","0.78","1","1","1","0.76","0.73","1","0.32","0.24","0.05","0.11","0.16","0.49","0.81","1","0.19","0.54","1","0.68","0.51","0.57","0.43","0.38","0.65","0.14","0.7","0.3"
"HadnetS","0.11","0.38","0.68","0.46","0.14","0.78","0.22","0.27","0.19","0.51","0.41","1","0.92","0.16","0.51","0.95","0.89","0.73","0.32","0.05","0.03","0.35","0.7","0.08","1","0.59","0.54","0.57","0.76","0.43","0.86","0.62","0.84","0.65","0.3","0.81","0.24"
"HadushAdi","0.24","0.03","0.76","0.32","0.27","0.84","0.14","0.49","0.16","0.68","0.3","1","0.89","0.22","0.68","0.92","0.86","0.78","0.46","0.11","0.05","0.41","0.54","0.19","1","0.62","0.57","0.7","0.43","0.51","0.81","0.59","0.08","0.73","0.38","1","0.35"
"HadushHiwet","0.16","0.08","0.57","0.43","0.03","0.92","0.05","0.62","0.11","0.7","0.46","0.89","0.84","0.27","0.7","0.97","0.86","0.73","0.3","0.19","0.22","0.24","0.59","0.32","1","0.76","0.35","0.54","0.41","0.49","0.81","0.7","0.14","0.78","0.51","0.95","0.38"
"HagereGenet","0.16","0.22","1","0.3","0.14","1","1","0.19","0.32","0.03","0.11","0.46","0.41","0.49","0.24","1","1","1","0.43","1","1","0.27","1","0.05","0.51","1","1","1","0.38","0.35","1","1","0.08","1","1","1","1"
"HagereSelamE","0.19","0.27","1","0.16","0.14","1","1","0.22","0.41","0.08","0.05","1","0.38","0.51","0.49","1","1","1","0.46","0.43","1","0.24","1","0.03","1","1","1","1","0.32","0.3","1","0.35","0.11","1","1","1","1"
"HagereSelamW","0.11","0.24","0.76","1","0.16","0.65","0.05","0.3","0.57","0.05","1","0.51","0.59","0.68","0.62","1","1","0.38","0.19","0.14","0.32","0.08","0.73","0.46","1","0.54","1","0.43","1","1","0.7","0.35","0.27","1","0.49","0.41","0.22"
"Hangoda","0.11","0.38","0.68","0.46","0.14","0.78","0.22","0.27","0.19","0.51","0.41","1","0.92","0.16","0.51","0.95","0.89","0.73","0.32","0.05","0.03","0.35","0.7","0.08","1","0.59","0.54","0.57","0.76","0.43","0.86","0.62","0.84","0.65","0.3","0.81","0.24"
"Hareko","0.11","0.03","0.35","1","0.54","1","0.14","0.24","1","0.05","1","1","0.51","1","0.62","0.65","1","1","0.27","0.22","0.41","0.16","1","0.3","1","0.59","1","0.46","0.43","1","0.49","0.08","0.19","0.68","0.57","0.32","0.38"
"Hawelti","0.27","0.05","0.46","0.19","0.08","0.89","0.24","0.68","0.86","0.16","0.51","0.3","0.59","0.57","0.86","0.97","0.92","0.62","0.49","0.22","0.35","0.11","0.54","0.86","1","0.73","0.32","0.86","0.65","0.38","0.86","0.16","0.03","0.95","0.43","0.7","0.41"
"Hayelom","0.16","0.08","0.19","1","0.03","1","0.38","0.38","1","0.38","0.68","1","1","1","0.51","0.73","1","0.54","0.59","0.05","0.11","0.22","0.3","0.14","1","0.27","0.43","1","1","0.46","0.57","0.7","0.62","0.49","0.41","0.65","0.24"
"Hintsa","0.03","0.19","0.3","1","0.24","1","0.05","0.22","1","0.16","1","1","0.38","1","1","1","1","1","0.16","0.08","0.35","0.43","1","1","1","0.54","1","1","0.27","0.57","0.46","0.41","0.11","1","0.32","0.49","0.51"
"HintsaWaza","0.03","0.19","0.3","1","0.24","1","0.05","0.22","1","0.16","1","1","0.38","1","1","1","1","1","0.16","0.08","0.35","0.43","1","1","1","0.54","1","1","0.27","0.57","0.46","0.41","0.11","1","0.32","0.49","0.51"
"HizbaTeklehymanot","0.22","0.03","0.35","0.27","0.05","0.65","0.84","0.43","0.14","0.16","0.51","0.81","0.11","0.38","1","0.95","0.86","0.89","0.49","0.76","0.32","0.3","0.41","0.65","1","0.7","0.78","0.65","0.73","0.54","0.65","0.08","0.19","0.92","0.46","0.68","0.24"
"ImbaRufael","1","0.05","1","1","0.16","1","0.27","0.03","1","0.11","1","1","1","0.38","1","1","1","0.35","0.24","0.19","0.3","0.32","1","0.22","1","1","0.41","1","1","1","0.14","1","0.08","1","1","1","1"
"Jijqe","1","0.05","1","1","1","1","1","0.03","1","0.08","1","1","1","1","1","1","1","0.22","1","0.11","0.24","0.19","1","1","1","1","1","1","1","1","0.16","1","0.14","1","1","1","1"
"JimanDeregeha","1","0.05","1","1","0.03","1","1","1","1","0.14","0.08","1","0.19","1","0.32","1","1","1","1","1","1","0.11","1","1","1","1","0.24","0.16","1","1","1","0.27","1","1","1","0.3","0.22"
"Jira","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","0.11","1","0.05","1","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1"
"kabe","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1"
"Karima","0.08","0.24","1","1","0.03","1","1","0.19","1","0.11","1","1","1","1","0.3","1","1","1","1","0.27","1","0.14","1","0.16","1","1","1","0.22","1","1","1","1","0.05","1","1","1","1"
"Keregna","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Kihen","0.35","0.22","0.7","1","0.03","0.54","0.08","0.3","0.68","0.16","1","1","1","1","0.62","0.76","1","0.19","0.32","0.05","0.11","0.24","0.38","1","1","0.59","0.57","1","0.49","0.73","0.46","0.51","0.41","0.65","0.14","0.43","0.27"
"Kita","0.05","0.19","1","1","0.03","1","1","0.49","1","0.16","0.11","1","0.27","1","0.54","1","1","1","0.43","0.14","1","0.22","1","0.08","1","1","0.46","0.24","1","1","0.38","0.32","0.3","0.41","1","0.35","0.51"
"Korme","0.16","0.05","0.32","0.19","0.08","0.62","0.68","0.24","0.62","0.27","0.62","0.86","0.7","0.81","0.62","1","0.78","0.22","0.62","0.73","0.65","0.11","0.89","1","1","0.84","0.35","0.62","0.62","0.62","0.62","0.14","0.03","0.62","0.76","0.92","0.3"
"Ksadacki","1","0.05","1","1","1","1","1","0.03","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1","1","1"
"Kudo","0.08","0.41","1","0.65","0.05","1","0.54","0.27","0.03","0.38","1","1","0.7","0.11","0.3","1","1","0.35","0.22","0.16","0.46","0.27","0.49","0.43","1","0.68","1","0.32","0.19","0.51","0.57","1","0.62","0.59","0.73","1","0.14"
"Kuluferha","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","0.11","1","0.05","0.08","1","1","1","1","1","1","1","0.14","1","1","1","1","1","1"
"KuluGizeLemlem","0.16","0.05","0.3","0.22","0.08","0.57","0.89","0.19","0.57","0.24","0.57","0.84","0.62","0.78","0.57","1","0.76","0.27","0.32","0.73","0.59","0.11","0.68","1","1","0.81","0.65","0.57","0.57","0.57","0.57","0.14","0.05","0.57","0.7","0.86","0.92"
"LaelayDayu","0.16","0.05","0.32","0.19","0.08","0.62","0.68","0.24","0.62","0.27","0.62","0.86","0.7","0.81","0.62","1","0.78","0.22","0.62","0.73","0.65","0.11","0.89","1","1","0.84","0.35","0.62","0.62","0.62","0.62","0.14","0.03","0.62","0.76","0.92","0.3"
"Laelayhahaile","0.08","0.41","1","0.65","0.05","1","0.54","0.27","0.03","0.38","1","1","0.7","0.11","0.3","1","1","0.35","0.22","0.16","0.46","0.27","0.49","0.43","1","0.68","1","0.32","0.19","0.51","0.57","1","0.62","0.59","0.73","1","0.14"
"LaelayMegariaTsemri","0.19","0.16","1","1","0.05","1","0.24","0.59","0.38","0.3","1","1","1","0.57","1","1","1","0.46","0.22","0.14","0.49","0.11","0.35","0.32","1","0.62","0.65","0.27","0.08","0.54","0.51","1","0.43","1","0.41","1","0.03"
"Lalaylogomti","1","0.08","1","1","0.16","1","1","0.11","1","1","1","1","1","1","1","1","1","0.27","0.03","1","1","0.05","1","0.32","1","1","1","0.19","1","1","0.22","1","0.24","1","0.3","1","0.14"
"Ledy","0.05","0.08","1","1","0.14","1","1","1","1","0.11","1","1","1","1","1","1","1","1","1","0.22","1","0.19","1","0.24","1","1","1","0.16","1","1","1","1","0.03","1","1","1","1"
"Lemlem","0.16","0.05","1","1","0.22","1","0.3","0.14","1","0.08","0.38","1","1","1","1","1","1","1","0.32","0.03","0.27","1","1","1","1","1","0.24","1","0.19","1","1","1","0.11","0.35","1","1","1"
"LemlemArena","0.05","0.03","0.32","1","0.3","1","0.08","0.38","1","0.24","0.7","0.65","0.49","0.62","0.43","0.46","1","1","0.24","0.14","0.41","0.16","1","0.27","1","1","1","1","0.35","0.57","0.59","0.11","0.19","1","0.51","0.68","0.54"
"Libo ","0.24","0.19","1","1","0.05","1","1","1","1","0.14","0.27","1","0.08","1","0.11","1","1","1","1","1","1","0.03","1","1","1","1","1","0.16","1","1","1","0.22","1","1","1","1","1"
"Limaat","0.16","0.05","0.3","0.22","0.08","0.57","0.89","0.19","0.57","0.24","0.57","0.84","0.62","0.78","0.57","1","0.76","0.27","0.32","0.73","0.59","0.11","0.68","1","1","0.81","0.65","0.57","0.57","0.57","0.57","0.14","0.05","0.57","0.7","0.86","0.92"
"Limat","1","0.05","1","1","1","1","1","0.03","1","0.11","1","1","1","0.08","1","1","1","0.32","0.35","0.14","0.3","0.19","1","1","1","1","1","0.16","1","1","0.22","1","0.27","1","1","0.24","1"
"Lul","0.19","0.24","1","0.3","0.08","1","1","0.16","0.38","0.03","0.05","0.43","0.35","1","1","1","1","1","0.41","1","1","0.22","1","0.14","1","1","1","1","0.27","0.32","1","1","0.11","1","1","1","1"
"LusinaAbegeldi","0.08","0.19","1","0.14","0.03","1","1","0.27","1","0.16","0.05","1","0.24","1","1","1","1","1","1","0.38","1","0.11","1","1","1","1","0.41","0.22","1","1","1","0.43","0.35","1","1","0.3","0.32"
"Maekelawi","0.43","0.11","1","1","0.19","1","1","0.08","1","0.38","1","1","1","0.3","0.08","1","1","0.46","0.08","0.16","0.35","0.14","1","1","1","1","1","0.32","1","1","0.24","1","0.41","1","0.27","1","0.22"
"MaekelSegli","0.32","0.05","1","1","1","1","1","0.08","1","0.11","1","1","1","1","1","1","1","1","0.16","0.19","1","0.14","1","0.03","1","1","0.3","0.22","1","1","0.27","1","1","1","0.24","1","1"
"MahbereWeyni","0.41","0.22","0.59","1","0.03","0.62","0.27","0.35","0.46","0.08","0.78","1","1","1","0.76","0.73","1","0.32","0.24","0.05","0.11","0.16","0.49","0.81","1","0.19","0.54","1","0.68","0.51","0.57","0.43","0.38","0.65","0.14","0.7","0.3"
"MariamShewito","0.11","0.03","1","1","0.35","1","0.14","0.16","1","0.41","1","1","1","1","1","1","1","0.3","0.22","0.38","1","0.08","0.43","0.46","1","1","1","0.19","0.27","0.49","0.32","1","0.24","1","1","1","0.08"
"Martadios","0.24","0.19","1","1","0.05","1","1","1","1","0.14","0.27","1","0.08","1","0.11","1","1","1","1","1","1","0.03","1","1","1","1","1","0.16","1","1","1","0.22","1","1","1","1","1"
"MayChekemte","0.19","0.3","1","1","0.03","1","0.38","0.16","1","1","1","1","1","1","0.14","1","1","0.27","0.14","0.41","1","0.14","0.51","0.46","1","1","0.32","0.22","0.49","1","0.24","1","0.43","1","0.35","1","0.05"
"MayNebri","0.03","0.3","1","1","0.11","1","0.59","0.24","0.32","0.46","1","1","0.68","0.08","0.24","1","1","0.35","0.43","0.05","0.41","0.24","0.54","0.16","1","0.57","0.27","0.49","0.38","0.62","0.7","1","0.65","0.51","0.73","1","0.14"
"Maysuru","0.22","0.38","1","0.59","0.11","1","0.35","0.57","0.19","0.16","1","1","1","0.08","0.54","1","1","0.43","0.27","0.24","0.49","0.32","0.3","0.05","1","0.7","1","0.41","0.14","0.46","0.62","1","0.68","0.65","0.51","1","0.03"
"MayTeklia","0.03","0.19","0.3","1","0.24","1","0.05","0.22","1","0.16","1","1","0.38","1","1","1","1","1","0.16","0.08","0.35","0.43","1","1","1","0.54","1","1","0.27","0.57","0.46","0.41","0.11","1","0.32","0.49","0.51"
"Mearey","0.16","0.05","1","1","0.22","1","0.3","0.14","1","0.08","0.38","1","1","1","1","1","1","1","0.32","0.03","0.27","1","1","1","1","1","0.24","1","0.19","1","1","1","0.11","0.35","1","1","1"
"Mechare","0.35","0.05","0.62","0.19","0.08","0.89","0.32","0.68","0.84","0.16","0.38","0.3","0.43","0.46","0.84","0.97","0.92","0.24","0.65","0.27","0.57","0.11","0.49","0.84","1","0.73","0.51","0.76","0.7","0.54","0.86","0.16","0.03","0.95","0.59","0.22","0.41"
"Mechena","1","0.03","1","1","0.08","1","1","1","1","0.14","1","1","0.11","1","0.16","1","1","1","1","1","0.24","0.05","1","1","1","1","1","0.19","1","1","1","0.27","1","1","1","1","0.22"
"MehalGoncha","0.14","0.19","1","1","0.11","1","1","1","1","0.03","0.16","0.3","1","1","1","1","1","1","1","1","1","0.08","1","0.08","1","1","1","0.27","0.24","1","1","1","0.22","1","1","1","1"
"Mekan ","0.16","0.03","0.78","0.19","0.08","0.62","0.89","0.3","0.68","0.14","0.32","0.62","0.7","0.27","0.62","0.97","0.86","0.92","0.62","0.81","0.35","0.24","0.38","0.62","1","0.84","0.65","0.62","0.76","0.62","0.62","0.11","0.05","0.62","0.73","0.95","0.22"
"MekaneGenet","0.14","0.19","1","1","0.11","1","1","0.24","1","0.03","0.08","0.41","1","1","1","1","1","1","0.35","0.38","1","0.16","1","0.08","1","1","1","0.32","0.27","1","1","0.3","0.22","1","1","1","1"
"Melabesh","0.22","0.32","1","0.14","0.16","1","1","0.3","0.41","0.03","0.08","1","0.35","1","1","1","1","1","1","1","1","0.24","1","0.14","1","1","1","1","0.19","0.27","1","0.38","0.05","1","1","1","1"
"MendereMariam","1","1","1","1","1","1","0.16","0.14","1","0.11","1","1","1","1","0.05","1","1","1","1","1","1","0.03","1","1","0.08","1","1","1","1","1","1","0.19","1","1","1","1","1"
"Menegobena","0.16","0.11","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.19","1","0.14","1","0.22","1","1","1","0.08","1","1","1","1","0.03","1","1","1","1"
"Menji","1","0.14","1","1","1","1","1","0.03","0.08","0.19","1","1","1","1","1","1","1","0.22","1","0.11","1","0.05","1","1","1","1","1","0.16","1","1","0.24","1","1","1","1","1","1"
"Mergech","0.14","1","1","1","0.08","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","0.16","1","0.11","1","0.19","1","1","1","1","1","1","1","1","0.03","1","1","1","1"
"Mesanu","0.46","0.3","0.76","1","0.03","0.59","0.08","0.35","0.51","0.32","0.78","1","1","1","0.73","0.7","1","0.27","0.22","0.11","0.14","0.16","0.43","0.65","1","0.19","0.57","1","0.38","0.62","0.54","0.49","0.41","0.68","0.24","0.81","0.05"
"Mesehle","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","1","1","1","0.08","1","1","1","1","1","1"
"Meswaeti ","0.16","0.03","0.78","0.19","0.08","0.62","0.89","0.3","0.68","0.14","0.32","0.62","0.7","0.27","0.62","0.97","0.86","0.92","0.62","0.81","0.35","0.24","0.38","0.62","1","0.84","0.65","0.62","0.76","0.62","0.62","0.11","0.05","0.62","0.73","0.95","0.22"
"Metkel","0.08","0.3","0.59","1","0.32","1","0.05","0.19","1","0.03","1","1","1","0.49","1","1","1","0.41","0.11","0.16","0.24","0.22","0.43","1","1","0.62","1","0.46","0.14","1","0.35","0.57","0.51","1","0.38","0.27","0.54"
"MetkelLemat","0.08","0.46","0.3","1","0.14","1","0.49","0.24","1","0.19","1","1","0.41","1","0.35","1","1","1","0.19","0.11","0.32","0.22","1","0.51","1","1","0.43","1","0.27","0.54","0.38","0.03","0.05","0.65","0.57","0.62","0.59"
"Mezbr","0.14","0.27","1","1","0.32","1","0.16","0.38","1","0.54","0.46","1","1","0.51","1","1","1","0.35","0.49","0.08","0.43","0.05","0.24","0.22","1","1","0.59","0.19","0.11","1","0.41","1","0.3","1","0.57","1","0.03"
"MichelDebre","1","1","1","1","1","1","0.16","0.14","1","0.11","1","1","1","1","0.05","1","1","1","1","1","1","0.03","1","1","0.08","1","1","1","1","1","1","0.19","1","1","1","1","1"
"Miraf","0.11","0.08","1","1","0.05","1","1","1","1","0.16","1","1","0.24","1","1","1","1","1","1","1","1","0.14","1","0.19","1","1","1","0.22","1","1","1","1","0.03","1","1","1","1"
"Misema","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.03","1","0.05","1","1","1","1","1","1","1","0.08","1","0.11","1","1","1","1","1","1"
"Mitad","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1","1","1","0.03","1","1","0.11","1","1","1","1","1","1","1","1","1","1","1","1"
"MitinaYimach","0.16","0.19","1","1","0.14","1","1","0.27","1","0.05","0.11","1","0.3","1","1","1","1","1","1","0.38","1","0.22","1","0.08","1","1","1","0.35","0.32","1","1","0.24","0.03","1","1","1","1"
"Mozen","0.16","0.11","1","1","0.05","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.19","1","0.14","1","0.22","1","1","1","0.08","1","1","1","1","0.03","1","1","1","1"
"Mozutey","0.19","0.43","0.7","1","0.16","1","0.14","0.24","0.38","0.35","0.59","1","1","0.46","1","1","1","0.54","0.35","0.03","0.05","0.3","0.22","0.11","1","0.49","0.41","1","0.73","0.27","0.76","0.51","0.62","0.57","0.65","0.68","0.08"
"Mtsaiwerki","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.14","1","0.08","1","0.05","1","0.11","1","1","1","1","1","1","1","1","0.19","1","1","0.16","1"
"Nagash","0.22","0.19","0.78","0.76","0.03","0.7","0.16","0.38","0.54","0.41","0.73","1","1","0.57","1","0.81","1","0.59","0.32","0.05","0.08","0.3","0.46","0.24","1","0.35","0.51","1","0.27","0.11","0.65","0.49","0.62","0.68","0.43","0.84","0.14"
"Nebarhadinet","0.16","0.05","1","1","0.22","1","0.3","0.14","1","0.08","0.38","1","1","1","1","1","1","1","0.32","0.03","0.27","1","1","1","1","1","0.24","1","0.19","1","1","1","0.11","0.35","1","1","1"
"Nefasit","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","0.11","1","0.05","0.08","1","1","1","1","1","1","1","0.14","1","1","1","1","1","1"
"Negedebrhan","0.3","0.05","1","1","0.24","1","0.35","0.08","1","0.11","0.38","1","1","1","1","1","1","1","0.27","0.16","0.22","0.32","1","0.14","1","1","1","1","0.19","1","1","1","0.03","1","1","1","1"
"Niquara","0.05","0.27","1","0.19","0.03","1","1","0.22","1","0.16","0.08","1","0.24","1","1","1","1","1","1","0.11","0.49","0.14","1","0.32","1","1","0.46","0.3","1","1","1","0.51","0.38","0.43","1","0.35","0.41"
"Qoraro","0.16","0.08","0.54","1","0.24","1","0.51","0.14","0.43","0.27","1","1","1","0.65","0.19","1","1","1","0.68","0.03","0.05","0.22","0.32","0.11","1","0.35","0.41","0.49","0.59","1","0.62","0.57","0.7","0.38","0.46","1","0.3"
"RubaFelege","0.43","0.27","0.84","0.65","0.03","0.73","0.16","0.46","0.62","0.51","0.78","1","1","0.68","0.57","0.81","1","0.38","0.41","0.05","0.08","0.19","0.54","0.14","1","0.7","0.32","1","0.35","0.3","0.59","0.51","0.22","0.76","0.24","1","0.11"
"Santa gelebeda","0.16","0.14","1","1","0.03","1","0.59","0.22","0.32","0.27","0.43","1","1","0.54","0.24","1","1","1","1","0.08","0.11","0.19","0.57","0.05","1","1","0.35","0.41","1","1","0.46","0.3","0.62","0.49","1","0.51","0.38"
"SaratYerawoch","0.11","0.19","1","1","0.14","1","1","0.35","1","0.03","0.16","0.32","1","1","1","1","1","1","0.24","1","1","0.08","1","0.08","1","1","1","0.3","0.27","1","1","1","0.22","1","1","1","1"
"Sefo","0.08","0.41","1","0.65","0.05","1","0.54","0.27","0.03","0.38","1","1","0.7","0.11","0.3","1","1","0.35","0.22","0.16","0.46","0.27","0.49","0.43","1","0.68","1","0.32","0.19","0.51","0.57","1","0.62","0.59","0.73","1","0.14"
"Segena","0.11","0.19","1","1","0.14","1","1","0.35","1","0.03","0.16","0.32","1","1","1","1","1","1","0.24","1","1","0.08","1","0.08","1","1","1","0.3","0.27","1","1","1","0.22","1","1","1","1"
"Seka","1","0.05","1","1","1","1","1","0.03","1","0.08","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11","1","1","1","1","1","1"
"Selamaya","0.43","0.05","1","1","0.03","1","1","1","1","0.14","0.08","1","0.19","1","0.35","1","1","1","1","0.32","0.41","0.11","1","1","1","1","0.24","0.16","1","1","1","0.38","0.3","1","1","0.22","0.27"
"SelamBekalsi","0.16","0.05","0.3","0.22","0.08","0.57","0.89","0.19","0.57","0.24","0.57","0.84","0.62","0.78","0.57","1","0.76","0.27","0.32","0.73","0.59","0.11","0.68","1","1","0.81","0.65","0.57","0.57","0.57","0.57","0.14","0.05","0.57","0.7","0.86","0.92"
"Selamber","0.19","0.22","1","0.16","0.08","1","1","0.38","1","0.03","0.16","1","0.24","1","1","1","1","1","1","1","1","0.27","1","0.16","1","1","0.41","1","0.32","0.3","1","0.35","0.05","1","1","1","1"
"SelamgieAmbarie","0.14","0.19","1","1","0.11","1","1","1","1","0.03","0.16","0.3","1","1","1","1","1","1","1","1","1","0.08","1","0.08","1","1","1","0.27","0.24","1","1","1","0.22","1","1","1","1"
"SelamH","0.14","0.41","1","0.62","0.08","1","0.59","0.3","0.16","0.3","0.46","1","1","0.35","0.3","1","1","0.49","0.3","0.03","0.11","0.3","0.51","0.05","1","0.57","0.38","1","0.54","0.76","0.7","1","0.65","0.43","0.68","0.73","0.32"
"SelamW","1","0.08","1","1","0.3","1","1","0.11","1","0.27","1","1","1","1","0.05","1","1","0.38","0.05","0.16","1","0.14","1","0.19","1","1","1","0.22","1","1","0.35","1","0.24","1","1","1","0.32"
"Selelkula","0.11","0.08","1","1","0.05","1","1","1","1","0.16","1","1","0.24","1","1","1","1","1","1","1","1","0.14","1","0.19","1","1","1","0.22","1","1","1","1","0.03","1","1","1","1"
"SelenWuha","0.16","0.05","0.3","0.22","0.08","0.57","0.89","0.19","0.57","0.24","0.57","0.84","0.62","0.78","0.57","1","0.76","0.27","0.32","0.73","0.59","0.11","0.68","1","1","0.81","0.65","0.57","0.57","0.57","0.57","0.14","0.05","0.57","0.7","0.86","0.92"
"Seloda","0.05","0.38","1","1","1","1","0.16","0.11","1","0.3","1","1","1","1","1","1","1","1","1","0.27","1","0.03","0.35","0.32","1","1","1","0.08","0.22","1","0.24","1","0.14","1","1","1","0.19"
"Sendada","0.46","0.35","0.81","0.24","0.22","0.76","0.14","0.38","0.14","0.59","0.27","1","1","0.16","0.59","0.84","0.86","0.73","0.51","0.03","0.05","0.3","0.49","0.14","1","0.62","0.43","1","0.54","0.32","0.78","0.41","0.65","0.7","0.68","0.89","0.19"
"Serawudi","1","0.03","1","1","0.08","1","1","1","1","0.14","1","1","0.11","1","0.16","1","1","1","1","1","0.24","0.05","1","1","1","1","1","0.19","1","1","1","0.27","1","1","1","1","0.22"
"Seret","0.14","0.03","0.57","0.92","0.19","0.68","0.22","0.35","0.7","0.51","0.51","0.78","0.59","0.86","1","0.62","0.51","0.95","0.27","0.08","0.32","0.11","0.3","0.51","1","0.73","0.54","0.51","0.89","0.76","0.65","0.51","0.05","0.84","0.81","0.24","0.16"
"Sero","0.22","0.38","1","0.59","0.11","1","0.35","0.57","0.19","0.16","1","1","1","0.08","0.54","1","1","0.43","0.27","0.24","0.49","0.32","0.3","0.05","1","0.7","1","0.41","0.14","0.46","0.62","1","0.68","0.65","0.51","1","0.03"
"Shamo","1","1","1","1","0.05","1","1","1","1","0.16","1","1","0.08","1","0.11","1","1","1","1","1","0.14","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ShehochTehara","1","1","1","1","0.05","1","1","1","1","1","0.14","1","1","1","0.08","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.11"
"Shekatekli","1","0.05","1","1","0.14","1","0.22","0.03","1","0.11","0.38","1","1","0.3","1","1","1","0.32","0.24","0.16","0.35","0.27","1","1","1","1","1","1","1","1","0.08","1","0.19","1","1","1","1"
"Shunge","0.43","0.05","1","1","0.03","1","1","1","1","0.14","0.08","1","0.19","1","0.35","1","1","1","1","0.32","0.41","0.11","1","1","1","1","0.24","0.16","1","1","1","0.38","0.3","1","1","0.22","0.27"
"Simret","0.22","0.03","1","0.51","0.14","1","0.11","0.35","0.16","0.49","0.43","1","0.86","0.24","0.46","0.78","0.84","0.57","0.32","0.08","0.41","0.38","0.27","0.19","1","0.73","0.7","0.54","0.3","0.59","0.68","0.65","0.81","0.62","1","0.76","0.05"
"SimretS","0.16","0.03","0.78","0.19","0.08","0.62","0.89","0.3","0.68","0.14","0.32","0.62","0.7","0.27","0.62","0.97","0.86","0.92","0.62","0.81","0.35","0.24","0.38","0.62","1","0.84","0.65","0.62","0.76","0.62","0.62","0.11","0.05","0.62","0.73","0.95","0.22"
"SimretT","1","0.08","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","0.24","1","0.14","0.16","0.05","1","0.19","1","1","1","1","1","1","0.22","1","0.11","1","1","1","1"
"Sinkata","0.46","0.35","0.81","0.24","0.22","0.76","0.14","0.38","0.14","0.59","0.27","1","1","0.16","0.59","0.84","0.86","0.73","0.51","0.03","0.05","0.3","0.49","0.14","1","0.62","0.43","1","0.54","0.32","0.78","0.41","0.65","0.7","0.68","0.89","0.19"
"Siye","1","0.03","1","1","1","1","0.22","0.05","1","0.11","0.27","1","1","1","1","1","1","1","1","0.24","0.19","0.14","1","0.16","1","1","1","1","1","1","0.3","1","0.08","1","1","1","1"
"Smret","1","0.08","1","1","1","1","1","0.03","1","0.24","1","1","1","1","1","1","1","0.27","1","0.11","1","0.05","1","1","1","1","1","0.14","1","1","0.19","1","0.16","1","1","0.22","1"
"Sorya","0.11","0.03","0.78","0.38","0.08","0.51","0.84","0.38","1","0.16","0.24","1","0.46","0.81","0.41","1","1","0.43","0.38","0.14","0.59","0.22","0.65","0.57","1","0.54","0.7","0.38","0.49","1","0.76","0.19","0.05","0.38","0.73","0.62","0.68"
"Suha","0.14","1","1","1","0.08","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","0.16","1","0.11","1","0.19","1","1","1","1","1","1","1","1","0.03","1","1","1","1"
