"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET","AVE"
"Wariba",1,0.444444444444444,0.444444444444444,0.222222222222222,1,0.444444444444444,0,0.111111111111111,0.380952380952381
"Wedikeshi",1,0.666666666666667,0.444444444444444,0.333333333333333,1,0.222222222222222,0,0.333333333333333,0.428571428571429
"Werabaye",,,,,,,,,-0.142857142857143
"Werkamba",1,0.444444444444444,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.333333333333333,0.46031746031746
"Wobo",1,0.428571428571429,0.857142857142857,0.714285714285714,1,0.142857142857143,0,0.142857142857143,0.469387755102041
"Wonberoch",1,0.222222222222222,0.444444444444444,0.333333333333333,1,0.333333333333333,0,0.111111111111111,0.349206349206349
"Wondye",1,0.333333333333333,0.222222222222222,0.333333333333333,1,0.444444444444444,0,0.111111111111111,0.349206349206349
"Worego",1,0.444444444444444,0.666666666666667,0.555555555555556,1,0.444444444444444,0.111111111111111,0.111111111111111,0.476190476190476
"WorgajaWagi",1,0.555555555555556,0.555555555555556,0.555555555555556,1,0.333333333333333,0.111111111111111,0,0.444444444444444
"WoryaMeskel",1,0.777777777777778,0.555555555555556,0.777777777777778,1,0.333333333333333,0.111111111111111,0.222222222222222,0.53968253968254
"Woyenti",1,0.777777777777778,0.555555555555556,0.111111111111111,1,0.111111111111111,0.111111111111111,0.222222222222222,0.412698412698413
"Woynye",1,0.666666666666667,0.777777777777778,0.777777777777778,1,0.333333333333333,0.111111111111111,0.111111111111111,0.53968253968254
"WuhdetG",1,0.666666666666667,0.555555555555556,0.222222222222222,1,0.111111111111111,0.222222222222222,0.222222222222222,0.428571428571429
"WuhdetK",1,0.555555555555556,0.555555555555556,0.333333333333333,1,0.222222222222222,0.111111111111111,0.444444444444444,0.46031746031746
"WushaTires",1,0.333333333333333,0.555555555555556,0.333333333333333,1,0.111111111111111,0.111111111111111,0.111111111111111,0.365079365079365
"Yedwuha",1,0.222222222222222,0.666666666666667,0.666666666666667,1,0.333333333333333,0.111111111111111,0.111111111111111,0.444444444444444
"Yeju",1,0.222222222222222,0.666666666666667,0.111111111111111,1,0.222222222222222,0,0.111111111111111,0.333333333333333
"Yetefet",1,0.222222222222222,0.333333333333333,0.333333333333333,1,0.222222222222222,0,0.111111111111111,0.317460317460317
"YifagAkababi",1,0.444444444444444,0.555555555555556,0.222222222222222,1,0.111111111111111,0.111111111111111,0.111111111111111,0.365079365079365
"Yitihana",1,0.5,0.75,0.375,1,0.125,0,0.25,0.428571428571429
"Zata",,,,,,,,,-0.142857142857143
"Ziha",1,0.555555555555556,0.666666666666667,0.444444444444444,1,0.333333333333333,0.111111111111111,0.333333333333333,0.492063492063492
"ZihonHuha",1,0.666666666666667,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.111111111111111,0.46031746031746
"ZobarYikuanda",1,0.777777777777778,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.222222222222222,0.492063492063492
"Zongi",1,0.555555555555556,0.444444444444444,0.222222222222222,1,0.444444444444444,0.111111111111111,0.333333333333333,0.444444444444444
"AVE",1,0.47465524671407,0.524662429074194,0.392022193492782,1,0.299244056596998,0.0718954248366013,0.264616102851397,0.432442207652292
