"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"EndaBagerima","1","1","1","1","1","1",,"0.88"
"Endabano","1","1","1","1","1","0.95",,"0.75"
"Endachiwa","1","1","1","1","1","0.89",,"0.84"
"EndaFelasi","1","1","1","0.41","1","1",,"0.75"
"Endagahamus","1","1","1","0.38","1","0.97",,"0.84"
"Endamariam","1","1","1","1","1","1",,"0.78"
"Erba","0.89","0.59","1","1","0.89","0.84",,"0.94"
"Esiret","1","1","1","1","1","0.95",,"0.91"
"Estifanos","1","1","1","1","1","1",,"0.94"
"Fala","1","1","1","1","1","0.65",,"0.97"
"Felegehiwot","1","1","1","1","1","0.97",,"1"
"FelegeWayane","1","1","1","1","1","0.81",,"0.88"
"FikreAlem","0.65","1","1","1","0.65","0.92",,"0.88"
"Filatako","1","1","1","0.3","1","0.84",,"1"
"Gebsit","1","1","1","1","1","0.68",,"1"
"Gedayasu","1","1","1","1","1","0.62",,"1"
"GelaMatebiya","1","1","1","1","1","0.97",,"0.94"
"Gendebta","1","1","1","1","1","0.92",,"0.84"
"Geneti","0.3","0.3","1","1","0.3","0.73",,"0.69"
"Genfel","1","1","1","1","1","0.86",,"0.88"
"Gera","1","1","1","1","1","1",,"0.88"
"Gerjale","0.86","1","1","1","0.86","0.95",,"0.91"
"GetskiMilesiley","1","1","1","1","1","0.92",,"0.81"
"Gijet","1","1","1","1","1","1",,"0.81"
"Ginaza","1","1","1","1","1","1",,"0.94"
"Golgolemalee","1","1","1","1","1","0.76",,"0.88"
"Goshedur","1","1","1","1","1","0.92",,"1"
"Goza","1","1","1","1","1","0.95",,"0.91"
"Grwre","1","1","1","1","1","1",,"0.88"
"GuemseAgamet","1","1","1","1","1","0.89",,"0.81"
"Guroro","1","1","1","1","1","0.89",,"0.81"
"Guya","1","1","1","1","1","0.89",,"0.81"
"Habees","1","1","1","1","1","0.68",,"0.88"
"Hadashtekli","1","1","1","1","1","1",,"0.81"
"HadeAlga","0.35","0.19","1","1","0.35","0.89",,"0.94"
"HadnetK","1","1","1","1","1","0.84",,"0.84"
"HadnetS","1","1","1","0.49","1","0.84",,"0.81"
"HadushAdi","1","1","1","1","1","0.92",,"0.81"
"HadushHiwet","0.89","1","1","1","0.89","0.43",,"0.81"
"HagereGenet","0.46","1","1","1","0.46","1",,"1"
"HagereSelamE","1","1","1","1","1","1",,"1"
"HagereSelamW","0.51","1","1","1","0.51","0.97",,"0.91"
"Hangoda","1","1","1","0.49","1","0.84",,"0.81"
"Hareko","1","1","1","1","1","1",,"0.91"
"Hawelti","0.3","0.3","1","1","0.3","0.73",,"0.69"
"Hayelom","1","1","1","1","1","0.84",,"0.78"
"Hintsa","1","1","1","1","1","0.89",,"0.91"
"HintsaWaza","1","1","1","1","1","0.84",,"0.91"
"HizbaTeklehymanot","0.81","1","1","1","0.81","0.86",,"0.69"
"ImbaRufael","1","1","1","1","1","0.97",,"0.88"
"Jijqe","1","1","1","1","1","0.95",,"0.81"
"JimanDeregeha","1","1","1","1","1","0.95",,"0.94"
"Jira","1","1","1","1","1","1",,"0.72"
"kabe","1","1","1","1","1","0.95",,"0.94"
"Karima","1","1","1","1","1","0.97",,"1"
"Keregna","1","1","1","1","1","0.95",,"0.94"
"Kihen","1","1","1","1","1","0.68",,"0.84"
"Kita","1","1","1","1","1","0.97",,"0.97"
"Korme","0.86","1","1","1","0.86","0.92",,"0.91"
"Ksadacki","1","1","1","1","1","0.97",,"0.69"
"Kudo","1","1","1","1","1","1",,"0.84"
"Kuluferha","1","1","1","1","1","0.84",,"0.75"
"KuluGizeLemlem","0.84","1","1","1","0.84","1",,"0.97"
"LaelayDayu","0.86","1","1","1","0.86","1",,"0.97"
"Laelayhahaile","1","1","1","1","1","1",,"0.84"
"LaelayMegariaTsemri","1","1","1","1","1","0.97",,"0.78"
"Lalaylogomti","1","1","1","1","1","0.89",,"0.84"
"Ledy","1","1","1","1","1","1",,"1"
"Lemlem","1","1","1","1","1","1",,"0.91"
"LemlemArena","0.65","1","1","1","0.65","1",,"0.91"
"Libo ","1","1","1","1","1","0.86",,"0.94"
"Limaat","0.84","1","1","1","0.84","0.97",,"0.97"
"Limat","1","1","1","1","1","0.78",,"0.81"
"Lul","0.43","1","1","1","0.43","1",,"1"
"LusinaAbegeldi","1","1","1","1","1","0.95",,"0.94"
"Maekelawi","1","1","1","0.38","1","0.97",,"0.84"
"MaekelSegli","1","1","1","1","1","1",,"0.75"
"MahbereWeyni","1","1","1","1","1","0.95",,"0.84"
"MariamShewito","1","1","1","1","1","0.97",,"0.88"
"Martadios","1","1","1","1","1","0.89",,"0.94"
"MayChekemte","1","1","1","1","1","1",,"0.84"
"MayNebri","1","1","1","1","1","0.97",,"0.91"
"Maysuru","1","1","1","1","1","0.97",,"0.78"
"MayTeklia","1","1","1","1","1","1",,"0.91"
"Mearey","1","1","1","1","1","1",,"0.94"
"Mechare","0.3","0.43","1","1","0.3","0.95",,"0.75"
"Mechena","1","1","1","1","1","0.92",,"0.94"
"MehalGoncha","0.3","1","1","1","0.3","0.7",,"1"
"Mekan ","0.62","1","1","1","0.62","0.92",,"0.91"
"MekaneGenet","0.41","1","1","1","0.41","1",,"1"
"Melabesh","1","1","1","1","1","0.92",,"1"
"MendereMariam","1","1","1","1","1","0.89",,"0.84"
"Menegobena","1","1","1","1","1","0.84",,"1"
"Menji","1","1","1","1","1","0.81",,"0.81"
"Mergech","1","1","1","1","1","0.86",,"1"
"Mesanu","1","1","1","1","1","1",,"0.84"
"Mesehle","1","1","1","1","1","0.97",,"0.75"
"Meswaeti ","0.62","1","1","1","0.62","0.92",,"0.91"
"Metkel","1","1","1","1","1","0.95",,"0.91"
"MetkelLemat","1","1","1","1","1","0.89",,"0.91"
"Mezbr","1","1","1","0.14","1","1",,"0.78"
"MichelDebre","1","1","1","1","1","0.81",,"0.84"
"Miraf","1","1","1","1","1","1",,"1"
"Misema","1","1","1","1","1","1",,"0.69"
"Mitad","1","1","1","1","1","0.84",,"0.94"
"MitinaYimach","1","1","1","1","1","1",,"1"
"Mozen","1","1","1","1","1","0.84",,"1"
"Mozutey","1","1","1","1","1","0.73",,"0.91"
"Mtsaiwerki","1","1","1","1","1","0.84",,"0.81"
"Nagash","1","1","1","1","1","0.54",,"0.88"
"Nebarhadinet","1","1","1","1","1","1",,"0.91"
"Nefasit","1","1","1","1","1","1",,"0.75"
"Negedebrhan","1","1","1","1","1","1",,"0.88"
"Niquara","1","1","1","1","1","1",,"0.97"
"Qoraro","1","1","1","1","1","1",,"0.78"
"RubaFelege","1","1","1","1","1","0.84",,"0.88"
"Santa gelebeda","1","1","1","1","1","1",,"0.81"
"SaratYerawoch","0.32","1","1","1","0.32","1",,"1"
"Sefo","1","1","1","1","1","1",,"0.84"
"Segena","0.32","1","1","1","0.32","0.95",,"1"
"Seka","1","1","1","1","1","0.97",,"0.69"
"Selamaya","1","1","1","1","1","0.97",,"0.94"
"SelamBekalsi","0.84","1","1","1","0.84","1",,"0.97"
"Selamber","1","1",,"1","1","0.95",,"1"
"SelamgieAmbarie","0.3","1","1","1","0.3","0.92",,"1"
"SelamH","1","1","1","1","1","0.89",,"0.78"
"SelamW","1","1","1","1","1","1",,"0.88"
"Selelkula","1","1","1","1","1","0.95",,"1"
"SelenWuha","0.84","1","1","1","0.84","0.92",,"0.97"
"Seloda","1","1","1","1","1","0.81",,"0.88"
"Sendada","1","1","1","1","1","0.81",,"0.88"
"Serawudi","1","1","1","1","1","0.92",,"0.94"
"Seret","0.78","1","1","1","0.78","1",,"0.91"
"Sero","1","1","1","1","1","0.97",,"0.78"
"Shamo","1","1","1","1","1","1",,"0.94"
"ShehochTehara","1","1","1","1","1","0.95",,"0.94"
"Shekatekli","1","1","1","1","1","0.73",,"0.81"
"Shunge","1","1","1","1","1","1",,"0.94"
"Simret","1","1","1","1","1","1",,"0.88"
"SimretS","0.62","1","1","1","0.62","0.86",,"0.91"
"SimretT","1","1","1","1","1","0.92",,"0.88"
"Sinkata","1","1","1","1","1","0.89",,"0.81"
"Siye","1","1","1","1","1","1",,"0.88"
"Smret","1","1","1","1","1","0.86",,"0.81"
"Sorya","1","1","1","1","1","0.84",,"0.97"
"Suha","1","1","1","1","1","1",,"1"
"Tahtayhaya","0.7","1","1","1","0.7","0.95",,"0.91"
"TahtayDaeroka","1","1","1","1","1","0.92",,"0.84"
"TahtayLegomti","1","1","1","1","1","0.92",,"0.88"
"TahtayMegariaTsebri","1","1","1","1","1","0.97",,"0.78"
"Tao","1","1","1","1","1","1",,"0.91"
"TaraGedam","1","1","1","1","1","0.95",,"0.94"
"TaraSenba","1","1","1","1","1","0.97",,"0.94"
"Tekea","0.54","1","1","1","0.54","0.7",,"0.84"
"Tekleweyni","1","1","1","1","1","1",,"0.88"
"Tetatiro","1","1","1","1","1","0.92",,"1"
"Tibaga","1","1","1","1","1","0.97",,"0.94"
"Tigage","1","1","1","1","1","0.97",,"0.88"
"Tsae","1","1","1","1","1","1",,"0.81"
"Tsetsera","0.76","1","1","1","0.76","0.59",,"0.97"
"Tseykeme","1","1","1","1","1","1",,"0.88"
"Tsigea","0.3","0.3","1","1","0.3","0.73",,"0.69"
"Ulaga","0.92","1","1","1","0.92","0.7",,"1"
"Wargba","0.3","0.3","1","1","0.3","0.76",,"0.69"
"Wariba","1","1","1","1","1","0.97",,"0.97"
"Wedikeshi","1","1","1","1","1","0.92",,"0.88"
"Werabaye","0.7","1","1","1","0.7","0.95",,"0.91"
"Werkamba","1","1","1","1","1","0.95",,"0.75"
"Wobo","1","1","1","1","1","0.97",,"1"
"Wonberoch","1","1","1","1","1","0.84",,"0.94"
"Wondye","0.32","1","1","1","0.32","0.84",,"1"
"Worego","1","1","1","1","1","0.86",,"1"
"WorgajaWagi","1","1","1","1","1","0.89",,"0.88"
"WoryaMeskel","0.41","1","1","1","0.41","0.97",,"1"
"Woyenti","1","1","1","1","1","0.95",,"0.84"
"Woynye","1","1","1","1","1","0.65",,"1"
"WuhdetG","1","1","1","0.3","1","1",,"0.88"
"WuhdetK","0.57","1","1","1","0.57","1",,"0.81"
"WushaTires","1","1","1","1","1","0.97",,"0.94"
"Yedwuha","1","1","1","1","1","0.95",,"1"
"Yeju","1","1","1","1","1","0.89",,"1"
"Yetefet","0.41","1","1","1","0.41","1",,"1"
"YifagAkababi","1","1","1","1","1","0.97",,"0.94"
"Yitihana","1","1","1","1","1","0.92",,"1"
"Zata","1","1","1","1","1","0.84",,"0.78"
"Ziha","1","1","1","1","1","0.95",,"0.94"
"ZihonHuha","1","1","1","1","1","1",,"1"
"ZobarYikuanda","0.41","1","1","1","0.41","0.95",,"1"
"Zongi","1","1","1","1","1","1",,"0.88"
