"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","25","54","0.14","75","1","75","1","75","1","54.3101607352941","0.14","0.267642538611993","0.27",,,"47.4991336447894","0.03"
"1984-1977","27","54","0.11","75","1","75","1","75","1","53.554914","0.11","0.239740369923454","0.05",,,"121.070119450477","0.97"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.272884110743556","0.3",,,"104.736022686151","0.66"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.256243743269144","0.19",,,"100.948110898523","0.53"
"1987-1980","87","27","0.03","75","1","73","0.08","67","0.05","27.4719313714286","0.03","0.247312167992943","0.11",,,"98.4342917518274","0.41"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.289403902988544","0.54",,,"109.986222616834","0.84"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.28571947479108","0.46",,,"105.794235993853","0.69"
"1990-1983","10","61","0.19","75","1","75","1","75","1","60.529397","0.19","0.289332618450596","0.51",,,"109.409226117214","0.81"
"1991-1984","2","64","0.24","75","1","75","1","75","1","64.168541","0.24","0.285319200382714","0.43",,,"69.2518971346925","0.25"
"1992-1985","77","32","0.05","75","1","67.6","0.03","75","1","31.910909","0.05","0.289645189421714","0.59",,,"65.2478332667289","0.16"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.247443791135974","0.14",,,"92.3603955654825","0.38"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.293938204687796","0.68",,,"134.529143528166","1"
"1995-1988","0","72","0.32","75","1","71.3","0.05","75","1","72.1196381622782","0.32","0.273646246814517","0.32",,,"90.3107465328359","0.34"
"1996-1989","0","75","1","75","1","75","1","75","1","75","1","0.22779329212349","0.03",,,"114.000150838411","0.94"
"1997-1990","0","75","1","75","1","75","1","75","1","75","1","0.2512050108314","0.16",,,"62.6809193503527","0.12"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.275707821487108","0.41",,,"66.8103559706958","0.19"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.294678414899445","0.73",,,"75.2893815825835","0.28"
"2000-1993","0","75","1","75","1","75","1","75","1","75","1","0.292473","0.65",,,"87.5","0.31"
"2001-1994","0","75","1","75","1","75","1","75","1","75","1","0.24462","0.08",,,"54.6","0.09"
"2002-1995","0","72","0.3","75","1","75","1","75","1","71.812413","0.3","0.2671651","0.24",,,"54.1","0.06"
"2003-1996","0","75","0.35","75","1","75","1","75","1","74.694664","0.35","0.2944171","0.7",,,"98.9","0.44"
"2004-1997","25","54","0.16","75","1","75","1","75","1","54.37783","0.16","0.2895072","0.57",,,"68.1","0.22"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2590127","0.22",,,"109.4","0.78"
"2006-1999","6","62","0.22","75","1","75","1","75","1","62.410725","0.22","0.2742524","0.35",,,"110.9","0.88"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2747637","0.38","18","0.36","112.9","0.91"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.2859186","0.49","16.97581","0.27","103.3","0.56"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.3014715","0.76","19.24194","0.64","100.2","0.5"
"2010-2003","0","67","0.27","75","1","75","1","75","1","67.449564","0.27","0.2924117","0.62","18.16935","0.45","106.4","0.72"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.3236461","0.81","15.15323","0.09","108.9","0.75"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.3151165","0.78","19.14516","0.55","99","0.47"
"2013-2006","0","75","1","75","1","75","1","75","1","75","1","0.3492047","0.86","23.41936","0.91","104.6","0.62"
"2014-2007","0","75","1","75","1","75","1","75","1","75","1","0.3775409","0.97","21.54032","0.82","104.3","0.59"
"2015-2008","56","41","0.08","75","1","73.2","0.11","61","0.03","40.921199","0.08","0.3252229","0.84","15.93548","0.18",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.3665335","0.92","20.62903","0.73",,
"2017-2010","0","75","1","75","1","75","1","75","1","75","1","0.374015","0.95","23.75806","1",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.364915","0.89",,,,
"2019-2012","0","75","1","75","1","75","1","75","1","75","1","0.3846427","1",,,,
