"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.38",,"0.41"
"Abara","1","1","1","1","1","0.84",,"0.84"
"Abarwuha","1","1","1","1","1","0.51",,"0.56"
"Abaselima","1","1","1","1","1","0.76",,"0.84"
"Abina","1","1","1","1","1","0.49",,"0.41"
"AbrahaAtsbaha","1","1","1","1","1","0.38",,"0.5"
"Abrekuy","1","1","1","1","1","0.7",,"0.84"
"AdekeAla","1","1","1","1","1","0.62",,"0.31"
"Adekiney","1","1","1","1","1","0.68",,"0.5"
"AderSeg","1","1","1","1","1","0.22",,"0.41"
"Adibearj","1","1","1","1","1","0.73",,"0.59"
"AdiHa","1","1","1","1","1","0.95",,"0.41"
"AdiKisandid","0.65","1","1","1","0.65","0.84",,"0.5"
"Adisalem","1","1","1","1","1","0.43",,"0.56"
"AdisAlemS","1","1","1","1","1","0.78",,"0.31"
"AdisAlemW","1","1","1","1","1","0.32",,"0.81"
"Adiselam","1","1","1","1","1","0.27",,"0.47"
"Adishimbirkti","0.51","1","1","0.32","0.51","0.14",,"0.69"
"AdisKigni","0.57","1","1","0.59","0.57","0.86",,"0.62"
"Adiyikoro","1","1","1","1","1","0.59",,"0.81"
"Adizata","1","1","1","1","1","0.49",,"0.81"
"Adreb","1","1","1","1","1","0.22",,"0.47"
"AgazenMeda","1","1","1","1","1","0.41",,"0.56"
"Agazi","0.78","1","1","1","0.78","0.57",,"0.44"
"Agbe","1","1","1","1","1","0.65",,"0.41"
"Agela","1","1","1","1","1","0.84",,"0.41"
"Agid","1","1","1","1","1","0.68",,"0.53"
"AlemeTesfa","1","1","1","1","1","0.44",,"0.56"
"AmdiWeyane","1","1","1","1","1","0.81",,"0.31"
"Amedwuha","0.51","1","1","1","0.51","0.11",,"0.75"
"Ameno","1","1","1","1","1","0.84",,"0.41"
"Amisetya","1","1","1","1","1","0.68",,"0.34"
"Angot","1","1","1","1","1","0.7",,"0.56"
"Anigot","1","1","1","1","1","0.76",,"0.41"
"Ansheb","1","1","1","1","1","0.49",,"0.44"
"AquaShumoch","1","1","1","1","1","0.81",,"0.16"
"Aquha","1","1","1","1","1","0.7",,"0.34"
"Arena","1","1","1","1","1","0.41",,"0.62"
"Asmena","0.92","1","1","1","0.92","0.7",,"0.44"
"Asta","1","1","1","1","1","0.81",,"0.41"
"Atakilti","1","1","1","1","1","0.35",,"0.41"
"AwetBikalsi","1","1","1","1","1","0.95",,"0.41"
"AwusaMeda","1","1","1","1","1","0.41",,"0.56"
"Ayba","0.78","1","1","1","0.78","0.92",,"0.5"
"Aynalem","1","1","1","1","1","0.59",,"0.5"
"Bala","0.57","1","1","0.59","0.57","0.76",,"0.62"
"Balarab","1","1","1","1","1","0.73",,"0.34"
"Bamba","1","1","1","1","1","0.43",,"0.31"
"BarkaAdiswha","0.62","1","1","1","0.62","0.86",,"0.5"
"Begasheka","1","1","1","1","1","0.54",,"0.41"
"Berlay","1","1","1","1","1","0.16",,"0.56"
"Betgebez","1","1","1","1","1","0.24",,"0.41"
"Bethans","1","1","1","1","1","0.78",,"0.66"
"BilbWuha","1","1","1","1","1","0.76",,"0.31"
"Birkutea","1","1","1","1","1","0.89",,"0.41"
"Boneya","1","1","1","1","1","0.81",,"0.84"
"Burkoche","1","1","1","1","1","0.62",,"0.34"
"Cheli","1","1","1","1","1","1",,"0.31"
"Darubekeda","0.49","1","1","1","0.49","0.49",,"0.69"
"Deberkerbye","1","1","1","1","1","0.84",,"0.47"
"DeberAbaJale","1","1","1","1","1","0.81",,"0.16"
"DebrAbay","1","1","1","1","1","0.41",,"0.56"
"DebreAliays","1","1","1","1","1","0.46",,"0.56"
"Debrebirhan","1","1","1","1","1","0.84",,"0.41"
"Debrebrhan","0.49","1","1","1","0.49","0.62",,"0.16"
"DebreGenet","1","1","1","1","1","0.41",,"0.56"
"DebreGenetA","1","1","1","1","1","0.57",,"0.66"
"DebreGenetK","1","1","1","1","1","0.68",,"0.41"
"DebreGeorgis","1","1","1","1","1","0.41",,"0.56"
"DebreKidusan","1","1","1","1","1","0.68",,"0.56"
"Debremawie","1","1","1","1","1","0.3",,"0.56"
"Debreselam","1","1","1","1","1","0.05",,"0.41"
"Debrinetseb","1","1","1","1","1","0.78",,"0.41"
"Dekera","1","1","1","1","1","0.38",,"0.41"
"DembezaAmbaLay","1","1","1","1","1","0.14",,"0.56"
"Derit","1","1","1","1","1","0.46",,"0.56"
"Derita","1","1","1","1","1","0.84",,"0.41"
"Dinkashena","1","1","1","1","1","0.22",,"0.16"
"Ebo","0.86","1","1","1","0.86","0.03",,"0.5"
"Edagaarbi","0.73","1","1","1","0.73","0.38",,"0.47"
"EmbaAhfrom","1","1","1","1","1","0.14",,"0.81"
"EmbachekoGunaguna","1","1","1","1","1","0.46",,"0.16"
"EndaBagerima","1","1","1","1","1","0.68",,"0.66"
"Endabano","1","1","1","1","1","0.14",,"0.59"
"Endachiwa","1","1","1","1","1","0.84",,"0.81"
"EndaFelasi","1","1","1","1","1","0.35",,"0.59"
"Endagahamus","1","1","1","1","1","0.24",,"0.81"
"Endamariam","1","1","1","1","1","0.03",,"0.41"
"Erba","0.7","1","1","0.81","0.7","0.76",,"0.41"
"Esiret","1","1","1","1","1","0.3",,"0.31"
"Estifanos","1","1","1","1","1","0.76",,"0.41"
"Fala","0.46","1","1","1","0.46","0.14",,"0.53"
"Felegehiwot","1","1","1","1","1","0.78",,"0.56"
"FelegeWayane","0.73","1","1","1","0.73","0.78",,"0.5"
"FikreAlem","0.43","1","1","1","0.43","0.57",,"0.44"
"Filatako","1","1","1","1","1","0.76",,"0.56"
"Gebsit","1","1","1","1","1","0.54",,"0.84"
"Gedayasu","1","1","1","1","1","0.68",,"0.44"
"GelaMatebiya","1","1","1","1","1","0.54",,"0.16"
"Gendebta","1","1","1","1","1","0.3",,"0.81"
"Geneti","0.89","1","1","1","0.89","0.19",,"0.5"
"Genfel","0.65","1","1","1","0.65","0.62",,"0.5"
"Gera","1","1","1","1","1","0.08",,"0.22"
"Gerjale","0.62","1","1","0.76","0.62","0.41",,"0.53"
"GetskiMilesiley","1","1","1","1","1","0.68",,"0.41"
"Gijet","1","1","1","1","1","0.76",,"0.41"
"Ginaza","1","1","1","1","1","0.54",,"0.53"
"Golgolemalee","0.73","1","1","1","0.73","0.81",,"0.5"
"Goshedur","1","1","1","1","1","0.76",,"0.56"
"Goza","1","1","1","1","1","0.78",,"0.31"
"Grwre","1","1","1","1","1","0.3",,"0.22"
"GuemseAgamet","0.76","1","1","1","0.76","0.81",,"0.44"
"Guroro","1","1","1","1","1","0.84",,"0.41"
"Guya","1","1","1","1","1","0.78",,"0.41"
"Habees","0.62","1","1","1","0.62","0.84",,"0.5"
"Hadashtekli","1","1","1","1","1","0.22",,"0.41"
"HadeAlga","0.92","0.68","1","0.76","0.92","0.03",,"0.41"
"HadnetK","0.62","1","1","1","0.62","0.7",,"0.81"
"HadnetS","0.78","1","1","1","0.78","0.57",,"0.44"
"HadushAdi","0.84","1","1","1","0.84","0.65",,"0.44"
"HadushHiwet","0.92","1","1","1","0.92","0.73",,"0.44"
"HagereGenet","1","1","1","1","1","0.43",,"0.56"
"HagereSelamE","1","1","1","1","1","0.57",,"0.56"
"HagereSelamW","0.65","1","1","1","0.65","0.62",,"0.22"
"Hangoda","0.78","1","1","1","0.78","0.57",,"0.44"
"Hareko","1","1","1","1","1","0.57",,"0.66"
"Hawelti","0.89","1","1","0.62","0.89","0.03",,"0.5"
"Hayelom","1","1","1","1","1","0.46",,"0.41"
"Hintsa","1","1","1","1","1","0.78",,"0.31"
