"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.24","1","1","1","0.24","0.7",,"0.19"
"Abara","0.19","1","1","1","0.19","0.89",,"0.81"
"Abarwuha","0.27","1","1","1","0.27","1",,"0.53"
"Abaselima","1","1","1","1","1","0.92",,"0.81"
"Abina","0.16","1","1","1","0.16","0.16",,"0.19"
"AbrahaAtsbaha","0.38","1","1","0.24","0.38","0.3",,"0.22"
"Abrekuy","1","1","1","1","1","0.95",,"0.81"
"AdekeAla","0.22","1","0.03","0.05","0.22","0.3",,"0.19"
"Adekiney","0.35","1","1","1","0.35","0.32",,"0.03"
"AderSeg","0.24","1","1","1","0.24","0.43",,"0.19"
"Adibearj","0.03","1","1","1","0.03","0.51",,"0.06"
"AdiHa","0.11","1","1","0.05","0.11","0.49",,"0.09"
"AdiKisandid","0.54","1","1","0.27","0.54","0.24",,"0.22"
"Adisalem","0.3","1","1","1","0.3","0.92",,"0.59"
"AdisAlemS","0.22","1","1","0.05","0.22","0.05",,"0.19"
"AdisAlemW","0.22","1","1","0.19","0.22","0.03",,"0.03"
"Adiselam","0.03","1","1","1","0.03","0.7",,"0.09"
"Adishimbirkti","0.24","1","1","1","0.24","0.57",,"0.47"
"AdisKigni","0.19","1","1","0.57","0.19","0.65",,"0.59"
"Adiyikoro","0.24","1","1","1","0.24","0.22",,"0.03"
"Adizata","0.24","1","1","1","0.24","0.22",,"0.03"
"Adreb","0.03","1","1","1","0.03","0.3",,"0.09"
"AgazenMeda","1","1","1","1","1","1",,"0.53"
"Agazi","0.27","1","1","0.27","0.27","0.43",,"0.12"
"Agbe","0.05","1","1","1","0.05","0.16",,"0.09"
"Agela","1","1","1","1","1","0.95",,"0.06"
"Agid","1","1","1","1","1","1",,"0.16"
"AlemeTesfa","0.27","1","1","0.59","0.27","0.96",,"0.59"
"AmdiWeyane","0.22","1","1","0.05","0.22","0.05",,"0.19"
"Amedwuha","0.35","1","1","1","0.35","0.84",,"0.59"
"Ameno","1","1","1","1","1","0.95",,"0.06"
"Amisetya","0.19","1","1","1","0.19","0.19",,"0.5"
"Angot","0.27","1","1","1","0.27","0.97",,"0.53"
"Anigot","1","1","1","1","1","0.92",,"0.06"
"Ansheb","0.19","1","1","1","0.19","0.73",,"0.56"
"AquaShumoch","1","1","1","1","1","0.95",,"0.47"
"Aquha","0.19","1","1","1","0.19","0.19",,"0.5"
"Arena","0.14","1","0.14","0.11","0.14","0.19",,"0.06"
"Asmena","0.62","1","1","1","0.62","0.54",,"0.12"
"Asta","1","1","1","1","1","0.97",,"0.06"
"Atakilti","0.03","1","1","1","0.03","0.59",,"0.25"
"AwetBikalsi","0.11","1","1","0.11","0.11","0.41",,"0.09"
"AwusaMeda","0.27","1","1","1","0.27","0.95",,"0.59"
"Ayba","0.7","1","1","1","0.7","0.3",,"0.44"
"Aynalem","0.38","1","1","0.3","0.38","0.03",,"0.22"
"Bala","0.19","1","0.54","0.49","0.19","0.27",,"0.59"
"Balarab","0.19","1","1","1","0.19","0.19",,"0.5"
"Bamba","0.03","1","0.03","0.03","0.03","0.24",,"0.19"
"BarkaAdiswha","0.49","1","1","1","0.49","0.3",,"0.22"
"Begasheka","0.03","1","1","1","0.03","0.73",,"0.25"
"Berlay","0.32","1","1","1","0.32","0.97",,"0.59"
"Betgebez","0.68","1","1","1","0.68","0.43",,"0.03"
"Bethans","0.11","1","1","1","0.11","0.19",,"0.12"
"BilbWuha","0.11","1","1","1","0.11","1",,"0.03"
"Birkutea","1","1","1","1","1","1",,"0.06"
"Boneya","1","1","1","1","1","0.86",,"0.81"
"Burkoche","0.43","1","1","1","0.43","0.19",,"0.5"
"Cheli","0.16","1","1","1","0.16","0.14",,"0.19"
"Darubekeda","0.49","1","1","1","0.49","0.57",,"0.47"
"Deberkerbye","0.03","1","1","1","0.03","0.59",,"0.19"
"DeberAbaJale","1","1","1","1","1","0.95",,"0.47"
"DebrAbay","0.22","1","1","1","0.22","0.57",,"0.59"
"DebreAliays","0.38","1","1","1","0.38","0.97",,"0.59"
"Debrebirhan","0.3","1","1","0.19","0.3","0.35",,"0.16"
"Debrebrhan","0.3","1","1","0.22","0.3","0.05",,"0.06"
"DebreGenet","0.3","1","1","1","0.3","0.92",,"0.59"
"DebreGenetA","0.11","1","1","1","0.11","0.16",,"0.12"
"DebreGenetK","0.03","1","1","0.03","0.03","0.49",,"0.25"
"DebreGeorgis","0.27","1","1","1","0.27","0.97",,"0.59"
"DebreKidusan","0.19","1","1","1","0.19","0.7",,"0.59"
"Debremawie","0.32","1","1","1","0.32","0.89",,"0.59"
"Debreselam","0.24","1","1","0.19","0.24","0.14",,"0.16"
"Debrinetseb","0.05","1","1","0.03","0.05","0.35",,"0.25"
"Dekera","0.11","1","1","0.08","0.11","0.05",,"0.16"
"DembezaAmbaLay","0.32","1","1","1","0.32","1",,"0.59"
"Derit","1","1","1","1","1","1",,"0.53"
"Derita","1","1","1","1","1","0.92",,"0.06"
"Dinkashena","0.43","1","1","1","0.43","0.46",,"0.34"
"Ebo","0.65","1","0.41","0.41","0.65","0.16",,"0.44"
"Edagaarbi","0.32","1","1","1","0.32","0.27",,"0.09"
"EmbaAhfrom","0.27","1","1","1","0.27","0.32",,"0.03"
"EmbachekoGunaguna","1","1","1","1","1","0.92",,"0.47"
"EndaBagerima","0.16","1","1","1","0.16","0.11",,"0.12"
"Endabano","0.08","1","1","0.03","0.08","0.32",,"0.25"
"Endachiwa","0.11","1","0.11","0.05","0.11","0.24",,"0.03"
"EndaFelasi","0.11","1","1","0.38","0.11","0.41",,"0.25"
"Endagahamus","0.08","1","1","0.54","0.08","0.19",,"0.03"
"Endamariam","0.57","1","1","1","0.57","0.32",,"0.03"
"Erba","0.24","0.59","1","0.86","0.24","0.03",,"0.34"
"Esiret","0.16","1","1","0.08","0.16","0.16",,"0.19"
"Estifanos","1","1","1","1","1","0.95",,"0.06"
"Fala","0.46","1","1","1","0.46","0.84",,"0.56"
"Felegehiwot","0.3","1","1","1","0.3","0.86",,"0.59"
"FelegeWayane","0.46","1","0.38","0.3","0.46","0.35",,"0.22"
"FikreAlem","0.35","1","0.08","0.11","0.35","0.22",,"0.31"
"Filatako","1","1","1","1","1","1",,"0.53"
"Gebsit","0.19","1","1","1","0.19","0.51",,"0.81"
"Gedayasu","0.19","1","1","1","0.19","0.7",,"0.56"
"GelaMatebiya","0.27","1","1","1","0.27","0.73",,"0.47"
"Gendebta","0.16","1","1","1","0.16","0.22",,"0.03"
"Geneti","0.68","1","1","1","0.68","0.08",,"0.44"
"Genfel","0.54","1","0.19","0.16","0.54","0.11",,"0.22"
"Gera","0.03","1","0.03","0.03","0.03","0.49",,"0.03"
"Gerjale","0.24","1","1","1","0.24","0.05",,"0.41"
"GetskiMilesiley","0.08","1","1","0.03","0.08","0.38",,"0.09"
"Gijet","0.11","1","1","0.08","0.11","0.27",,"0.09"
"Ginaza","1","1","1","1","1","0.97",,"0.16"
"Golgolemalee","0.46","1","0.32","0.16","0.46","0.38",,"0.22"
"Goshedur","0.3","1","1","1","0.3","0.97",,"0.59"
"Goza","0.11","1","1","1","0.11","1",,"0.03"
