"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","32","0.46","59.39129","0.08","35.5","0.11","39","0.16","31.7443631452381","0.46","0.157642464017677","0.05",,,"30.9439627410584","0.81"
"1984-1977","100","3","0.05","64.70062","0.35","11.5","0.03","21","0.03","2.73786233333333","0.05","0.231283890699447","0.49",,,"2.16258962927973","0.06"
"1985-1978","44","16","0.19","59.49272","0.22","44.5","0.27","50","0.43","15.5566016388889","0.19","0.216385462814667","0.3",,,"9.01777204899879","0.25"
"1986-1979","0","33","0.51","67.29163","0.49","72.1428571428571","0.7","72","0.73","32.5766284","0.51","0.247082946880411","0.76",,,"25.9752645351757","0.72"
"1987-1980","0","74","0.95","71.03792","0.73","75","1","74","0.76","74.3691644785714","0.95","0.252536973461469","0.78",,,"39.2974634632002","0.94"
"1988-1981","0","42","0.62","75","1","75","1","75","1","41.624266","0.62","0.169551201498788","0.08",,,"20.6125030886625","0.53"
"1989-1982","0","60","0.89","75","1","74.6678571428571","0.76","75","1","59.620732","0.89","0.240515670046314","0.62",,,"14.2570598178726","0.34"
"1990-1983","66","11","0.14","59.49272","0.22","42.2","0.24","51","0.46","11.4805","0.14","0.227568687489794","0.46",,,"-13.5338290842389","0.03"
"1991-1984","0","51","0.76","75","1","71.8","0.68","67","0.65","50.649172","0.76","0.198384801859212","0.16",,,"21.2482246000722","0.56"
"1992-1985","100","0","0.03","51.68292","0.05","30.6","0.05","35","0.11","0","0.03","0.233172786471551","0.51",,,"23.6813885877703","0.66"
"1993-1986","0","58","0.84","75","1","75","1","75","1","57.8039833333333","0.84","0.238176440736919","0.57",,,"17.2326723118329","0.38"
"1994-1987","0","45","0.68","67.20109","0.43","68","0.65","65","0.59","45.40993","0.68","0.285348500678764","0.97",,,"6.85932311020143","0.19"
"1995-1988","0","25","0.35","59.49272","0.22","34.3","0.08","29","0.08","25","0.35","0.195094881341669","0.14",,,"20.0519923588347","0.47"
