"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.24",,"0.91"
"Abara","0.35","1","1","1","0.35","0.43",,"0.88"
"Abarwuha","0.08","1","1","1","0.08","0.49",,"0.5"
"Abaselima","1","1","1","1","1","0.73",,"0.88"
"Abina","1","1","1","1","1","0.51",,"0.91"
"AbrahaAtsbaha","0.14","1","0.08","1","0.14","0.46",,"0.81"
"Abrekuy","0.24","1","1","1","0.24","0.46",,"0.88"
"AdekeAla","1","1","1","1","1","0.68",,"0.81"
"Adekiney","0.19","1","0.11","1","0.19","0.57",,"0.84"
"AderSeg","1","1","1","1","1","0.27",,"0.91"
"Adibearj","1","1","1","1","1","0.38",,"0.91"
"AdiHa","0.05","1","1","1","0.05","0.32",,"0.78"
"AdiKisandid","0.27","1","0.22","1","0.27","0.76",,"0.81"
"Adisalem","0.14","1","0.08","1","0.14","0.57",,"0.66"
"AdisAlemS","1","1","1","1","1","0.68",,"0.81"
"AdisAlemW","0.32","1","1","1","0.32","0.46",,"0.88"
"Adiselam","1","1","1","1","1","0.24",,"0.81"
"Adishimbirkti","1","1","1","1","1","0.46",,"0.66"
"AdisKigni","1","1","0.51","0.41","1","0.49",,"0.81"
"Adiyikoro","0.27","1","1","1","0.27","0.68",,"0.88"
"Adizata","0.27","1","1","1","0.27","0.54",,"0.88"
"Adreb","1","1","1","1","1","0.35",,"0.81"
"AgazenMeda","0.08","1","1","0.11","0.08","0.3",,"0.5"
"Agazi","0.08","1","0.08","1","0.08","0.54",,"0.94"
"Agbe","0.24","1","1","1","0.24","0.49",,"0.78"
"Agela","1","1","1","1","1","0.38",,"0.91"
"Agid","1","1","1","1","1","0.41",,"0.5"
"AlemeTesfa","0.08","1","1","0.49","0.08","0.56",,"0.66"
"AmdiWeyane","1","1","1","1","1","0.73",,"0.81"
"Amedwuha","0.51","1","1","1","0.51","0.76",,"0.69"
"Ameno","1","1","1","1","1","0.38",,"0.91"
"Amisetya","0.11","1","1","1","0.11","0.43",,"0.69"
"Angot","0.08","1","1","1","0.08","0.32",,"0.5"
"Anigot","1","1","1","1","1","0.19",,"0.91"
"Ansheb","0.22","1","1","1","0.22","0.59",,"0.53"
"AquaShumoch","1","1","1","1","1","0.43",,"0.88"
"Aquha","0.41","1","1","1","0.41","0.46",,"0.69"
