"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","AdiKisandid","AdiKisandid","AdiKisandid","AdiKisandid","AdiKisandid","AdiKisandid","AdiKisandid","AdiKisandid"
"Region","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo","KinteAwelo"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","27","0.84","14","36","0.16","13.58","0"
"1984-1977","0","11","0.54","50","24","0.11","50.11","0"
"1985-1978","0","11","0.51","0","47","0.35","0","0"
"1986-1979","0","26","0.81","0","75","1","0","0"
"1987-1980","0","35","1","93","11","0.03","93.12","0"
"1988-1981","100","1","0.3","0","62","0.65","100","0"
"1989-1982","100","0","0.22","11","36","0.22","111.34","0"
"1990-1983","100","0","0.19","0","54","0.54","100","0"
"1991-1984","0","11","0.59","0","52","0.49","0","0"
"1992-1985","100","0","0.19","0","48","0.41","100","0"
"1993-1986","0","19","0.7","0","65","0.73","0","0"
"1994-1987","0","27","0.86","0","75","1","0","0"
"1995-1988","100","4","0.41","0","75","1","100","0"
"1996-1989","0","29","0.89","0","75","1","0","0"
"1997-1990","0","24","0.76","0","60","0.62","0","0"
"1998-1991","0","31","0.95","0","68","0.78","0","0"
"1999-1992","100","1","0.32","0","75","1","100","0"
"2000-1993","0","31","0.97","0","58","0.57","0","0"
"2001-1994","100","0","0.19","0","42","0.3","100","0"
"2002-1995","100","4","0.43","55","23","0.08","155.05","0"
"2003-1996","0","14","0.68","42","27","0.14","42.41","1"
"2004-1997","100","2","0.35","0","40","0.24","100.26","0"
"2005-1998","100","0","0.19","0","47","0.38","100","0"
"2006-1999","0","20","0.73","0","41","0.27","0","0"
"2007-2000","0","11","0.57","0","75","1","0","0"
"2008-2001","100","4","0.38","0","47","0.32","100","1"
"2009-2002","100","0","0.19","0","50","0.43","100","0"
"2010-2003","100","0","0.19","0","75","1","100","1"
"2011-2004","0","26","0.78","0","63","0.7","0","0"
"2012-2005","0","12","0.65","0","52","0.51","0","0"
"2013-2006","100","0","0.27","0","60","0.59","100","0"
"2014-2007","0","6","0.46","0","52","0.46","0","1"
"2015-2008","0","30","0.92","0","67","0.76","0","1"
"2016-2009","0","12","0.62","0","62","0.68","0","0"
"2017-2010","100","0","0.24","12","36","0.19","112.38","0"
"2018-2011","0","9","0.49","0","71","0.81","0","0"
"2019-2012","100","0","0.19","64","20","0.05","164.03","0"
