"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Begasheka","Begasheka","Begasheka","Begasheka","Begasheka","Begasheka","Begasheka","Begasheka"
"Region","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien","KolaTembien"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","33","0.51","0","75","1","0","0"
"1984-1977","100","3","0.05","46","56","0.08","146.26","0"
"1985-1978","48","15","0.16","0","75","1","47.78","0"
"1986-1979","0","36","0.57","0","75","1","0","0"
"1987-1980","0","67","0.92","0","75","1","0","0"
"1988-1981","0","43","0.68","0","75","1","0","0"
"1989-1982","0","42","0.65","0","75","1","0","0"
"1990-1983","68","11","0.14","66","50","0.03","133.12","0"
"1991-1984","0","58","0.78","0","75","1","0","1"
"1992-1985","100","0","0.03","2","68","0.24","102.02","0"
"1993-1986","0","59","0.84","0","75","1","0","0"
"1994-1987","0","50","0.73","0","75","1","0","1"
"1995-1988","0","25","0.32","0","75","1","0","0"
"1996-1989","0","73","0.95","0","75","1","0","0"
"1997-1990","0","65","0.89","0","75","1","0","0"
"1998-1991","0","75","1","0","75","1","0","0"
"1999-1992","0","29","0.38","0","75","1","0","0"
"2000-1993","0","27","0.35","1","69","0.27","0.76","0"
"2001-1994","21","21","0.19","0","75","1","20.82","0"
"2002-1995","0","30","0.41","38","58","0.11","37.93","1"
"2003-1996","0","40","0.62","0","75","1","0","0"
"2004-1997","0","25","0.32","60","52","0.05","59.64","0"
"2005-1998","20","21","0.22","0","75","1","20.21","0"
"2006-1999","0","31","0.46","0","75","1","0","1"
"2007-2000","0","30","0.43","0","75","1","0","0"
"2008-2001","0","31","0.49","0","75","1","0","0"
"2009-2002","0","58","0.81","0","75","1","0","0"
"2010-2003","0","62","0.86","28","61","0.14","28.47","0"
"2011-2004","0","50","0.73","0","75","1","0","0"
"2012-2005","0","25","0.32","0","75","1","0","0"
"2013-2006","86","8","0.08","9","66","0.19","94.84","0"
"2014-2007","78","9","0.11","0","75","1","77.84","1"
"2015-2008","0","25","0.32","12","66","0.16","11.6","0"
"2016-2009","0","34","0.54","0","75","1","0","0"
"2017-2010","0","38","0.59","0","75","1","0","0"
"2018-2011","0","51","0.76","2","68","0.22","2.09","0"
"2019-2012","0","75","1","0","75","1","0","0"
