"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Gebsit","0.68","1","0.89","0.38","0.68","0.95",,
"Gedayasu","0.68","1","0.81","0.43","0.68","0.76",,
"GelaMatebiya","1","1","1","1","1","0.89",,
"Gendebta","0.95","0.97","0.95","0.86","0.95","0.76",,
"Geneti","0.73","0.22","0.35","0.84","0.73","0.51",,
"Genfel","0.19","0.11","0.35","0.84","0.19","0.86",,
"Gera","0.95","1","1","1","0.95","1",,
"Gerjale","0.81","0.84","0.43","0.84","0.81","0.92",,
"GetskiMilesiley","1","1","1","1","1","0.81",,
"Gijet","0.65","1","0.97","1","0.65","0.86",,
"Ginaza","1","1","1","1","1","1",,
"Golgolemalee","0.19","0.14","0.32","0.51","0.19","0.38",,
"Goshedur","0.92","1","1","1","0.92","0.97",,
"Goza","1","1","1","1","1","0.95",,
"Grwre","0.92","1","1","1","0.92","0.92",,
"GuemseAgamet","0.32","0.14","0.32","0.3","0.32","0.49",,
"Guroro","1","1","1","1","1","0.97",,
"Guya","1","1","1","1","1","0.89",,
"Habees","0.22","0.08","0.27","0.41","0.22","0.68",,
"Hadashtekli","0.92","1","1","1","0.92","0.84",,
"HadeAlga","0.78","0.76","0.62","0.92","0.78","0.62",,
"HadnetK","0.19","0.54","0.73","0.86","0.19","0.76",,
"HadnetS","0.62","0.16","0.16","0.46","0.62","0.49",,
"HadushAdi","0.27","0.14","0.11","0.41","0.27","0.43",,
"HadushHiwet","0.27","0.14","0.08","0.49","0.27","0.27",,
"HagereGenet","0.95","1","1","0.81","0.95","0.81",,
"HagereSelamE","0.97","1","1","0.68","0.97","0.81",,
"HagereSelamW","0.89","0.92","0.73","0.86","0.89","0.81",,
"Hangoda","0.62","0.16","0.16","0.46","0.62","0.49",,
"Hareko","0.97","0.92","0.95","0.95","0.97","0.76",,
"Hawelti","0.73","0.22","0.35","0.81","0.73","0.46",,
"Hayelom","0.22","0.49","0.84","0.86","0.22","0.84",,
"Hintsa","0.89","1","1","1","0.89","0.86",,
"HintsaWaza","0.89","1","0.89","1","0.89","0.86",,
"HizbaTeklehymanot","0.7","0.73","0.27","0.89","0.7","0.92",,
"ImbaRufael","0.95","1","1","1","0.95","0.92",,
"Jijqe","0.86","1","1","1","0.86","0.95",,
"JimanDeregeha","1","1","1","1","1","0.97",,
"Jira","0.95","1","1","1","0.95","1",,
"kabe","1","1","1","1","1","0.51",,
"Karima","0.62","1","1","0.43","0.62","0.92",,
"Keregna","0.81","1","1","1","0.81","0.65",,
"Kihen","0.22","0.51","0.65","0.84","0.22","0.43",,
"Kita","0.89","0.97","0.92","0.92","0.89","0.03",,
"Korme","0.81","0.84","0.65","0.92","0.81","0.89",,
"Ksadacki","1","1","1","1","1","0.35",,
"Kudo","1","0.51","0.89","0.92","1","0.57",,
"Kuluferha","1","1","1","1","1","0.92",,
"KuluGizeLemlem","0.81","0.7","0.68","0.97","0.81","0.81",,
"LaelayDayu","0.81","0.78","0.68","0.97","0.81","0.78",,
"Laelayhahaile","1","0.76","0.86","0.95","1","0.16",,
"LaelayMegariaTsemri","0.65","1","0.95","0.97","0.65","0.86",,
"Lalaylogomti","0.97","0.97","0.97","0.84","0.97","0.84",,
"Ledy","0.84","1","1","0.86","0.84","0.95",,
"Lemlem","0.97","0.95","0.84","1","0.97","1",,
"LemlemArena","1","1","0.95","0.95","1","0.78",,
"Libo ","0.95","1","1","1","0.95","0.86",,
"Limaat","0.81","0.73","0.7","0.92","0.81","1",,
"Limat","1","1","1","1","1","0.95",,
"Lul","0.84","1","1","0.51","0.84","0.62",,
"LusinaAbegeldi","1","1","1","1","1","0.81",,
"Maekelawi","0.95","0.97","0.97","1","0.95","0.81",,
"MaekelSegli","1","1","1","1","1","0.86",,
"MahbereWeyni","0.19","0.54","0.43","0.84","0.19","0.76",,
"MariamShewito","0.95","0.97","0.97","0.89","0.95","0.78",,
"Martadios","0.95","1","1","1","0.95","0.86",,
"MayChekemte","1","0.89","0.95","1","1","0.73",,
"MayNebri","0.97","0.81","0.89","0.92","0.97","0.84",,
"Maysuru","0.59","0.92","0.92","0.95","0.59","0.84",,
"MayTeklia","0.89","1","0.95","1","0.89","0.95",,
"Mearey","0.97","0.97","0.86","1","0.97","1",,
"Mechare","0.73","0.57","0.46","0.86","0.73","0.51",,
"Mechena","1","1","1","1","1","0.84",,
"MehalGoncha","0.92","1","1","0.92","0.92","0.97",,
"Mekan ","0.76","0.59","0.22","0.84","0.76","1",,
"MekaneGenet","0.81","1","1","1","0.81","1",,
"Melabesh","0.97","0.95","1","0.73","0.97","0.84",,
"MendereMariam","1","1","1","1","1","0.84",,
"Menegobena","0.81","1","1","0.43","0.81","0.97",,
"Menji","1","1","1","1","1","0.89",,
"Mergech","0.92","1","1","0.54","0.92","0.7",,
"Mesanu","0.24","0.14","0.32","0.54","0.24","0.84",,
"Mesehle","1","1","1","1","1","0.92",,
"Meswaeti ","0.76","0.65","0.32","0.86","0.76","1",,
"Metkel","0.78","1","0.95","0.89","0.78","0.84",,
"MetkelLemat","0.89","1","0.97","1","0.89","1",,
"Mezbr","0.92","1","0.95","0.95","0.92","0.35",,
"MichelDebre","1","1","1","1","1","0.92",,
"Miraf","0.81","1","1","0.51","0.81","0.78",,
"Misema","1","1","1","1","1","1",,
"Mitad","0.76","1","1","1","0.76","0.84",,
"MitinaYimach","0.92","1","1","0.73","0.92","0.95",,
"Mozen","0.81","1","1","0.54","0.81","0.97",,
"Mozutey","0.19","0.16","0.49","0.46","0.19","0.86",,
"Mtsaiwerki","1","1","1","1","1","1",,
"Nagash","0.22","0.14","0.27","0.73","0.22","0.54",,
"Nebarhadinet","0.97","0.97","0.89","1","0.97","0.92",,
"Nefasit","1","1","1","1","1","0.81",,
"Negedebrhan","0.97","0.92","1","1","0.97","1",,
"Niquara","1","1","0.92","0.95","1","0.35",,
"Qoraro","0.81","0.81","1","1","0.81","0.84",,
"RubaFelege","0.19","0.14","0.32","0.38","0.19","0.24",,
"Santa gelebeda","0.92","1","0.97","0.97","0.92","1",,
"SaratYerawoch","0.81","1","1","0.84","0.81","0.97",,
"Sefo","1","0.81","0.89","0.92","1","0.51",,
"Segena","0.81","1","1","0.84","0.81","0.89",,
"Seka","1","1","1","1","1","0.49",,
"Selamaya","1","1","1","1","1","0.97",,
"SelamBekalsi","0.81","0.7","0.7","0.92","0.81","0.97",,
"Selamber","0.89","0.95",,"0.78","0.89","0.89",,
"SelamgieAmbarie","0.92","1","1","0.81","0.92","0.84",,
"SelamH","0.65","0.16","0.76","0.68","0.65","0.76",,
"SelamW","0.84","1","0.89","1","0.84","0.89",,
"Selelkula","0.81","1","1","0.73","0.81","0.86",,
"SelenWuha","0.81","0.73","0.65","0.92","0.81","1",,
"Seloda","0.95","0.95","1","0.92","0.95","0.92",,
"Sendada","0.32","0.14","0.49","0.54","0.32","0.54",,
"Serawudi","1","1","1","1","1","0.84",,
"Seret","0.51","0.92","0.89","0.95","0.51","0.73",,
"Sero","0.59","0.73","0.89","0.89","0.59","0.97",,
"Shamo","1","1","1","1","1","1",,
"ShehochTehara","0.78","1","1","1","0.78","0.84",,
"Shekatekli","0.92","1","1","1","0.92","0.86",,
"Shunge","1","1","1","1","1","0.97",,
"Simret","0.65","0.86","0.84","0.89","0.65","0.97",,
"SimretS","0.76","0.59","0.35","0.86","0.76","1",,
"SimretT","0.73","1","1","1","0.73","0.95",,
"Sinkata","0.32","0.14","0.32","0.3","0.32","0.49",,
"Siye","0.86","1","1","1","0.86","1",,
"Smret","1","1","1","1","1","0.81",,
"Sorya","0.51","0.65","0.65","0.81","0.51","0.7",,
"Suha","0.92","1","1","0.38","0.92","0.92",,
"Tahtayhaya","0.78","0.22","0.32","0.86","0.78","0.95",,
"TahtayDaeroka","0.92","0.81","0.89","0.97","0.92","0.95",,
"TahtayLegomti","0.97","1","1","0.97","0.97","0.97",,
"TahtayMegariaTsebri","0.65","1","0.95","0.97","0.65","0.62",,
"Tao","0.78","0.89","0.43","0.84","0.78","0.89",,
"TaraGedam","0.76","1","1","1","0.76","0.81",,
"TaraSenba","1","1","1","1","1","0.95",,
"Tekea","0.62","0.51","0.14","0.95","0.62","0.38",,
"Tekleweyni","0.86","1","1","1","0.86","0.89",,
"Tetatiro","0.84","1","1","1","0.84","0.86",,
"Tibaga","1","1","1","1","1","0.62",,
"Tigage","0.95","0.97","0.89","0.89","0.95","0.05",,
"Tsae","1","1","1","0.97","1","0.89",,
"Tsetsera","0.7","0.81","0.68","0.86","0.7","0.92",,
"Tseykeme","0.86","1","1","1","0.86","0.89",,
"Tsigea","0.73","0.22","0.35","0.84","0.73","0.51",,
"Ulaga","0.86","0.73","0.7","0.95","0.86","0.76",,
"Wargba","0.73","0.22","0.35","0.84","0.73","0.46",,
"Wariba","1","1","1","1","1","1",,
"Wedikeshi","0.95","0.95","0.97","0.86","0.95","0.95",,
"Werabaye","0.78","0.78","0.35","0.76","0.78","1",,
"Werkamba","1","1","1","1","1","0.92",,
"Wobo","0.84","1","1","1","0.84","0.86",,
"Wonberoch","1","1","1","1","1","0.95",,
"Wondye","0.81","1","0.92","0.92","0.81","1",,
"Worego","0.81","1","1","0.32","0.81","0.78",,
"WorgajaWagi","0.97","1","1","1","0.97","0.95",,
"WoryaMeskel","0.89","0.95","1","0.57","0.89","0.89",,
"Woyenti","0.95","0.97","0.95","0.92","0.95","0.7",,
"Woynye","0.81","1","0.95","0.46","0.81","0.73",,
"WuhdetG","0.65","0.81","0.84","0.89","0.65","0.86",,
"WuhdetK","1","1","1","1","1","0.86",,
"WushaTires","1","1","1","1","1","0.81",,
"Yedwuha","0.62","1","1","0.43","0.62","0.95",,
"Yeju","0.86","1","1","1","0.86","1",,
"Yetefet","0.81","1","1","1","0.81","1",,
"YifagAkababi","1","1","1","1","1","1",,
"Yitihana","0.84","1","1","0.78","0.84","0.95",,
"Zata","0.57","0.59","0.81","0.84","0.57","0.89",,
"Ziha","1","1","1","1","1","1",,
"ZihonHuha","0.95","1","1","0.81","0.95","0.92",,
"ZobarYikuanda","0.89","0.95","0.95","0.46","0.89","0.59",,
"Zongi","0.84","1","0.89","1","0.84","0.89",,
