"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"Adibearj","0.56","0.03","0.25","0.44","0.91","0.75","0.88","0.16","0.94","0.62","0.47","0.53","0.28","0.81","0.31","0.41","0.34","0.19","0.22","0.12","0.66","0.06","0.78","0.59","1","0.84","0.69","0.97","0.38","0.72","0.12","0.5",,,,,
"AdiHa","0.69","0.19","0.31","0.56","1","0.59","0.09","0.03","0.66","0.91","0.72","0.53","0.47","0.34","0.84","0.41","0.62","0.22","0.28","0.06","0.78","0.16","0.75","0.5","0.97","0.88","0.44","0.94","0.25","0.81","0.12","0.38",,,,,
"AdiKisandid","0.22","0.03","0.94","0.09","1","0.38","0.44","0.19","0.88","0.59","0.62","0.53","0.75","0.31","0.81","0.41","0.66","0.16","0.28","0.06","0.72","0.12","0.69","0.5","0.97","0.84","0.56","0.91","0.34","0.78","0.25","0.47",,,,,
"Adisalem","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"AdisAlemS","0.88","0.06","0.44","0.38","0.97","0.47","0.19","0.03","0.78","0.69","0.81","0.28","0.56","0.62","0.66","0.41","0.72","0.16","0.22","0.09","0.75","0.25","0.59","0.53","1","0.94","0.53","0.94","0.31","0.84","0.12","0.34",,,,,
"AdisAlemW","0.5","0.06","0.66","0.28","0.88","0.59","0.38","0.03","0.62","0.94","0.22","0.53","0.44","0.81","0.56","0.69","0.41","0.19","0.25","0.09","0.75","0.12","0.78","0.47","1","0.91","0.72","0.97","0.31","0.84","0.16","0.34",,,,,
"Adiselam","0.91","0.03","0.97","0.53","0.31","0.34","0.84","0.06","0.62","0.44","0.41","0.25","0.88","0.69","0.28","0.78","0.75","0.19","0.22","0.09","0.56","0.12","0.66","0.5","1","0.81","0.59","0.94","0.38","0.72","0.16","0.47",,,,,
"Adishimbirkti","0.47","0.25","0.41","0.59","0.75","0.22","1","0.19","0.5","0.66","0.56","0.03","0.53","0.94","0.81","0.28","0.38","0.31","0.09","0.06","0.97","0.34","0.78","0.84","0.88","0.91","0.62","0.69","0.12","0.72","0.16","0.44",,,,,
"AdisKigni","0.78","0.16","0.5","0.97","0.84","0.12","0.75","0.28","0.41","0.56","0.44","0.03","0.59","0.69","0.53","0.22","0.47","0.31","0.09","0.06","0.72","0.25","0.88","0.94","1","0.91","0.38","0.66","0.34","0.62","0.19","0.81",,,,,
"Adiyikoro","0.5","0.06","0.66","0.28","0.88","0.59","0.38","0.03","0.62","0.94","0.22","0.53","0.44","0.81","0.56","0.69","0.41","0.19","0.25","0.09","0.75","0.12","0.78","0.47","1","0.91","0.72","0.97","0.31","0.84","0.16","0.34",,,,,
"Adizata","0.5","0.06","0.66","0.28","0.88","0.59","0.38","0.03","0.62","0.94","0.22","0.53","0.44","0.81","0.56","0.69","0.41","0.19","0.25","0.09","0.75","0.12","0.78","0.47","1","0.91","0.72","0.97","0.31","0.84","0.16","0.34",,,,,
"Adreb","0.91","0.03","0.97","0.53","0.31","0.34","0.84","0.06","0.62","0.44","0.41","0.25","0.88","0.69","0.28","0.78","0.75","0.19","0.22","0.09","0.56","0.12","0.66","0.5","1","0.81","0.59","0.94","0.38","0.72","0.16","0.47",,,,,
"AgazenMeda","0.22","0.16","0.78","0.56","1","0.44","0.19","0.38","0.81","0.34","0.69","0.25","0.62","0.97","0.66","0.28","0.47","0.12","0.06","0.03","0.84","0.31","0.94","0.59","0.88","0.91","0.5","0.75","0.41","0.72","0.09","0.53",,,,,
"Agazi","0.34","0.12","0.5","0.22","0.97","0.38","0.09","0.06","0.56","0.81","0.66","0.59","0.88","0.62","0.72","0.03","0.84","0.25","0.31","0.16","0.78","0.19","0.69","0.47","1","0.91","0.53","0.94","0.41","0.75","0.28","0.44",,,,,
"Agbe","0.69","0.19","0.31","0.56","1","0.59","0.09","0.03","0.66","0.91","0.72","0.53","0.47","0.34","0.84","0.41","0.62","0.22","0.28","0.06","0.78","0.16","0.75","0.5","0.97","0.88","0.44","0.94","0.25","0.81","0.12","0.38",,,,,
"Agela","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Agid","0.81","0.03","0.5","0.84","0.78","0.38","0.66","0.06","0.56","0.75","0.69","0.25","0.47","0.31","0.91","0.34","0.97","0.19","0.16","0.09","0.62","0.12","0.53","0.44","1","0.88","0.44","0.94","0.28","0.72","0.22","0.59",,,,,
"AlemeTesfa","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"AmdiWeyane","0.88","0.06","0.44","0.38","0.97","0.47","0.19","0.03","0.78","0.69","0.81","0.28","0.56","0.62","0.66","0.41","0.72","0.16","0.22","0.09","0.75","0.25","0.59","0.53","1","0.94","0.53","0.94","0.31","0.84","0.12","0.34",,,,,
"Amedwuha","0.59","0.12","0.66","0.44","0.56","0.25","0.91","0.16","0.75","0.78","0.72","0.09","0.41","0.97","0.5","0.38","0.69","0.22","0.34","0.03","0.81","0.19","0.62","0.47","1","0.84","0.53","0.94","0.28","0.88","0.06","0.31",,,,,
"Ameno","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Amisetya","0.62","0.03","0.34","0.53","1","0.28","0.72","0.81","0.47","0.78","0.56","0.25","0.66","0.09","0.88","0.5","0.91","0.19","0.16","0.06","0.69","0.44","0.59","0.31","0.94","0.97","0.38","0.84","0.22","0.75","0.12","0.41",,,,,
"Angot","0.22","0.16","0.78","0.56","1","0.44","0.19","0.38","0.81","0.34","0.69","0.25","0.62","0.97","0.66","0.28","0.47","0.12","0.06","0.03","0.84","0.31","0.94","0.59","0.88","0.91","0.5","0.75","0.41","0.72","0.09","0.53",,,,,
"Anigot","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Ansheb","0.09","0.16","0.66","0.38","0.97","0.19","0.62","0.25","0.88","0.69","0.81","0.34","0.31","1","0.5","0.12","0.28","0.47","0.06","0.03","0.59","0.56","0.94","0.75","0.84","0.91","0.41","0.72","0.44","0.78","0.22","0.53",,,,,
"AquaShumoch","0.81","0.03","0.41","0.69","0.94","0.47","0.66","0.78","0.19","0.91","0.5","0.31","0.56","0.09","0.22","0.62","0.97","0.28","0.12","0.06","0.59","0.34","0.75","0.38","1","0.88","0.53","0.84","0.44","0.72","0.16","0.25",,,,,
"Aquha","0.62","0.03","0.34","0.53","1","0.28","0.72","0.81","0.47","0.78","0.56","0.25","0.66","0.09","0.88","0.5","0.91","0.19","0.16","0.06","0.69","0.44","0.59","0.31","0.94","0.97","0.38","0.84","0.22","0.75","0.12","0.41",,,,,
"Arena","0.81","0.06","0.5","0.91","0.97","0.44","0.22","0.03","0.75","0.78","0.28","0.53","0.41","0.47","0.59","0.62","0.84","0.16","0.25","0.09","0.66","0.19","0.69","0.38","1","0.88","0.56","0.94","0.31","0.72","0.12","0.34",,,,,
"Asmena","0.34","0.12","0.5","0.22","0.97","0.38","0.09","0.06","0.56","0.81","0.66","0.59","0.88","0.62","0.72","0.03","0.84","0.25","0.31","0.16","0.78","0.19","0.69","0.47","1","0.91","0.53","0.94","0.41","0.75","0.28","0.44",,,,,
"Asta","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Atakilti","0.81","0.06","0.25","0.72","0.94","0.53","0.34","0.03","0.56","0.66","0.38","0.19","0.47","0.44","0.88","0.59","0.84","0.16","0.28","0.09","0.75","0.22","0.69","0.5","1","0.91","0.62","0.97","0.31","0.78","0.12","0.41",,,,,
"AwetBikalsi","0.69","0.19","0.31","0.56","1","0.59","0.09","0.03","0.66","0.91","0.72","0.53","0.47","0.34","0.84","0.41","0.62","0.22","0.28","0.06","0.78","0.16","0.75","0.5","0.97","0.88","0.44","0.94","0.25","0.81","0.12","0.38",,,,,
"AwusaMeda","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"Ayba","0.69","0.62","0.41","0.47","0.78","0.34","0.97","0.16","0.59","0.75","0.12","0.03","0.28","0.91","0.66","0.31","0.44","0.5","0.22","0.06","0.88","0.38","0.72","0.53","1","0.94","0.56","0.84","0.19","0.81","0.09","0.25",,,,,
"Aynalem","0.22","0.03","0.94","0.09","1","0.38","0.44","0.19","0.88","0.59","0.62","0.53","0.75","0.31","0.81","0.41","0.66","0.16","0.28","0.06","0.72","0.12","0.69","0.5","0.97","0.84","0.56","0.91","0.34","0.78","0.25","0.47",,,,,
"Bala","0.78","0.16","0.5","0.97","0.84","0.12","0.75","0.28","0.41","0.56","0.44","0.03","0.59","0.69","0.53","0.22","0.47","0.31","0.09","0.06","0.72","0.25","0.88","0.94","1","0.91","0.38","0.66","0.34","0.62","0.19","0.81",,,,,
"Balarab","0.62","0.03","0.34","0.53","1","0.28","0.72","0.81","0.47","0.78","0.56","0.25","0.66","0.09","0.88","0.5","0.91","0.19","0.16","0.06","0.69","0.44","0.59","0.31","0.94","0.97","0.38","0.84","0.22","0.75","0.12","0.41",,,,,
"Bamba","0.88","0.06","0.44","0.38","0.97","0.47","0.19","0.03","0.78","0.69","0.81","0.28","0.56","0.62","0.66","0.41","0.72","0.16","0.22","0.09","0.75","0.25","0.59","0.53","1","0.94","0.53","0.94","0.31","0.84","0.12","0.34",,,,,
"BarkaAdiswha","0.22","0.03","0.94","0.09","1","0.38","0.44","0.19","0.88","0.59","0.62","0.53","0.75","0.31","0.81","0.41","0.66","0.16","0.28","0.06","0.72","0.12","0.69","0.5","0.97","0.84","0.56","0.91","0.34","0.78","0.25","0.47",,,,,
"Begasheka","0.81","0.06","0.25","0.72","0.94","0.53","0.34","0.03","0.56","0.66","0.38","0.19","0.47","0.44","0.88","0.59","0.84","0.16","0.28","0.09","0.75","0.22","0.69","0.5","1","0.91","0.62","0.97","0.31","0.78","0.12","0.41",,,,,
"Berlay","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"Betgebez","0.81","0.03","0.59","0.19","0.88","0.28","0.31","0.25","1","0.75","0.47","0.62","0.5","0.44","0.53","0.34","0.66","0.16","0.22","0.06","0.69","0.12","0.84","0.56","0.97","0.91","0.72","0.94","0.41","0.78","0.09","0.38",,,,,
"Bethans","0.25","0.03","0.94","0.69","0.84","0.5","1","0.19","0.53","0.47","0.44","0.59","0.72","0.31","0.38","0.62","0.28","0.16","0.22","0.06","0.66","0.09","0.78","0.56","0.97","0.88","0.75","0.91","0.34","0.81","0.12","0.41",,,,,
"BilbWuha","0.69","0.03","0.47","0.53","0.94","0.59","0.75","0.31","0.56","0.97","0.78","0.12","0.16","0.09","0.5","0.38","0.88","0.34","0.25","0.06","0.72","0.19","0.62","0.44","1","0.81","0.66","0.91","0.28","0.84","0.22","0.41",,,,,
"Birkutea","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Boneya","0.25","0.12","0.91","0.28","0.81","0.22","0.72","0.19","0.88","0.66","0.47","0.09","0.5","1","0.56","0.31","0.53","0.69","0.03","0.06","0.62","0.41","0.84","0.59","0.78","0.97","0.34","0.44","0.75","0.94","0.16","0.38",,,,,
"Burkoche","0.62","0.03","0.34","0.53","1","0.28","0.72","0.81","0.47","0.78","0.56","0.25","0.66","0.09","0.88","0.5","0.91","0.19","0.16","0.06","0.69","0.44","0.59","0.31","0.94","0.97","0.38","0.84","0.22","0.75","0.12","0.41",,,,,
"Cheli","0.88","0.06","0.44","0.38","0.97","0.47","0.19","0.03","0.78","0.69","0.81","0.28","0.56","0.62","0.66","0.41","0.72","0.16","0.22","0.09","0.75","0.25","0.59","0.53","1","0.94","0.53","0.94","0.31","0.84","0.12","0.34",,,,,
"Darubekeda","0.47","0.25","0.41","0.59","0.75","0.22","1","0.19","0.5","0.66","0.56","0.03","0.53","0.94","0.81","0.28","0.38","0.31","0.09","0.06","0.97","0.34","0.78","0.84","0.88","0.91","0.62","0.69","0.12","0.72","0.16","0.44",,,,,
"Deberkerbye","0.34","0.03","0.28","0.5","0.75","0.81","0.91","0.06","0.25","0.88","0.41","0.69","0.47","0.94","0.78","0.72","0.56","0.16","0.22","0.09","0.53","0.19","0.66","0.44","1","0.84","0.59","0.97","0.31","0.62","0.12","0.38",,,,,
"DeberAbaJale","0.81","0.03","0.41","0.69","0.94","0.47","0.66","0.78","0.19","0.91","0.5","0.31","0.56","0.09","0.22","0.62","0.97","0.28","0.12","0.06","0.59","0.34","0.75","0.38","1","0.88","0.53","0.84","0.44","0.72","0.16","0.25",,,,,
"DebrAbay","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"DebreAliays","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"Debrebirhan","0.44","0.09","0.88","0.31","0.94","0.41","0.03","0.06","0.75","0.69","0.84","0.53","0.78","0.59","0.72","0.34","0.5","0.19","0.25","0.12","0.66","0.22","0.62","0.47","1","0.91","0.56","0.97","0.28","0.81","0.16","0.38",,,,,
"Debrebrhan","0.47","0.03","0.72","0.5","1","0.38","0.28","0.16","0.88","0.78","0.56","0.25","0.66","0.62","0.75","0.09","0.81","0.19","0.34","0.06","0.69","0.22","0.59","0.44","0.97","0.94","0.53","0.94","0.31","0.84","0.12","0.41",,,,,
"DebreGenet","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"DebreGenetA","0.25","0.03","0.94","0.69","0.84","0.5","1","0.19","0.53","0.47","0.44","0.59","0.72","0.31","0.38","0.62","0.28","0.16","0.22","0.06","0.66","0.09","0.78","0.56","0.97","0.88","0.75","0.91","0.34","0.81","0.12","0.41",,,,,
"DebreGenetK","0.81","0.06","0.25","0.72","0.94","0.53","0.34","0.03","0.56","0.66","0.38","0.19","0.47","0.44","0.88","0.59","0.84","0.16","0.28","0.09","0.75","0.22","0.69","0.5","1","0.91","0.62","0.97","0.31","0.78","0.12","0.41",,,,,
"DebreGeorgis","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"DebreKidusan","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"Debremawie","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"Debreselam","0.44","0.09","0.88","0.31","0.94","0.41","0.03","0.06","0.75","0.69","0.84","0.53","0.78","0.59","0.72","0.34","0.5","0.19","0.25","0.12","0.66","0.22","0.62","0.47","1","0.91","0.56","0.97","0.28","0.81","0.16","0.38",,,,,
"Debrinetseb","0.81","0.06","0.25","0.72","0.94","0.53","0.34","0.03","0.56","0.66","0.38","0.19","0.47","0.44","0.88","0.59","0.84","0.16","0.28","0.09","0.75","0.22","0.69","0.5","1","0.91","0.62","0.97","0.31","0.78","0.12","0.41",,,,,
"Dekera","0.94","0.03","0.28","0.38","0.97","0.62","0.81","0.16","0.19","0.75","0.59","0.53","0.31","0.84","0.06","0.5","0.88","0.25","0.34","0.09","0.78","0.41","0.66","0.47","1","0.69","0.56","0.91","0.22","0.72","0.12","0.44",,,,,
"DembezaAmbaLay","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"Derit","0.22","0.16","0.78","0.56","1","0.44","0.19","0.38","0.81","0.34","0.69","0.25","0.62","0.97","0.66","0.28","0.47","0.12","0.06","0.03","0.84","0.31","0.94","0.59","0.88","0.91","0.5","0.75","0.41","0.72","0.09","0.53",,,,,
"Derita","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Dinkashena","0.72","0.03","0.31","0.41","0.62","0.22","0.94","0.28","0.59","0.69","0.47","0.09","0.44","0.75","0.81","0.19","0.53","0.34","0.12","0.06","0.97","0.38","1","0.88","0.84","0.91","0.5","0.66","0.25","0.78","0.16","0.56",,,,,
"Ebo","0.69","0.62","0.41","0.47","0.78","0.34","0.97","0.16","0.59","0.75","0.12","0.03","0.28","0.91","0.66","0.31","0.44","0.5","0.22","0.06","0.88","0.38","0.72","0.53","1","0.94","0.56","0.84","0.19","0.81","0.09","0.25",,,,,
"Edagaarbi","0.66","0.31","0.56","0.59","0.97","0.5","0.19","0.03","0.72","0.91","0.28","0.44","0.88","0.41","0.53","0.22","0.62","0.16","0.25","0.06","0.75","0.12","0.78","0.47","1","0.84","0.69","0.94","0.34","0.81","0.09","0.38",,,,,
"EmbaAhfrom","0.5","0.06","0.66","0.28","0.88","0.59","0.38","0.03","0.62","0.94","0.22","0.53","0.44","0.81","0.56","0.69","0.41","0.19","0.25","0.09","0.75","0.12","0.78","0.47","1","0.91","0.72","0.97","0.31","0.84","0.16","0.34",,,,,
"EmbachekoGunaguna","0.81","0.03","0.41","0.69","0.94","0.47","0.66","0.78","0.19","0.91","0.5","0.31","0.56","0.09","0.22","0.62","0.97","0.28","0.12","0.06","0.59","0.34","0.75","0.38","1","0.88","0.53","0.84","0.44","0.72","0.16","0.25",,,,,
"EndaBagerima","0.25","0.03","0.94","0.69","0.84","0.5","1","0.19","0.53","0.47","0.44","0.59","0.72","0.31","0.38","0.62","0.28","0.16","0.22","0.06","0.66","0.09","0.78","0.56","0.97","0.88","0.75","0.91","0.34","0.81","0.12","0.41",,,,,
"Endabano","0.53","0.03","0.81","0.94","0.84","0.62","0.38","0.16","0.78","0.88","0.22","0.28","0.75","0.56","0.5","0.31","0.47","0.12","0.25","0.06","0.59","0.19","0.69","0.44","1","0.91","0.66","0.97","0.34","0.72","0.09","0.41",,,,,
"Endachiwa","0.5","0.06","0.66","0.28","0.88","0.59","0.38","0.03","0.62","0.94","0.22","0.53","0.44","0.81","0.56","0.69","0.41","0.19","0.25","0.09","0.75","0.12","0.78","0.47","1","0.91","0.72","0.97","0.31","0.84","0.16","0.34",,,,,
"EndaFelasi","0.53","0.03","0.81","0.94","0.84","0.62","0.38","0.16","0.78","0.88","0.22","0.28","0.75","0.56","0.5","0.31","0.47","0.12","0.25","0.06","0.59","0.19","0.69","0.44","1","0.91","0.66","0.97","0.34","0.72","0.09","0.41",,,,,
"Endagahamus","0.5","0.06","0.66","0.28","0.88","0.59","0.38","0.03","0.62","0.94","0.22","0.53","0.44","0.81","0.56","0.69","0.41","0.19","0.25","0.09","0.75","0.12","0.78","0.47","1","0.91","0.72","0.97","0.31","0.84","0.16","0.34",,,,,
"Endamariam","0.81","0.03","0.59","0.19","0.88","0.28","0.31","0.25","1","0.75","0.47","0.62","0.5","0.44","0.53","0.34","0.66","0.16","0.22","0.06","0.69","0.12","0.84","0.56","0.97","0.91","0.72","0.94","0.41","0.78","0.09","0.38",,,,,
"Erba","0.75","0.19","0.31","0.72","0.84","0.25","0.91","0.22","0.66","0.69","0.41","0.03","0.47","0.94","0.53","0.06","0.59","0.34","0.09","0.16","1","0.62","0.78","0.5","0.88","0.97","0.38","0.56","0.28","0.81","0.12","0.44",,,,,
"Esiret","0.88","0.06","0.44","0.38","0.97","0.47","0.19","0.03","0.78","0.69","0.81","0.28","0.56","0.62","0.66","0.41","0.72","0.16","0.22","0.09","0.75","0.25","0.59","0.53","1","0.94","0.53","0.94","0.31","0.84","0.12","0.34",,,,,
"Estifanos","0.94","0.06","0.25","0.31","0.78","0.72","0.62","0.03","0.59","0.84","0.56","0.16","0.5","0.34","0.81","0.44","1","0.22","0.28","0.12","0.69","0.09","0.66","0.53","0.97","0.88","0.47","0.91","0.38","0.75","0.19","0.41",,,,,
"Fala","0.62","0.22","0.56","0.5","0.69","0.06","0.66","0.28","0.41","0.81","0.47","0.03","0.75","0.88","0.91","0.25","0.34","0.53","0.12","0.09","1","0.31","0.78","0.97","0.94","0.84","0.44","0.59","0.19","0.72","0.16","0.38",,,,,
"Felegehiwot","0.5","0.09","0.75","0.53","0.97","0.16","0.59","0.38","0.91","0.25","0.62","0.28","0.34","1","0.78","0.06","0.22","0.47","0.12","0.03","0.84","0.31","0.94","0.72","0.56","0.88","0.41","0.81","0.44","0.69","0.19","0.66",,,,,
"FelegeWayane","0.22","0.03","0.94","0.09","1","0.38","0.44","0.19","0.88","0.59","0.62","0.53","0.75","0.31","0.81","0.41","0.66","0.16","0.28","0.06","0.72","0.12","0.69","0.5","0.97","0.84","0.56","0.91","0.34","0.78","0.25","0.47",,,,,
"FikreAlem","0.72","0.47","0.62","0.19","0.97","0.38","0.75","0.09","0.66","0.59","0.44","0.03","0.5","0.78","0.41","0.06","0.84","0.28","0.25","0.12","0.81","0.34","0.69","0.53","1","0.94","0.56","0.91","0.22","0.88","0.16","0.31",,,,,
"Filatako","0.22","0.16","0.78","0.56","1","0.44","0.19","0.38","0.81","0.34","0.69","0.25","0.62","0.97","0.66","0.28","0.47","0.12","0.06","0.03","0.84","0.31","0.94","0.59","0.88","0.91","0.5","0.75","0.41","0.72","0.09","0.53",,,,,
"Gebsit","0.25","0.12","0.91","0.28","0.81","0.22","0.72","0.19","0.88","0.66","0.47","0.09","0.5","1","0.56","0.31","0.53","0.69","0.03","0.06","0.62","0.41","0.84","0.59","0.78","0.97","0.34","0.44","0.75","0.94","0.16","0.38",,,,,
