"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","0.08","0.08","0.03","0.05","0.08","0.16",,"0.75"
"Abara","0.16","0.14","0.22","0.14","0.16","0.38",,"0.66"
"Abarwuha","0.41","0.24","0.19","0.43","0.41","0.43",,"0.34"
"Abaselima","0.32","0.14","0.41","0.57","0.32","0.24",,"0.66"
"Abina","0.11","0.14","0.03","0.16","0.11","0.08",,"0.75"
"AbrahaAtsbaha","0.22","0.41","0.08","0.14","0.22","0.32",,"0.59"
"Abrekuy","0.16","0.14","0.35","0.78","0.16","0.19",,"0.66"
"AdekeAla","0.19","0.46","0.08","0.08","0.19","0.57",,"0.69"
"Adekiney","0.54","0.27","0.08","0.35","0.54","0.51",,"0.88"
"AderSeg","0.08","0.11","0.03","0.03","0.08","0.19",,"0.75"
"Adibearj","0.27","0.41","0.14","0.16","0.27","0.14",,"0.62"
"AdiHa","0.05","0.35","0.03","0.05","0.05","0.41",,"0.91"
"AdiKisandid","0.19","0.43","0.05","0.05","0.19","0.68",,"0.59"
"Adisalem","0.22","0.14","0.16","0.11","0.22","0.14",,"0.25"
"AdisAlemS","0.19","0.46","0.03","0.05","0.19","0.27",,"0.69"
"AdisAlemW","0.16","0.22","0.05","0.22","0.16","0.54",,"0.94"
"Adiselam","0.27","0.11","0.22","0.16","0.27","0.35",,"0.44"
"Adishimbirkti","0.43","0.38","0.14","0.14","0.43","0.32",,"0.66"
"AdisKigni","0.49","0.68","0.19","0.57","0.49","0.19",,"0.56"
"Adiyikoro","0.19","0.22","0.11","0.27","0.19","0.51",,"0.94"
"Adizata","0.19","0.19","0.08","0.38","0.19","0.38",,"0.94"
"Adreb","0.14","0.22","0.08","0.19","0.14","0.43",,"0.44"
"AgazenMeda","0.43","0.24","0.08","0.27","0.43","0.11",,"0.34"
"Agazi","0.3","0.35","0.03","0.03","0.3","0.14",,"0.81"
"Agbe","0.41","0.38","0.11","0.24","0.41","0.32",,"0.91"
"Agela","0.22","0.38","0.27","0.03","0.22","0.38",,"0.84"
"Agid","0.11","0.38","0.41","0.03","0.11","0.59",,"0.75"
"AlemeTesfa","0.3","0.16","0.08","0.49","0.3","0.04",,"0.25"
"AmdiWeyane","0.19","0.3","0.03","0.03","0.19","0.11",,"0.69"
"Amedwuha","0.38","0.16","0.11","0.16","0.38","0.49",,"0.78"
"Ameno","0.03","0.16","0.08","0.03","0.03","0.41",,"0.84"
"Amisetya","0.11","0.19","0.05","0.32","0.11","0.32",,"0.78"
"Angot","0.41","0.3","0.08","0.11","0.41","0.3",,"0.34"
"Anigot","0.22","0.38","0.35","0.05","0.22","0.3",,"0.84"
"Ansheb","0.14","0.16","0.22","0.46","0.14","0.24",,"0.69"
"AquaShumoch","0.11","0.19","0.24","0.24","0.11","0.3",,"0.91"
"Aquha","0.14","0.16","0.05","0.43","0.14","0.38",,"0.78"
"Arena","0.14","0.08","0.03","0.24","0.14","0.41",,"0.78"
"Asmena","0.27","0.49","0.05","0.05","0.27","0.3",,"0.81"
"Asta","0.03","0.16","0.32","0.03","0.03","0.19",,"0.84"
"Atakilti","0.03","0.05","0.05","0.11","0.03","0.41",,"0.66"
"AwetBikalsi","0.05","0.43","0.11","0.32","0.05","0.38",,"0.91"
"AwusaMeda","0.3","0.14","0.22","0.35","0.3","0.08",,"0.25"
"Ayba","0.46","0.27","0.22","0.38","0.46","0.41",,"0.75"
"Aynalem","0.22","0.41","0.03","0.03","0.22","0.27",,"0.59"
"Bala","0.49","0.7","0.19","0.54","0.49","0.43",,"0.56"
"Balarab","0.11","0.14","0.05","0.16","0.11","0.24",,"0.78"
"Bamba","0.16","0.08","0.05","0.05","0.16","0.11",,"0.69"
"BarkaAdiswha","0.22","0.51","0.05","0.08","0.22","0.43",,"0.59"
"Begasheka","0.03","0.24","0.05","0.11","0.03","0.51",,"0.66"
"Berlay","0.35","0.14","0.11","0.08","0.35","0.19",,"0.25"
"Betgebez","0.59","0.41","0.11","0.46","0.59","0.59",,"0.75"
"Bethans","0.14","0.24","0.11","0.32","0.14","0.22",,"0.47"
"BilbWuha","0.03","0.08","0.32","0.05","0.03","0.32",,"0.97"
"Birkutea","0.27","0.38","0.24","0.03","0.27","0.24",,"0.84"
