"","Name","Region","Timing","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"142","Debremawie","Enesie Sar Midir","Late","20","8","0","23","21","0","0","0","0","84","29","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","44","0","0","0","0"
"143","Debreselam","Hawzien","Early","0","100","100","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","100","100","0","0","0","0","100","0","0","100","0","0","100","100","0","0","0","0","0"
"144","Debreselam","Hawzien","Late","30","0","0","0","48","0","0","3","0","0","0","0","0","40","3","0","0","0","0","84","3","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Debrinetseb","KolaTembien","Early","0","100","0","0","0","0","0","96","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","86","0","58","0","0","0","0"
"146","Debrinetseb","KolaTembien","Late","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","14","0","55","0","63","0","0","0","0","0","47","0","0","3","0","0","0","0","0","0"
"147","Dekera","Samre","Early","0","0","100","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","100","0","0","0","0","98","57","0","0","0","0","0","100","0","0","100","0","0"
"148","Dekera","Samre","Late","30","8","0","0","12","0","0","33","0","36","0","0","2","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","10","0","0","0","70","0","0","0","0"
"149","DembezaAmbaLay","Enesie Sar Midir","Early","68","0","100","0","32","0","100","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","100","100","0","0","100","0","0"
"150","DembezaAmbaLay","Enesie Sar Midir","Late","20","8","0","23","21","0","0","0","0","84","29","0","0","0","0","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","44","0","0","0","0"
"151","Derit","Goncha Siso Enesie","Early","45","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","3","63","0","14","0","0","100","0","0","0","0","0","41","0","0","0","0","100","0","0"
"152","Derit","Goncha Siso Enesie","Late","42","29","5","0","43","0","0","0","0","84","52","0","0","0","0","0","0","0","0","1","0","52","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0"
"153","Derita","Libo Kemkem","Early","59","0","0","0","0","0","0","0","15","100","0","0","0","0","0","0","0","0","0","0","8","50","11","0","0","0","0","0","0","0","0","21","0","0","3","0","0"
"154","Derita","Libo Kemkem","Late","0","0","0","53","53","0","0","0","0","18","0","0","0","0","44","0","0","0","0","0","0","59","0","0","2","0","0","17","0","0","0","0","0","0","0","0","0"
"155","Dinkashena","Ofla","Early","0","100","100","0","100","100","100","100","0","100","0","100","100","0","0","100","0","100","0","100","0","0","0","100","0","0","100","100","0","0","100","100","100","0","100","100","100"
"156","Dinkashena","Ofla","Late","35","60","0","13","96","0","19","0","0","60","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","72","0","0","0","0"
"157","Ebo","RayaAzebo","Early","100","100","100","0","100","100","100","100","0","100","0","100","100","0","0","100","100","100","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0","100"
"158","Ebo","RayaAzebo","Late","0","100","0","3","92","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","100","0","0","0","0","0","0","0","0","0","5","92","0","0","18","0"
"159","Edagaarbi","Ahferom","Early","0","100","100","0","100","100","100","100","0","100","0","100","100","0","0","0","100","0","0","100","0","0","0","100","0","100","100","0","0","0","100","100","100","0","100","0","0"
"160","Edagaarbi","Ahferom","Late","0","79","0","0","39","0","16","0","11","0","0","0","0","49","0","0","0","0","0","41","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","8"
"161","EmbaAhfrom","Ahferom","Early","0","0","100","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","0","100","0","0","0","0","0","100","0","100","0","0","100","100","100","0","100","100","0"
"162","EmbaAhfrom","Ahferom","Late","38","0","0","0","59","0","0","0","69","0","0","0","0","30","0","0","0","0","4","27","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","28"
"163","EmbachekoGunaguna","Ibinat","Early","77","0","0","0","0","0","68","6","0","70","2","0","0","0","0","0","0","0","0","0","6","0","0","88","0","0","0","0","0","0","72","0","0","0","6","0","0"
"164","EmbachekoGunaguna","Ibinat","Late","0","17","0","0","67","0","0","0","0","0","50","0","17","0","12","0","0","0","0","0","0","33","0","0","0","0","5","0","0","0","0","0","0","0","0","50","0"
"165","EndaBagerima","Adwa","Early","0","0","89","0","0","0","100","100","14","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","100","0","0"
"166","EndaBagerima","Adwa","Late","34","51","0","0","0","0","30","24","0","0","0","0","0","0","0","0","0","0","13","0","0","48","0","0","0","0","0","17","0","0","0","0","2","0","0","0","48"
"167","Endabano","KolaTembien","Early","0","100","3","0","0","0","0","0","0","100","0","0","69","0","0","0","0","0","82","54","0","0","0","0","47","0","0","0","0","0","0","33","64","0","0","0","0"
"168","Endabano","KolaTembien","Late","0","34","0","0","2","0","0","48","0","29","0","0","0","48","0","0","0","0","0","14","0","61","0","33","0","0","1","0","0","0","0","0","0","0","0","0","0"
"169","Endachiwa","WiereLahe","Early","0","28","81","0","0","0","2","100","73","100","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","15","0","0","0","0","0","34","100","0","0","0","0"
"170","Endachiwa","WiereLahe","Late","0","54","0","0","39","0","0","50","0","0","0","0","0","0","0","0","0","0","67","0","0","58","0","0","0","0","0","37","0","0","9","0","3","0","0","0","42"
"171","EndaFelasi","Werieleke","Early","0","100","16","0","0","0","0","0","0","100","0","0","91","0","0","0","0","0","84","100","2","0","0","0","0","0","0","0","0","0","0","84","69","0","0","0","0"
"172","EndaFelasi","Werieleke","Late","0","50","0","0","27","0","0","48","0","0","0","0","0","0","63","0","0","0","63","31","0","33","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Endagahamus","WiereLahe","Early","0","73","71","0","0","0","0","0","66","100","0","0","54","0","0","0","0","0","100","100","0","0","0","0","0","0","76","0","0","0","0","0","1","0","0","0","0"
"174","Endagahamus","WiereLahe","Late","0","44","0","0","10","0","0","58","0","0","0","0","0","0","58","0","0","0","58","21","0","41","0","0","0","0","0","0","0","0","3","0","0","0","0","0","9"
"175","Endamariam","Ahferom","Early","0","0","100","0","0","100","100","100","100","0","0","0","100","0","0","0","100","0","0","100","0","0","0","0","0","100","0","0","0","0","100","100","100","0","100","100","0"
"176","Endamariam","Ahferom","Late","18","0","0","0","40","0","0","0","22","28","0","0","0","48","0","0","0","0","0","0","0","0","0","65","0","0","0","0","35","0","0","0","0","0","0","0","66"
"177","Erba","Raya Azebo","Early","0","100","100","0","100","100","100","100","100","100","100","100","100","0","0","100","100","100","0","0","100","100","100","100","100","0","100","100","0","100","100","100","100","0","100","0","0"
"178","Erba","Raya Azebo","Late","21","92","0","12","76","0","0","3","0","0","0","0","0","0","0","0","0","10","0","0","0","48","0","0","0","0","0","0","0","0","0","41","100","0","0","0","0"
"179","Esiret","Samre","Early","0","0","85","0","0","0","0","17","0","54","0","0","32","0","0","0","0","0","0","100","0","27","0","0","63","0","0","0","0","0","36","100","0","0","0","0","0"
"180","Esiret","Samre","Late","40","50","0","0","15","0","0","27","0","32","0","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","14","0","0","0","0","0","73","0","0","0","0"
"181","Estifanos","Libo Kemkem","Early","80","0","20","0","0","0","0","0","21","0","0","0","0","0","0","0","48","0","0","0","1","69","0","0","0","0","0","0","0","0","46","48","0","0","22","0","0"
"182","Estifanos","Libo Kemkem","Late","0","0","0","0","46","0","0","0","0","5","0","0","41","0","20","0","0","0","0","0","10","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Fala","Ofla","Early","0","100","100","0","100","100","100","100","0","100","100","100","100","0","0","100","0","100","0","100","100","0","100","100","0","0","100","100","100","100","100","100","100","100","100","0","100"
"184","Fala","Ofla","Late","45","100","0","0","74","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","32","0","0","0","0","12","0","0","0","0","25","100","0","0","0","0"
"185","Felegehiwot","Enesie Sar Midir","Early","56","0","0","0","27","0","100","26","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","44","50","0","0","0","100","0","0"
"186","Felegehiwot","Enesie Sar Midir","Late","29","19","0","0","29","0","0","0","0","82","37","0","0","0","0","0","0","0","0","0","0","12","0","85","0","0","0","0","0","4","0","0","38","0","0","0","0"
"187","FelegeWayane","Atsbi","Early","0","0","0","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","100","100","0","100","100","0","0","100","100","100","0","0","100","0","0","0","100","100","100"
"188","FelegeWayane","Atsbi","Late","0","0","0","0","90","0","14","0","0","0","0","0","0","0","0","0","0","0","0","52","33","10","0","15","0","0","0","0","0","0","0","0","7","0","4","0","29"
"189","FikreAlem","Hintalo Wajerat","Early","0","0","0","0","0","100","0","100","0","100","0","0","100","0","0","0","100","100","0","0","0","0","0","0","0","100","100","100","0","0","0","100","0","0","100","0","0"
"190","FikreAlem","Hintalo Wajerat","Late","15","89","0","0","3","0","3","0","0","23","0","0","0","0","0","0","0","0","0","12","0","57","0","0","0","0","0","0","0","0","0","11","2","0","0","0","0"
"191","Filatako","Goncha Siso Enesie","Early","45","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","3","63","0","14","0","0","100","0","0","0","0","0","41","0","0","0","0","100","0","0"
"192","Filatako","Goncha Siso Enesie","Late","42","29","5","0","43","0","0","0","0","84","52","0","0","0","0","0","0","0","0","1","0","52","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0"
"193","Gebsit","Shebel Berenta","Early","78","0","100","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","13","25","0","0","0","0","0","0","0","100","0","0","100","0","0"
"194","Gebsit","Shebel Berenta","Late","25","27","0","0","87","0","0","10","2","77","0","0","0","0","0","0","0","0","0","0","0","25","0","6","0","0","0","0","0","0","0","0","56","0","0","0","0"
"195","Gedayasu","Shebel Berenta","Early","78","0","100","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","13","25","0","0","0","0","0","0","0","100","0","0","100","0","0"
"196","Gedayasu","Shebel Berenta","Late","25","27","0","0","87","0","0","10","2","77","0","0","0","0","0","0","0","0","0","0","0","25","0","6","0","0","0","0","0","0","0","0","56","0","0","0","0"
"197","GelaMatebiya","Ibinat","Early","18","0","0","0","0","0","0","0","0","100","0","0","42","0","0","100","24","41","0","0","0","0","0","100","0","0","0","48","0","0","0","0","0","0","80","0","0"
"198","GelaMatebiya","Ibinat","Late","3","71","0","0","82","0","0","0","0","16","30","0","5","0","0","0","0","0","0","0","0","19","0","0","0","0","0","7","0","0","0","0","0","0","0","0","11"
"199","Gendebta","Adwa","Early","0","0","89","0","0","0","100","100","14","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","100","0","0"
"200","Gendebta","Adwa","Late","34","51","0","0","0","0","30","24","0","0","0","0","0","0","0","0","0","0","13","0","0","48","0","0","0","0","0","17","0","0","0","0","2","0","0","0","48"
"201","Geneti","RayaAzebo","Early","0","100","100","100","100","100","100","100","0","100","0","100","100","0","0","100","100","100","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0","100"
"202","Geneti","RayaAzebo","Late","0","88","0","27","87","0","3","0","0","29","0","0","0","0","0","0","0","0","0","14","0","67","0","0","0","0","0","0","0","0","0","29","94","0","0","0","0"
"203","Genfel","KinteAwelo","Early","0","0","0","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","100","100","0","100","100","0","0","100","100","100","0","0","100","0","0","0","100","0","100"
"204","Genfel","KinteAwelo","Late","14","50","0","0","93","0","11","0","0","0","0","0","0","0","0","0","0","0","0","55","42","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","64"
"205","Gera","TanquaAbergele","Early","0","100","100","0","0","51","0","86","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","100","30","22","0","0","0","0"
"206","Gera","TanquaAbergele","Late","0","66","0","0","21","0","0","72","0","25","0","0","0","0","0","0","0","0","1","21","0","0","0","4","0","0","0","0","0","0","21","0","55","0","0","0","0"
"207","Gerjale","Alamata","Early","0","100","100","0","100","100","100","100","100","100","100","100","100","0","0","100","100","100","0","0","100","100","100","100","100","0","100","100","0","100","100","100","100","100","0","100","0"
"208","Gerjale","Alamata","Late","17","92","0","12","76","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","44","0","0","0","0","0","0","0","0","0","41","100","0","0","0","0"
"209","GetskiMilesiley","KolaTembien","Early","0","100","0","0","0","0","0","29","0","100","0","0","0","0","0","0","0","0","13","43","0","0","0","0","100","97","0","0","0","0","66","83","0","0","0","0","0"
"210","GetskiMilesiley","KolaTembien","Late","0","4","0","0","0","0","0","52","14","30","0","0","0","52","0","0","0","0","0","12","0","26","0","52","0","0","0","2","0","0","0","0","0","0","0","0","0"
"211","Gijet","Samre","Early","0","61","72","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","100","100","0","0","0","0","10","100","100","0","0","0","100","0","0","0","0","0","0"
"212","Gijet","Samre","Late","43","20","0","0","17","0","0","24","0","17","0","0","0","0","1","0","0","0","0","67","0","7","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Ginaza","Libo Kemkem","Early","0","0","6","0","0","0","0","0","33","5","0","0","0","0","0","0","13","0","0","0","0","80","7","0","0","0","0","3","0","0","0","24","0","0","28","0","0"
"214","Ginaza","Libo Kemkem","Late","0","0","0","0","48","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Golgolemalee","Atsbi","Early","0","0","0","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","100","100","0","100","100","0","0","100","100","100","0","0","100","0","0","0","100","100","100"
"216","Golgolemalee","Atsbi","Late","0","0","0","0","90","0","14","0","0","0","0","0","0","0","0","0","0","0","0","52","33","10","0","15","0","0","0","0","0","0","0","0","7","0","4","0","29"
"217","Goshedur","Enesie Sar Midir","Early","56","0","0","0","27","0","100","26","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","44","50","0","0","0","100","0","0"
"218","Goshedur","Enesie Sar Midir","Late","29","19","0","0","29","0","0","0","0","82","37","0","0","0","0","0","0","0","0","0","0","12","0","85","0","0","0","0","0","4","0","0","38","0","0","0","0"
"219","Goza","Libo Kemkem","Early","45","0","43","0","0","0","0","90","0","100","0","0","0","0","0","0","2","81","0","0","0","27","0","0","0","0","0","29","0","0","0","0","0","31","0","0","0"
"220","Goza","Libo Kemkem","Late","0","0","0","0","0","0","13","28","0","32","0","0","0","0","29","0","0","0","0","0","0","65","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0"
"221","Grwre","Tanqua-Abergele","Early","0","100","41","0","0","17","0","96","0","4","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","24","0","0","0","0","100","3","49","0","0","0","0"
"222","Grwre","Tanqua-Abergele","Late","0","57","0","0","40","0","0","63","0","24","0","0","0","0","0","0","0","0","2","20","2","10","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0"
"223","GuemseAgamet","SaesiTsaedaemba","Early","0","100","100","0","100","100","100","100","0","100","0","100","100","0","0","0","100","0","100","100","0","100","100","0","100","100","100","100","0","0","0","100","0","0","100","100","100"
"224","GuemseAgamet","SaesiTsaedaemba","Late","0","0","0","1","16","0","46","0","46","0","1","0","0","26","0","0","0","0","0","85","74","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","21"
"225","Guroro","KolaTembien","Early","0","100","0","0","0","0","0","96","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","86","0","58","0","0","0","0"
"226","Guroro","KolaTembien","Late","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","14","0","55","0","63","0","0","0","0","0","47","0","0","3","0","0","0","0","0","0"
"227","Guya","KolaTembien","Early","0","0","13","0","0","0","0","73","0","100","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","100","38","24","0","0","0","0"
"228","Guya","KolaTembien","Late","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","19","0","52","0","54","0","24","0","0","0","0","0","0","0","0","7","0","0","11","0"
"229","Habees","Atsbi","Early","0","0","0","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","100","100","0","100","100","0","0","100","100","100","0","0","100","0","0","0","0","100","100"
"230","Habees","Atsbi","Late","0","16","0","0","91","0","31","0","0","0","0","0","0","0","0","0","0","0","0","62","51","1","0","16","0","0","0","0","0","0","0","0","0","0","27","0","41"
"231","Hadashtekli","Tanqua-Abergele","Early","0","90","29","0","0","0","0","89","0","91","0","0","0","0","0","0","0","0","59","0","0","0","15","0","0","0","0","0","0","0","100","85","0","0","0","0","0"
"232","Hadashtekli","Tanqua-Abergele","Late","0","60","0","0","19","0","11","71","0","23","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","26","0","14","0","0","0","0"
"233","HadeAlga","RayaAzebo","Early","0","100","100","100","100","100","100","100","100","100","100","100","100","0","0","100","100","100","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"234","HadeAlga","RayaAzebo","Late","0","91","0","15","82","0","0","0","0","17","0","0","0","0","0","0","0","3","0","0","0","63","0","0","0","0","0","0","0","0","0","17","77","0","0","0","0"
"235","HadnetK","KinteAwelo","Early","0","0","0","0","0","100","100","100","0","100","0","0","0","0","0","0","100","0","100","100","0","100","100","0","0","0","100","0","0","0","100","0","0","0","0","0","100"
"236","HadnetK","KinteAwelo","Late","0","5","0","0","86","0","0","0","0","43","0","0","0","0","0","0","0","0","1","58","41","11","0","0","0","6","0","0","0","0","0","0","0","0","25","0","0"
"237","HadnetS","SaesiTsaedaemba","Early","0","100","100","0","100","100","100","100","0","100","0","100","100","0","0","0","100","0","100","100","0","100","0","100","0","100","0","100","0","0","100","100","0","0","100","0","0"
"238","HadnetS","SaesiTsaedaemba","Late","50","0","0","0","41","0","21","0","22","0","0","0","0","38","0","0","0","0","0","64","79","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","2"
"239","HadushAdi","SaesiTsaedaemba","Early","0","100","100","0","100","100","100","100","0","100","0","100","100","0","0","0","100","0","0","100","0","100","0","100","100","100","100","100","0","0","0","100","0","0","100","100","100"
"240","HadushAdi","SaesiTsaedaemba","Late","0","90","0","0","0","0","36","0","24","0","0","0","0","1","0","0","0","0","0","46","60","0","0","21","0","0","0","0","0","0","0","0","47","0","0","0","0"
"241","HadushHiwet","SaesiTsaedaemba","Early","0","100","100","0","100","100","100","100","100","100","0","100","100","0","0","0","100","0","0","100","0","100","0","100","0","100","100","100","0","0","0","100","100","0","100","100","100"
"242","HadushHiwet","SaesiTsaedaemba","Late","28","75","0","0","92","0","75","0","50","0","0","0","0","0","0","0","0","0","0","25","12","7","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0"
"243","HagereGenet","Enesie Sar Midir","Early","70","0","0","0","56","0","0","96","0","99","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","100","0","0","0","100","0","0"
"244","HagereGenet","Enesie Sar Midir","Late","19","7","0","0","21","0","0","14","0","80","33","0","0","0","2","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","55","0","0","0","0"
"245","HagereSelamE","Enesie Sar Midir","Early","48","0","100","0","93","0","21","90","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0","100","0","0"
"246","HagereSelamE","Enesie Sar Midir","Late","12","0","0","13","20","0","0","5","0","52","57","0","0","0","0","0","0","0","0","0","0","0","0","76","0","0","0","0","0","0","0","0","27","0","0","0","0"
"247","HagereSelamW","Hintalo Wajerat","Early","0","0","0","0","0","100","0","0","0","100","0","0","100","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","100","0","0","0","100","0","0"
"248","HagereSelamW","Hintalo Wajerat","Late","36","5","0","0","31","0","75","0","0","75","0","0","0","0","0","0","0","0","27","34","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"249","Hangoda","SaesiTsaedaemba","Early","0","100","100","0","100","100","100","100","0","100","0","100","100","0","0","0","100","0","100","100","0","100","0","100","0","100","0","100","0","0","100","100","0","0","100","0","0"
"250","Hangoda","SaesiTsaedaemba","Late","50","0","0","0","41","0","21","0","22","0","0","0","0","38","0","0","0","0","0","64","79","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","2"
"251","Hareko","Hintalo Wajerat","Early","0","0","0","0","0","100","0","0","0","100","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","0","0","0","100","0","0","100","0","0"
"252","Hareko","Hintalo Wajerat","Late","31","87","0","0","0","0","30","4","0","46","0","0","0","0","0","0","0","0","0","7","0","15","0","0","0","0","0","0","0","0","0","35","15","0","0","0","0"
"253","Hawelti","RayaAzebo","Early","0","100","100","100","100","100","100","100","0","100","0","100","100","0","0","100","100","100","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","0","100"
"254","Hawelti","RayaAzebo","Late","0","88","0","27","87","0","3","0","0","29","0","0","0","0","0","0","0","0","0","14","0","67","0","0","0","0","0","0","0","0","0","29","94","0","0","0","0"
"255","Hayelom","KinteAwelo","Early","0","0","0","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","100","100","0","0","100","0","100","100","100","100","0","0","100","0","0","0","100","0","100"
"256","Hayelom","KinteAwelo","Late","19","59","8","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","51","8","0","19","0","0","0","0","0","0","0","0","0","0","0","0","2"
"257","Hintsa","Samre","Early","0","11","89","0","0","100","0","83","0","31","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","22","0","75","55","0","0","0","0"
"258","Hintsa","Samre","Late","70","11","0","0","8","0","39","10","0","16","0","0","0","0","0","0","0","0","16","35","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0"
"259","HintsaWaza","Samre","Early","0","11","89","0","0","100","0","83","0","31","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","22","0","75","55","0","0","0","0"
"260","HintsaWaza","Samre","Late","70","11","0","0","8","0","39","10","0","16","0","0","0","0","0","0","0","0","16","35","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0"
"261","HizbaTeklehymanot","Endamekoni","Early","100","100","100","0","100","100","100","100","0","100","0","100","100","0","0","100","100","100","0","100","0","100","100","100","0","100","100","100","100","100","100","100","100","100","100","0","100"
"262","HizbaTeklehymanot","Endamekoni","Late","6","97","0","0","80","0","0","0","29","23","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","15","0","0","0","2"
"263","ImbaRufael","TanquaAbergele","Early","0","100","100","0","0","51","0","86","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","100","30","22","0","0","0","0"
"264","ImbaRufael","TanquaAbergele","Late","0","66","0","0","21","0","0","72","0","25","0","0","0","0","0","0","0","0","1","21","0","0","0","4","0","0","0","0","0","0","21","0","55","0","0","0","0"
"265","Jijqe","Tanqua-Abergele","Early","0","100","44","0","0","0","0","97","0","62","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","7","0","0","0","0","100","10","43","0","0","0","0"
"266","Jijqe","Tanqua-Abergele","Late","0","64","0","0","0","0","0","75","0","34","0","0","0","0","0","0","0","4","0","32","1","14","0","0","0","0","0","0","0","0","17","0","29","0","0","0","0"
"267","JimanDeregeha","Ibinat","Early","32","0","0","0","0","0","3","0","0","99","0","0","0","0","0","0","0","0","9","0","0","16","0","74","0","0","0","7","0","0","97","0","0","0","24","0","0"
"268","JimanDeregeha","Ibinat","Late","0","84","0","0","88","0","0","0","0","37","47","0","28","0","0","0","0","0","0","0","0","37","0","0","0","0","2","30","0","0","0","0","0","0","0","0","27"
"269","Jira","Naeder-Adet","Early","0","98","1","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","56","0","20","0","0","46","0","0","0","0","0","11","0","17","0","0","0","0"
"270","Jira","Naeder-Adet","Late","0","0","0","0","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","16","0","39","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0"
"271","kabe","Libo Kemkem","Early","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0","5","0","58","36","0","0","0","0","0","0","0","21","0","5","5","0","0","0"
"272","kabe","Libo Kemkem","Late","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0"
"273","Karima","Shebel Berenta","Early","44","0","100","0","0","0","7","0","0","40","0","0","0","0","0","0","0","0","0","0","0","34","12","72","0","0","0","0","0","0","0","100","0","0","42","0","0"
"274","Karima","Shebel Berenta","Late","29","6","0","0","80","0","0","13","0","24","0","0","0","0","0","0","0","0","0","0","0","22","0","20","0","0","0","6","0","0","0","0","52","0","0","0","0"
"275","Keregna","Libo Kemkem","Early","0","0","4","0","0","0","0","0","39","35","0","0","0","0","0","0","41","26","0","0","0","79","20","0","0","0","0","31","0","1","0","0","0","0","0","0","0"
"276","Keregna","Libo Kemkem","Late","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Kihen","KinteAwelo","Early","0","0","0","0","0","100","100","0","0","100","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","8","100","0","0","0","100","0","0","0","0","100","100"
"278","Kihen","KinteAwelo","Late","0","3","0","0","85","0","49","0","0","10","0","0","0","0","0","0","0","8","0","58","47","2","0","0","0","0","0","0","0","0","0","0","0","0","41","0","0"
"279","Kita","Ibinat","Early","0","0","0","0","0","0","100","0","0","100","0","0","100","0","0","100","0","0","0","0","100","0","0","100","0","0","0","100","0","0","0","100","100","0","0","0","0"
"280","Kita","Ibinat","Late","30","6","0","0","80","0","0","0","0","7","19","0","0","0","0","0","0","0","0","7","0","5","0","23","0","0","0","2","0","0","0","0","0","0","0","0","0"
"281","Korme","RayaAzebo","Early","0","100","100","0","100","100","100","100","100","100","100","100","100","0","0","100","100","100","0","0","100","100","100","100","100","0","100","100","0","100","100","100","100","100","0","100","0"
"282","Korme","RayaAzebo","Late","17","92","0","12","76","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","44","0","0","0","0","0","0","0","0","0","41","100","0","0","0","0"
"283","Ksadacki","Naeder-Adet","Early","0","91","0","0","0","0","0","73","0","0","0","0","0","0","0","0","0","4","0","89","0","26","0","6","0","0","0","0","0","0","3","6","6","0","0","0","0"
"284","Ksadacki","Naeder-Adet","Late","0","25","0","0","0","0","0","57","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"285","Kudo","Ahferom","Early","0","0","100","0","0","100","100","100","0","100","0","0","100","0","0","0","100","0","0","100","0","0","0","0","0","100","0","100","0","0","100","100","100","0","100","100","0"
