"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"AbaBikila","1","1","1","1","1","0.41","0.91","0.66"
"Abara","1","1","1","1","1","0.65","1","0.62"
"Abarwuha","1","1","1","1","1","0.81","0.82","0.62"
"Abaselima","1","1","1","1","1","0.54","1","0.62"
"Abina","1","1","1","1","1","0.65","0.91","0.66"
"AbrahaAtsbaha","0.57","1","1","1","0.57","0.43","0.36","0.72"
"Abrekuy","1","1","1","1","1","0.43","1","0.62"
"AdekeAla","0.46","1","1","1","0.46","0.78","0.64","0.66"
"Adekiney","0.68","1","1","0.38","0.68","0.51","0.36","0.72"
"AderSeg","1","1","1","1","1","0.51","0.91","0.66"
"Adibearj","0.14","1","1","1","0.14","0.84","0.73","0.62"
"AdiHa","0.35","1","1","1","0.35","0.7","0.64","0.69"
"AdiKisandid","0.59","1","1","1","0.59","0.38","0.45","0.72"
"Adisalem","1","1","1","1","1","0.86","1","0.69"
"AdisAlemS","0.46","1","1","1","0.46","0.86","0.73","0.66"
"AdisAlemW","0.49","1","1","1","0.49","0.24","0.45","0.56"
"Adiselam","1","1","1","1","1","0.89","0.73","0.44"
"Adishimbirkti","0.7","0.03","1","1","0.7","0.65","0.82","0.81"
"AdisKigni","0.57","0.08","0.49","0.16","0.57","0.22","0.82","0.94"
"Adiyikoro","0.51","1","1","1","0.51","0.19","0.45","0.56"
"Adizata","0.51","1","1","1","0.51","0.14","0.36","0.56"
"Adreb","1","1","1","1","1","0.62","0.73","0.44"
"AgazenMeda","1","1","1","1","1","0.73","0.82","0.62"
"Agazi","0.86","1","1","1","0.86","0.08","0.36","0.78"
"Agbe","0.19","1","1","1","0.19","0.97","0.91","0.69"
"Agela","1","1","1","1","1","0.76","0.91","0.66"
"Agid","1","1","1","1","1","0.38","0.55","0.38"
"AlemeTesfa","1","1","1","0.68","1",,"1","0.69"
"AmdiWeyane","0.46","1","1","1","0.46","0.86","0.82","0.66"
"Amedwuha","0.62","1","1","0.22","0.62","0.59","0.73","0.72"
"Ameno","1","1","1","1","1","0.41","0.91","0.66"
"Amisetya","0.49","1","1","1","0.49","0.54","0.91","0.78"
"Angot","1","1","1","1","1","0.54","0.91","0.62"
