"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","Adreb","Adreb","Adreb","Adreb","Adreb","Adreb","Adreb","Adreb"
"Region","Naeder-Adet","Naeder-Adet","Naeder-Adet","Naeder-Adet","Naeder-Adet","Naeder-Adet","Naeder-Adet","Naeder-Adet"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","0","41","0.57","0","75","1","0","0"
"1984-1977","78","9","0.08","0","75","1","77.97","0"
"1985-1978","0","39","0.49","0","75","1","0","0"
"1986-1979","0","50","0.73","0","75","1","0","0"
"1987-1980","0","75","1","0","75","1","0","0"
"1988-1981","0","59","0.81","0","75","1","0","0"
"1989-1982","0","48","0.65","0","75","1","0","0"
"1990-1983","92","7","0.03","58","59","0.03","149.38","0"
"1991-1984","0","36","0.41","0","75","1","0","1"
"1992-1985","22","21","0.14","28","67","0.08","49.99","0"
"1993-1986","0","57","0.78","0","75","1","0","0"
"1994-1987","0","50","0.73","0","75","1","0","0"
"1995-1988","0","37","0.46","0","75","1","0","1"
"1996-1989","0","62","0.84","45","63","0.05","44.59","0"
"1997-1990","0","70","0.89","0","75","1","0","0"
"1998-1991","0","74","0.95","0","75","1","0","0"
"1999-1992","0","29","0.3","0","75","1","0","0"
"2000-1993","0","27","0.27","0","75","1","0","0"
"2001-1994","0","25","0.24","0","75","1","0","1"
"2002-1995","86","8","0.05","0","75","1","86.35","0"
"2003-1996","0","31","0.32","0","75","1","0","0"
"2004-1997","11","23","0.16","0","75","1","11.15","0"
"2005-1998","0","40","0.51","0","75","1","0","1"
"2006-1999","0","25","0.24","0","75","1","0","0"
"2007-2000","0","41","0.54","0","75","1","0","0"
"2008-2001","0","32","0.38","0","75","1","0","0"
"2009-2002","0","45","0.62","0","75","1","0","0"
"2010-2003","0","74","0.92","0","75","1","0","0"
"2011-2004","0","50","0.73","0","75","1","0","0"
"2012-2005","0","37","0.43","0","75","1","0","0"
"2013-2006","0","32","0.35","0","75","1","0","0"
"2014-2007","0","25","0.24","0","75","1","0","0"
"2015-2008","61","13","0.11","0","75","1","60.83","1"
"2016-2009","0","54","0.76","0","75","1","0","0"
"2017-2010","0","44","0.59","0","75","1","0","0"
"2018-2011","0","68","0.86","0","75","1","0","0"
"2019-2012","0","75","1","0","75","1","0","0"
