"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET"
"Aquha","0.59","0.16","0.51","0.3","0.59","0.35",,"0.28"
"Arena","0.3","0.24","0.22","0.46","0.3","0.11",,"0.44"
"Asmena","0.51","0.49","0.35","0.65","0.51","0.03",,"0.38"
"Asta","0.97","0.59","1","0.32","0.97","0.35",,"0.72"
"Atakilti","0.62","1","1","1","0.62","0.19",,"0.53"
"AwetBikalsi","0.84","0.54","0.68","0.76","0.84","0.03",,"0.59"
"AwusaMeda","0.41","0.62","0.08","0.16","0.41","0.32",,"0.16"
"Ayba","0.46","0.27","0.59","0.81","0.46","0.14",,"0.34"
"Aynalem","0.3","0.41","0.24","0.38","0.3","0.03",,"0.38"
"Bala","0.49","0.7","0.76","0.81","0.49","0.65",,"0.12"
"Balarab","0.76","0.14","0.16","0.3","0.76","0.3",,"0.28"
"Bamba","0.19","0.76","0.65","0.78","0.19","0.24",,"0.47"
"BarkaAdiswha","0.27","0.68","0.46","0.62","0.27","0.14",,"0.38"
"Begasheka","0.68","1","0.59","0.65","0.68","0.3",,"0.53"
"Berlay","0.32","0.62","0.14","0.27","0.32","0.32",,"0.16"
"Betgebez","0.27","0.59","0.22","0.51","0.27","0.11",,"0.28"
"Bethans","0.22","0.43","0.3","0.62","0.22","0.35",,"0.5"
"BilbWuha","0.84","0.38","1","0.46","0.84","0.46",,"0.59"
"Birkutea","0.73","1","1","1","0.73","0.11",,"0.72"
"Boneya","0.11","0.3","0.27","0.7","0.11","0.19",,"0.22"
"Burkoche","0.62","0.11","0.51","0.3","0.62","0.3",,"0.28"
"Cheli","0.46","0.14","0.51","0.57","0.46","0.14",,"0.47"
"Darubekeda","0.38","0.27","0.32","0.46","0.38","0.22",,"0.22"
"Deberkerbye","0.65","1","1","1","0.65","0.51",,"0.81"
"DeberAbaJale","0.78","1","0.78","1","0.78","0.19",,"0.47"
"DebrAbay","0.57","0.62","0.22","0.19","0.57","0.38",,"0.16"
"DebreAliays","0.24","0.3","0.05","0.11","0.24","0.49",,"0.16"
"Debrebirhan","0.3","0.54","0.27","0.49","0.3","0.65",,"0.41"
"Debrebrhan","0.22","0.38","0.08","0.16","0.22","0.03",,"0.38"
"DebreGenet","0.38","0.54","0.19","0.41","0.38","0.35",,"0.16"
"DebreGenetA","0.3","0.49","0.62","0.76","0.3","0.32",,"0.5"
"DebreGenetK","0.76","1","0.68","0.78","0.76","0.08",,"0.53"
"DebreGeorgis","0.41","0.3","0.08","0.11","0.41","0.38",,"0.16"
"DebreKidusan","0.27","0.49","0.51","0.78","0.27","0.32",,"0.16"
"Debremawie","0.32","0.62","0.03","0.08","0.32","0.51",,"0.16"
"Debreselam","0.32","0.19","0.35","0.59","0.32","0.22",,"0.41"
"Debrinetseb","0.68","1","0.76","0.84","0.68","0.11",,"0.53"
"Dekera","0.54","0.59","0.43","0.51","0.54","0.08",,"0.62"
"DembezaAmbaLay","0.32","0.62","0.05","0.14","0.32","0.51",,"0.16"
"Derit","0.3","0.59","0.62","0.65","0.3","0.59",,"0.44"
"Derita","0.97","0.62","1","0.51","0.97","0.05",,"0.72"
"Dinkashena","0.35","0.27","0.38","0.62","0.35","0.19",,"0.22"
"Ebo","0.51","0.7","0.16","0.43","0.51","0.03",,"0.34"
"Edagaarbi","0.41","0.43","0.3","0.62","0.41","0.16",,"0.5"
"EmbaAhfrom","0.35","0.65","0.27","0.62","0.35","0.11",,"0.59"
"EmbachekoGunaguna","0.81","0.59","0.38","0.54","0.81","0.27",,"0.47"
"EndaBagerima","0.32","0.24","0.27","0.65","0.32","0.22",,"0.5"
"Endabano","0.65","0.78","0.78","0.86","0.65","0.08",,"0.62"
"Endachiwa","0.3","0.24","0.08","0.16","0.3","0.16",,"0.59"
"EndaFelasi","0.27","0.24","0.49","0.51","0.27","0.3",,"0.62"
"Endagahamus","0.3","0.35","0.16","0.41","0.3","0.11",,"0.59"
"Endamariam","0.3","0.59","0.3","0.57","0.3","0.11",,"0.28"
"Erba","0.46","0.65","0.41","0.54","0.46","0.65",,"0.25"
"Esiret","0.46","0.14","0.51","0.62","0.46","0.16",,"0.47"
"Estifanos","0.73","1","1","0.68","0.73","0.41",,"0.72"
"Fala","0.49","0.41","0.22","0.32","0.49","0.54",,"0.06"
"Felegehiwot","0.38","0.49","0.22","0.46","0.38","0.3",,"0.16"
"FelegeWayane","0.46","0.68","0.49","0.59","0.46","0.11",,"0.38"
"FikreAlem","0.14","0.16","0.49","0.51","0.14","0.03",,"0.38"
"Filatako","0.3","0.59","0.65","0.7","0.3","0.76",,"0.44"
"Gebsit","0.51","0.62","0.3","0.76","0.51","0.03",,"0.22"
"Gedayasu","0.51","0.62","0.27","0.81","0.51","0.03",,"0.19"
"GelaMatebiya","0.86","0.57","0.32","0.24","0.86","0.05",,"0.47"
"Gendebta","0.32","0.27","0.11","0.3","0.32","0.16",,"0.59"
"Geneti","0.51","0.49","0.16","0.38","0.51","0.24",,"0.34"
"Genfel","0.3","0.43","0.41","0.51","0.3","0.08",,"0.38"
"Gera","0.14","0.59","1","1","0.14","0.3",,"0.19"
"Gerjale","0.51","0.59","0.73","0.78","0.51","0.7",,"0.22"
"GetskiMilesiley","0.81","0.86","0.81","0.86","0.81","0.27",,"0.59"
"Gijet","0.35","0.3","0.57","0.84","0.35","0.03",,"0.59"
"Ginaza","0.65","1","1","0.46","0.65","0.05",,"0.38"
"Golgolemalee","0.46","0.68","0.46","0.59","0.46","0.08",,"0.38"
"Goshedur","0.38","0.49","0.24","0.46","0.38","0.08",,"0.16"
"Goza","0.84","0.41","1","0.49","0.84","0.46",,"0.59"
"Grwre","0.22","0.76","0.76","0.78","0.22","0.57",,"0.19"
"GuemseAgamet","0.49","0.68","0.43","0.57","0.49","0.11",,"0.38"
"Guroro","0.68","1","0.73","1","0.68","0.14",,"0.53"
"Guya","0.68","1","0.73","1","0.68","0.19",,"0.53"
"Habees","0.27","0.65","0.46","0.62","0.27","0.19",,"0.38"
"Hadashtekli","0.62","0.65","0.81","1","0.62","0.14",,"0.59"
"HadeAlga","0.57","0.51","0.35","0.59","0.57","0.19",,"0.25"
"HadnetK","0.24","0.41","0.19","0.27","0.24","0.03",,"0.62"
"HadnetS","0.3","0.62","0.11","0.14","0.3","0.05",,"0.38"
"HadushAdi","0.51","0.62","0.3","0.46","0.51","0.03",,"0.38"
"HadushHiwet","0.51","0.49","0.35","0.65","0.51","0.03",,"0.38"
"HagereGenet","0.27","0.54","0.35","0.7","0.27","0.27",,"0.16"
"HagereSelamE","0.57","0.62","0.3","0.57","0.57","0.38",,"0.16"
"HagereSelamW","0.19","0.3","0.19","0.32","0.19","0.11",,"0.19"
"Hangoda","0.3","0.62","0.11","0.14","0.3","0.05",,"0.38"
"Hareko","0.08","0.16","0.49","0.57","0.08","0.03",,"0.62"
"Hawelti","0.51","0.65","0.19","0.59","0.51","0.03",,"0.34"
"Hayelom","0.3","0.38","0.24","0.41","0.3","0.11",,"0.41"
"Hintsa","0.03","0.51","0.51","0.54","0.03","0.08",,"0.47"
"HintsaWaza","0.03","0.51","0.35","0.27","0.03","0.08",,"0.47"
"HizbaTeklehymanot","0.46","0.3","0.16","0.49","0.46","0.27",,"0.34"
"ImbaRufael","0.14","0.46","1","0.89","0.14","0.46",,"0.19"
"Jijqe","0.57","0.46","1","1","0.57","0.35",,"0.53"
"JimanDeregeha","0.95","0.59","0.7","0.65","0.95","0.11",,"0.47"
"Jira","0.81","1","1","1","0.81","0.14",,"0.47"
"kabe","0.68","1","1","0.57","0.68","0.11",,"0.38"
"Karima","0.41","0.54","0.35","0.81","0.41","0.11",,"0.19"
"Keregna","0.54","1","1","0.54","0.54","0.49",,"0.38"
"Kihen","0.11","0.35","0.19","0.3","0.11","0.11",,"0.62"
"Kita","0.81","0.14","0.54","0.41","0.81","0.35",,"0.31"
"Korme","0.51","0.57","0.73","0.81","0.51","0.54",,"0.22"
"Ksadacki","0.73","0.35","1","1","0.73","0.11",,"0.34"
"Kudo","0.35","0.62","0.27","0.57","0.35","0.14",,"0.59"
"Kuluferha","0.68","0.65","0.84","1","0.68","0.16",,"0.59"
"KuluGizeLemlem","0.49","0.68","0.7","0.81","0.49","0.76",,"0.12"
"LaelayDayu","0.51","0.68","0.7","0.81","0.51","0.76",,"0.12"
"Laelayhahaile","0.35","0.59","0.22","0.49","0.35","0.11",,"0.59"
"LaelayMegariaTsemri","0.22","0.41","0.16","0.38","0.22","0.14",,"0.28"
"Lalaylogomti","0.3","0.41","0.41","0.65","0.3","0.38",,"0.59"
"Ledy","0.22","0.62","0.14","0.38","0.22","0.3",,"0.22"
"Lemlem","0.46","0.38","0.62","0.78","0.46","0.35",,"0.62"
"LemlemArena","0.05","0.08","0.57","0.68","0.05","0.03",,"0.62"
"Libo ","0.89","0.62","1","0.38","0.89","0.05",,"0.72"
"Limaat","0.49","0.65","0.73","0.81","0.49","0.78",,"0.12"
"Limat","0.76","0.59","0.78","1","0.76","0.08",,"0.53"
"Lul","0.7","0.3","0.24","0.62","0.7","0.38",,"0.19"
"LusinaAbegeldi","0.81","0.49","0.3","0.3","0.81","0.05",,"0.47"
"Maekelawi","0.3","0.35","0.16","0.41","0.3","0.11",,"0.59"
"MaekelSegli","0.3","0.89","0.65","0.78","0.3","0.27",,"0.62"
"MahbereWeyni","0.24","0.41","0.24","0.3","0.24","0.03",,"0.62"
"MariamShewito","0.32","0.27","0.11","0.32","0.32","0.24",,"0.5"
"Martadios","0.89","0.59","1","0.7","0.89","0.05",,"0.72"
"MayChekemte","0.35","0.3","0.08","0.24","0.35","0.22",,"0.59"
"MayNebri","0.43","0.24","0.3","0.65","0.43","0.19",,"0.5"
"Maysuru","0.3","0.59","0.32","0.68","0.3","0.11",,"0.28"
"MayTeklia","0.03","0.59","0.57","0.65","0.03","0.05",,"0.47"
"Mearey","0.46","0.78","0.57","0.7","0.46","0.11",,"0.41"
"Mechare","0.54","0.68","0.3","0.62","0.54","0.08",,"0.22"
"Mechena","0.78","1","0.7","0.68","0.78","0.27",,"0.47"
"MehalGoncha","0.3","0.7","0.43","0.73","0.3","0.41",,"0.44"
"Mekan ","0.49","0.35","0.41","0.65","0.49","0.43",,"0.22"
"MekaneGenet","0.32","0.54","0.14","0.24","0.32","0.16",,"0.28"
"Melabesh","0.73","0.3","0.08","0.16","0.73","0.59",,"0.16"
"MendereMariam","0.76","0.38","1","0.57","0.76","0.51",,"0.38"
"Menegobena","0.27","0.54","0.32","0.73","0.27","0.41",,"0.22"
"Menji","0.62","1","1","1","0.62","0.08",,"0.53"
"Mergech","0.3","0.54","0.22","0.57","0.3","0.3",,"0.22"
"Mesanu","0.3","0.7","0.49","0.51","0.3","0.08",,"0.62"
"Mesehle","0.65","0.59","0.81","1","0.65","0.38",,"0.59"
"Meswaeti ","0.49","0.41","0.51","0.59","0.49","0.46",,"0.22"
"Metkel","0.19","0.11","0.51","0.43","0.19","0.03",,"0.19"
"MetkelLemat","0.03","0.19","0.43","0.57","0.03","0.03",,"0.62"
"Mezbr","0.14","0.22","0.16","0.41","0.14","0.14",,"0.28"
"MichelDebre","0.76","0.41","1","0.41","0.76","0.41",,"0.38"
"Miraf","0.41","0.62","0.27","0.84","0.41","0.3",,"0.22"
"Misema","1","1","1","1","1","0.24",,"0.06"
"Mitad","0.68","0.59","1","0.41","0.68","0.38",,"0.38"
"MitinaYimach","0.41","0.62","0.16","0.43","0.41","0.3",,"0.28"
"Mozen","0.27","0.54","0.35","1","0.27","0.38",,"0.22"
"Mozutey","0.22","0.62","0.22","0.41","0.22","0.57",,"0.5"
"Mtsaiwerki","0.68","1","0.57","0.7","0.68","0.08",,"0.53"
"Nagash","0.32","0.46","0.43","0.62","0.32","0.14",,"0.38"
"Nebarhadinet","0.46","0.81","0.65","0.76","0.46","0.3",,"0.62"
"Nefasit","0.68","0.65","0.86","1","0.68","0.24",,"0.59"
"Negedebrhan","0.05","0.73","0.76","0.78","0.05","0.57",,"0.19"
"Niquara","0.78","0.49","0.43","0.41","0.78","0.14",,"0.31"
"Qoraro","0.38","0.46","0.35","0.57","0.38","0.03",,"0.41"
"RubaFelege","0.46","0.68","0.46","0.76","0.46","0.05",,"0.38"
"Santa gelebeda","0.3","0.46","0.46","0.65","0.3","0.24",,"0.44"
"SaratYerawoch","0.41","0.54","0.16","0.41","0.41","0.51",,"0.28"
"Sefo","0.35","0.54","0.22","0.57","0.35","0.16",,"0.59"
"Segena","0.41","0.49","0.38","0.57","0.41","0.43",,"0.28"
"Seka","0.73","0.3","1","1","0.73","0.24",,"0.34"
"Selamaya","0.7","0.54","0.05","0.11","0.7","0.08",,"0.47"
"SelamBekalsi","0.49","0.68","0.73","0.81","0.49","0.81",,"0.12"
"Selamber","0.24","0.3",,"0.03","0.24","0.54",,"0.16"
"SelamgieAmbarie","0.3","0.7","0.32","0.51","0.3","0.41",,"0.44"
"SelamH","0.43","0.46","0.22","0.41","0.43","0.62",,"0.41"
"SelamW","0.3","0.24","0.41","0.59","0.3","0.22",,"0.5"
"Selelkula","0.41","0.62","0.22","0.54","0.41","0.24",,"0.22"
"SelenWuha","0.49","0.65","0.7","0.84","0.49","0.59",,"0.12"
"Seloda","0.22","0.41","0.3","0.65","0.22","0.51",,"0.5"
"Sendada","0.49","0.59","0.41","0.59","0.49","0.05",,"0.38"
"Serawudi","0.78","1","1","1","0.78","0.11",,"0.72"
"Seret","0.35","0.57","0.49","0.59","0.35","0.05",,"0.62"
"Sero","0.3","0.62","0.3","0.65","0.3","0.08",,"0.28"
"Shamo","0.73","1","1","1","0.73","0.22",,"0.72"
"ShehochTehara","0.7","1","1","0.57","0.7","0.05",,"0.72"
"Shekatekli","0.62","0.65","0.65","0.76","0.62","0.05",,"0.59"
"Shunge","0.7","0.73","0.05","0.14","0.7","0.32",,"0.47"
"Simret","0.46","0.62","0.32","0.68","0.46","0.05",,"0.5"
"SimretS","0.49","0.35","0.54","0.73","0.49","0.49",,"0.22"
"SimretT","0.68","0.38","1","1","0.68","0.68",,"0.19"
"Sinkata","0.49","0.68","0.43","0.57","0.49","0.11",,"0.38"
"Siye","0.41","0.46","0.7","0.84","0.41","0.51",,"0.19"
"Smret","0.68","1","0.76","1","0.68","0.08",,"0.53"
"Sorya","0.78","0.32","0.84","0.84","0.78","0.35",,"0.06"
"Suha","0.3","0.49","0.46","1","0.3","0.19",,"0.22"
"Tahtayhaya","0.54","0.57","0.51","0.59","0.54","0.49",,"0.22"
"TahtayDaeroka","0.32","0.32","0.27","0.57","0.32","0.19",,"0.59"
"TahtayLegomti","0.3","0.24","0.46","0.54","0.3","0.3",,"0.5"
"TahtayMegariaTsebri","0.22","0.41","0.16","0.38","0.22","0.08",,"0.28"
"Tao","0.51","0.51","0.73","0.78","0.51","0.76",,"0.22"
"TaraGedam","0.68","0.62","1","0.43","0.68","0.03",,"0.38"
"TaraSenba","0.92","0.59","0.51","0.7","0.92","0.11",,"0.47"
"Tekea","0.46","0.24","0.46","0.76","0.46","0.08",,"0.25"
"Tekleweyni","0.41","0.65","0.7","0.7","0.41","0.54",,"0.19"
"Tetatiro","0.49","0.62","0.27","0.38","0.49","0.14",,"0.22"
"Tibaga","0.65","1","1","0.46","0.65","0.05",,"0.38"
"Tigage","0.57","0.27","0.54","0.32","0.57","0.27",,"0.28"
"Tsae","0.3","0.35","0.24","0.41","0.3","0.11",,"0.44"
"Tsetsera","0.81","0.38","0.78","0.84","0.81","0.41",,"0.06"
"Tseykeme","0.57","0.46","0.78","1","0.57","0.38",,"0.19"
"Tsigea","0.51","0.49","0.16","0.38","0.51","0.24",,"0.34"
"Ulaga","0.49","0.68","0.73","0.84","0.49","0.86",,"0.19"
"Wargba","0.51","0.49","0.24","0.46","0.51","0.27",,"0.34"
"Wariba","0.81","0.59","0.46","0.49","0.81","0.24",,"0.44"
"Wedikeshi","0.22","0.41","0.32","0.65","0.22","0.41",,"0.5"
"Werabaye","0.54","0.57","0.43","0.65","0.54","0.54",,"0.22"
"Werkamba","0.65","0.78","0.78","0.86","0.65","0.08",,"0.62"
"Wobo","0.49","0.62","0.3","0.65","0.49","0.05",,"0.22"
"Wonberoch","0.92","0.62","0.32","0.41","0.92","0.16",,"0.47"
"Wondye","0.41","0.49","0.32","0.65","0.41","0.41",,"0.28"
"Worego","0.41","0.62","0.32","1","0.41","0.16",,"0.22"
"WorgajaWagi","0.84","0.41","0.49","0.59","0.84","0.16",,"0.41"
"WoryaMeskel","0.73","0.3","0.11","0.24","0.73","0.51",,"0.19"
"Woyenti","0.32","0.27","0.19","0.49","0.32","0.19",,"0.59"
"Woynye","0.41","0.3","0.27","0.7","0.41","0.19",,"0.22"
"WuhdetG","0.46","0.65","0.46","0.78","0.46","0.03",,"0.5"
"WuhdetK","0.46","0.3","0.49","0.46","0.46","0.08",,"0.44"
"WushaTires","0.65","1","1","0.41","0.65","0.05",,"0.38"
"Yedwuha","0.41","0.54","0.35","1","0.41","0.08",,"0.22"
"Yeju","0.35","0.54","0.57","0.62","0.35","0.22",,"0.22"
"Yetefet","0.32","0.54","0.14","0.24","0.32","0.22",,"0.16"
"YifagAkababi","0.65","1","1","0.41","0.65","0.03",,"0.38"
"Yitihana","0.22","0.3","0.11","0.41","0.22","0.03",,"0.22"
"Zata","0.43","0.27","0.22","0.35","0.43","0.24",,"0.22"
"Ziha","0.78","1","1","1","0.78","0.22",,"0.72"
"ZihonHuha","0.32","0.3","0.03","0.08","0.32","0.51",,"0.16"
"ZobarYikuanda","0.73","0.3","0.19","0.49","0.73","0.41",,"0.19"
"Zongi","0.3","0.24","0.41","0.59","0.3","0.22",,"0.5"
