"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early","Early"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","46","9","0.19","62.24239","0.57","35.4","0.16","34","0.24","8.76769236984127","0.19","0.164018636074934","0.16",,,"40.0302850035364","0.78"
"1984-1977","0","49","0.89","66.09662","0.68","61.6","0.65","71","0.78","49.0366410277778","0.89","0.255734636525051","0.89",,,"-1.79449088924793","0.03"
"1985-1978","0","27","0.65","54.63021","0.14","36.3","0.19","46","0.41","26.5820456666667","0.65","0.212932620783077","0.46",,,"22.4625736037146","0.38"
"1986-1979","0","25","0.62","67.38782","0.84","66.2914285714286","0.78","75","1","25","0.62","0.269453874771903","0.95",,,"27.4118984094677","0.62"
"1987-1980","0","28","0.68","66.25743","0.73","59.3527777777778","0.59","71","0.78","27.8909581198413","0.68","0.155282042415037","0.14",,,"68.3150680962715","1"
"1988-1981","0","42","0.86","54.63021","0.14","34.1","0.14","39","0.32","42.178313","0.86","0.165157006924423","0.19",,,"24.0078050044972","0.41"
"1989-1982","0","21","0.38","58.83637","0.32","50.7164285714286","0.46","69","0.73","21.4561599722222","0.38","0.197392913429423","0.43",,,"42.5984150259223","0.88"
"1990-1983","0","16","0.3","59.44232","0.49","25","0.08","25","0.16","16.06825","0.3","0.21925243450442","0.57",,,"26.3720972455534","0.5"
"1991-1984","0","34","0.76","67.38782","0.84","50","0.43","50","0.59","34.088818","0.76","0.220575991921921","0.59",,,"25.221348580074","0.47"
"1992-1985","100","0","0.11","54.63021","0.14","12.8","0.03","25","0.16","0","0.11","0.14577750705697","0.08",,,"35.1160428001382","0.75"
"1993-1986","0","24","0.46","75","1","45.8","0.38","23","0.03","23.76153075","0.46","0.179210516449136","0.32",,,"26.6231049124023","0.53"
"1994-1987","0","41","0.84","59.44232","0.49","62.7","0.73","75","1","40.504896","0.84","0.23325172122277","0.68",,,"6.55838683320412","0.09"
"1995-1988","0","15","0.27","54.83748","0.22","54.1","0.54","46","0.41","14.76065","0.27","0.185110187444112","0.35",,,"28.6917992042047","0.66"
