"","V1","V2","V3","V4","V5","V6","V7","V8"
"Name","DeberAbaJale","DeberAbaJale","DeberAbaJale","DeberAbaJale","DeberAbaJale","DeberAbaJale","DeberAbaJale","DeberAbaJale"
"Region","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat","Ibinat"
"Data","Pay","AdjRain","Rank","Pay","AdjRain","Rank","PaySum","Bad"
"Timing","Early","Early","Early","Late","Late","Late","All","All"
"Source","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","ARC_Index","Team"
"1983-1976","82","15","0.05","0","75","1","82.15","0"
"1984-1977","0","50","0.68","71","51","0.03","70.63","0"
"1985-1978","8","29","0.22","0","75","1","8.13","0"
"1986-1979","0","40","0.51","0","75","1","0","0"
"1987-1980","0","75","1","54","57","0.08","54.21","0"
"1988-1981","0","62","0.78","0","75","1","0","0"
"1989-1982","0","34","0.38","0","75","1","0","0"
"1990-1983","0","46","0.65","0","75","1","0","0"
"1991-1984","0","38","0.43","0","75","1","0","0"
"1992-1985","87","15","0.03","39","62","0.14","126.13","1"
"1993-1986","0","31","0.27","0","75","1","0","0"
"1994-1987","0","65","0.86","0","75","1","0","1"
"1995-1988","0","31","0.3","41","61","0.11","40.71","0"
"1996-1989","0","67","0.89","0","75","1","0","0"
"1997-1990","0","62","0.81","32","64","0.16","32.16","0"
"1998-1991","0","40","0.49","0","75","1","0","0"
"1999-1992","32","25","0.16","0","75","1","31.58","0"
"2000-1993","0","32","0.35","0","75","1","0","0"
"2001-1994","0","50","0.7","0","75","1","0","0"
"2002-1995","0","43","0.59","0","75","1","0","0"
"2003-1996","0","31","0.32","1","75","0.24","1.44","0"
"2004-1997","74","17","0.11","60","54","0.05","134.67","0"
"2005-1998","0","40","0.54","0","75","1","0","0"
"2006-1999","0","40","0.46","0","75","1","0","1"
"2007-2000","0","42","0.57","0","75","1","0","0"
"2008-2001","0","53","0.73","0","75","1","0","0"
"2009-2002","0","58","0.76","0","75","1","0","0"
"2010-2003","17","28","0.19","11","71","0.19","28.1","1"
"2011-2004","0","72","0.92","0","75","1","0","0"
"2012-2005","0","36","0.41","0","75","1","0","0"
"2013-2006","81","16","0.08","0","75","1","80.98","0"
"2014-2007","32","25","0.16","0","75","0.27","31.58","0"
"2015-2008","0","75","0.95","0","75","1","0","0"
"2016-2009","0","46","0.62","0","75","1","0","0"
"2017-2010","2","31","0.24","0","75","1","2.18","0"
"2018-2011","0","63","0.84","0","75","1","0","1"
"2019-2012","0","75","1","10","72","0.22","9.97","0"
