"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"Data","Pay","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","AdjRain","Rank","MIXEDVEGg","Rank","SWI-15","Rank","MIXEDET","Rank"
"Timing","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late","Late"
"Source","ARC_Index","ARC_Index","ARC_Index","CHIRPDK","CHIRPDK","TAMSAT3","TAMSAT3","ENACTSDK","ENACTSDK","ARC","ARC","MIXEDVEGg","MIXEDVEGg","SWI-15","SWI-15","MIXEDET","MIXEDET"
"1983-1976","0","71","0.41","75","1","69.8","0.03","75","1","70.6025855555556","0.41","0.209369257740096","0.62",,,"-2.09678216298082","0.09"
"1984-1977","56","49","0.03","75","1","75","1","75","1","49.030961","0.03","0.178771090634767","0.14",,,"2.18184286308563","0.12"
"1985-1978","0","75","1","75","1","75","1","75","1","75","1","0.192395735944285","0.27",,,"37.833783517616","0.66"
"1986-1979","0","75","1","75","1","75","1","75","1","75","1","0.203437896443933","0.46",,,"31.2440111150117","0.38"
"1987-1980","52","50","0.11","75","1","75","1","68","0.03","50.1255421142857","0.11","0.193518051198246","0.3",,,"-11.866806098114","0.03"
"1988-1981","0","75","1","75","1","75","1","75","1","75","1","0.209520096910229","0.65",,,"36.9004507875788","0.62"
"1989-1982","0","75","1","75","1","75","1","75","1","75","1","0.197826320174132","0.38",,,"35.1173689768944","0.5"
"1990-1983","52","50","0.08","75","1","75","1","75","1","50","0.08","0.189674420737499","0.22",,,"-2.41911445124972","0.06"
"1991-1984","0","75","1","75","1","75","1","75","1","75","1","0.175229138514285","0.05",,,"3.91590623342049","0.19"
"1992-1985","0","68","0.38","75","1","74.1","0.08","75","1","68.41961","0.38","0.180249404287283","0.16",,,"30.3025687165343","0.34"
"1993-1986","0","75","1","75","1","75","1","75","1","75","1","0.195273950823575","0.35",,,"38.6536169324617","0.69"
"1994-1987","0","75","1","75","1","75","1","75","1","75","1","0.26833304503707","1",,,"48.7377914014819","0.81"
"1995-1988","0","75","1","75","1","75","1","75","1","75","1","0.218148643635218","0.76",,,"47.0860501765575","0.78"
"1996-1989","0","62","0.24","75","1","75","1","75","1","61.92196","0.24","0.206654003035682","0.54",,,"39.3293145068972","0.72"
"1997-1990","52","50","0.08","75","1","75","1","75","1","50","0.08","0.183525854029186","0.19",,,"24.2633526935909","0.31"
"1998-1991","0","75","1","75","1","75","1","75","1","75","1","0.223880906205329","0.86",,,"67.3973094939993","0.94"
"1999-1992","0","75","1","75","1","75","1","75","1","75","1","0.219053753477028","0.78",,,"60.1943019854343","0.91"
"2000-1993","0","71","0.43","75","1","75","1","75","1","70.701386","0.43","0.2164421","0.73",,,"19.7","0.28"
"2001-1994","15","59","0.19","75","1","75","1","75","1","58.640626","0.19","0.2279121","0.95",,,"12.3","0.25"
"2002-1995","37","53","0.14","75","1","71.6","0.05","75","1","53.451711","0.14","0.1759889","0.11",,,"3.7","0.16"
"2003-1996","0","62","0.27","75","1","75","1","75","1","62.347413","0.27","0.2210627","0.84",,,"31.3","0.41"
"2004-1997","34","54","0.16","75","1","74.6","0.11","75","1","54.19423","0.16","0.1757451","0.08",,,"5.5","0.22"
"2005-1998","0","75","1","75","1","75","1","75","1","75","1","0.2021835","0.41",,,"36.7","0.59"
"2006-1999","0","66","0.3","75","1","75","1","75","1","65.82327","0.3","0.2058777","0.49",,,"55.4","0.84"
"2007-2000","0","75","1","75","1","75","1","75","1","75","1","0.2072231","0.59","3.854839","0.45","69.9","1"
"2008-2001","0","75","1","75","1","75","1","75","1","75","1","0.1728063","0.03","2.435484","0.18","56.6","0.88"
"2009-2002","0","75","1","75","1","75","1","75","1","75","1","0.2067553","0.57","1.741936","0.09","35.1","0.47"
"2010-2003","0","66","0.32","75","1","75","1","75","1","66.18365","0.32","0.2244616","0.89","4.435483","0.73","68.4","0.97"
"2011-2004","0","75","1","75","1","75","1","75","1","75","1","0.2206249","0.81","4.459676","0.82","33.2","0.44"
"2012-2005","0","75","1","75","1","75","1","75","1","75","1","0.2157649","0.7","3.57258","0.36","35.9","0.53"
"2013-2006","0","68","0.35","75","1","75","1","75","1","67.764618","0.35","0.2059962","0.51","4.16129","0.55","42.2","0.75"
"2014-2007","0","73","0.49","75","1","75","1","75","1","72.683179","0.49","0.242551","0.97","5.451613","1","36.3","0.56"
"2015-2008","0","72","0.46","75","1","75","1","75","1","72.453966","0.46","0.1906287","0.24","3.137096","0.27",,
"2016-2009","0","75","1","75","1","75","1","75","1","75","1","0.1945443","0.32","4.717742","0.91",,
"2017-2010","0","73","0.51","75","1","75","1","75","1","72.825782","0.51","0.2024063","0.43","4.33871","0.64",,
"2018-2011","0","75","1","75","1","75","1","75","1","75","1","0.2256202","0.92",,,,
"2019-2012","3","61","0.22","75","1","75","1","75","1","61.37329","0.22","0.2116649","0.68",,,,
