"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,9.01,6.98,53.73,59.93,0,29.73,89.66
1984,16,68.67,35.47,60.47,0,0,15.7,15.7
1985,16,25.45,25.45,75,0,0,0,0
1986,16,44.79,50,75,0,0,0,0
1987,16,12.83,12.29,53.86,21.7,0,29.45,51.15
1988,16,21.68,42.91,75,0,0,0,0
1989,16,9.16,32,75,58.41,0,0,58.41
1990,16,25,48.49,73.49,0,0,0,0
1991,16,25,50,75,0,0,0,0
1992,16,30.51,24.46,25,0,0,89.58,89.58
1993,16,13.9,9.94,59.94,11,0,16.79,27.79
1994,16,34,50,72.29,0,0,0,0
1995,16,30.46,50,75,0,0,0,0
1996,16,27.85,25,75,0,0,0,0
1997,16,57.16,49.44,75,0,0,0,0
1998,16,60.66,50,75,0,0,0,0
1999,16,42.32,49.01,75,0,0,0,0
2000,16,11.56,26.91,75,34.38,0,0,34.38
2001,16,36.38,28.42,67.05,0,0,1.98,1.98
2002,16,42.96,50,75,0,0,0,0
2003,16,14.85,39.85,75,1.51,0,0,1.51
2004,16,16.81,16.81,50,0,0,37.5,37.5
2005,16,17.42,42.42,75,0,0,0,0
2006,16,21.8,38.46,50,0,0,37.5,37.5
2007,16,14.22,25,75,7.82,0,0,7.82
2008,16,59.32,36.12,75,0,0,0,0
2009,16,21.25,29.14,75,0,0,0,0
2010,16,37.12,32.86,70.74,0,0,0,0
2011,16,41.35,40.62,69.9,0,0,0,0
2012,16,14.57,35.03,75,4.33,0,0,4.33
2013,16,13.76,32.05,75,12.37,0,0,12.37
2014,16,25,50,75,0,0,0,0
2015,16,19.66,20.19,64.38,0,0,7.54,7.54
2016,16,55.94,50,75,0,0,0,0
2017,16,1.32,26.32,75,100,0,0,100
2018,16,69.77,44.77,75,0,0,0,0
2019,16,43.96,32.72,75,0,0,0,0
