T2,MODIS HAIN ET
Oct 2000,29.1
Oct 2001,24.7
Oct 2002,10.4
Oct 2003,38.6
Oct 2004,29.9
Oct 2005,39.4
Oct 2006,53.0
Oct 2007,65.9
Oct 2008,55.9
Oct 2009,37.5
Oct 2010,46.9
Oct 2011,28.8
Oct 2012,34.0
Oct 2013,46.1
Oct 2014,23.7
