Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.774193548387097,0.774193548387097,0.774193548387097,0.774193548387097,0,0,0,0.774193548387097,0,0,0,0.774193548387097,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,12.6,0.887878787878788,0.887878787878788,0,0.887878787878788,0,0,0.887878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,26.5,2.71764705882353,3.39764705882353,23.8,0,0,2.71764705882353,0,0,0,0.68,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,44.9,0,0,0,0,0
8,4.37142857142857,0,9.98,21.1,5.60857142857143,0,0,0,15.7,0,21.1,0,0,0,18.4,0,0,0,0,15.7,18.4,0,66.5,0,0,0,0,23.8,0,0,19.7,86.8,14.3,0,0,0,27.8
9,0,0,17.8914285714286,0,0,14.7,15.7,18.4,0,0,15.7,3.19142857142857,19.8,97.1,0,23.8,0,0,0,43.2,0,0,0,0,0,0,19.7,0,0,16,0,0,0,0,0,0,19.8
10,6.54857142857143,0,12.2382352941177,4.2,18.6,9.7,7.5,6.1,23.3,6.9,14.6,5.93823529411765,12.4868067226891,24.8,52.5,0,0,63.9,13.2,28.1,0,30.9,0,9.7,6.8,27.6,12.1,12.1,4.2,9.7,3.8,10.1,0,9.9,0,9.9,4.6
11,13.7,9.8,6,16.8,17.9969696969697,14.6,30.9,0,23.7,13.2,14.5358585858586,15.4,21.9,8.1,12.6,12.7969696969697,11.9,51.1,0,5.4,0,17,14.3969696969697,24,30.3,38.8,13.2,13.4,0,11.8,9,24.6,0,5.8,15.3,0,19.8
12,19.8,4.7,35.7,9,12.5057142857143,0,8.40571428571428,43.4,4.5,36.8,47.2,14.9,8.4,43.6,14.3,21.6,12.4,25.9,7.5,0,7.5,20.6,21.3,5,13.4,25.9,13.5,15.2,9.2,0,13.7,54.2,0,13.7,40,4.9,18.4
13,27.4,8.7,11.8151515151515,6.9,18.7,14.2,0,5.8,61.6151515151515,17,23.9522943722944,47.9,29,45.6,13.1,17.0151515151515,0,24.2,16.2,0,4.5,0,37.9,30.1,8.3,71.9,3.5,68.6,10.6,23.1,10.9,42.9,63.7,61,34.8,12.1371428571429,13.2
14,33.8,36.5,32.8,22.5944444444444,79.4,5,41.3,0,23.4,17.3,35,15.7,7,54.7,44.9,39.8,0,6.8,8.6,7.7,0,0,2.8,14.6,3,43.2,0,4.7,39.2,9.2,26.5,54.7,9.9,40.2,65,3,7.7
15,40.3,31.6,45.6,23.5714285714286,116.8,4.8,14.9714285714286,5.6,13.7,5,39.4,0,44.1,91,83.5,30.2,14.6,9.4,15.2,5.6,15.6,0,27,42.1,35.8,18.8,0,16.3,90.7,16.5,27.6,88,65.4,16.1,29.7,46.2,41.1
16,55.9,15.6,7,29.3171428571429,29.8,38.6,29.6226984126984,5,0,22.9,42.3,41,26.3,85.9,147.9,36.6,9.8,36.2,21.7,16.3,7,0,22,23,26.5,42,57.6,30,28.4,20.3,0,9,15.3,17.6,5,45.4,49.2
17,14.8,39.2,37.8,58.8,76.1,32.2,23.3,20.1,45.8,10.1,18,23,20,101.8,58.7,8.4,0,11.6,41,60.4,21.7,31.4,21.3,33,92.9,84.3,78.4,59.5,78.9,32.8,28.9,24.1,59.9,45.2,8.8,55.9,75.5
18,0,44,27,126.3,32.5222222222222,23.5,36.8,27.1,155.2,22.1,20.2,77.6,35.5,13.5,101.9,57.7,89.5,37.7,79.8,78,78.7,74.7,92.5,45.1,113.2,40.7,39.7,29.2,48.5,102.4,81.7,28.4,48.3,56,61.4,62,55.6
19,74.925,59.2,88.8,123.1,35.3,179,124.2,85.2,185,54.1,40,127.9,40.8,151.1,127.7,127.1,192.3,158.1,115.2,83.6,170.7,39,166.2,85.6,171.8,98.8,111.5,81.6,96.1,146.9,127.7,69.6,145.2,129.5,186.7,177.2,100.8
