T2,MODIS HAIN ET
Jul 2000,18.1
Jul 2001,19.6
Jul 2002,6.0
Jul 2003,45.8
Jul 2004,25.6
Jul 2005,60.2
Jul 2006,31.6
Jul 2007,70.2
Jul 2008,68.3
Jul 2009,30.4
Jul 2010,52.1
Jul 2011,16.4
Jul 2012,52.4
Jul 2013,8.0
Jul 2014,27.6
