Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0151515151515152,0.0151515151515152,0,0.0151515151515152,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
6,0,0,0.691176470588235,0,0,0,0,0.691176470588235,0,0,0,0,0.691176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0
7,0,0,4.45588235294118,7.72445378151261,0,0,0,4.45588235294118,26.8,0,0,3.26857142857143,23.3,81.9,33.9,0,0,0,0,26.8,0,0,0,30.4,0,0,0,0,0,0,0,42.8,0,0,0,0,0
8,11.94,26.1,19.2285714285714,36.4,7.28857142857143,0,23.3,0,46,26.1,0,0,29.6,22.7,37.5,0,0,0,33,0,0,26.1,69.3,63.4,0,0,22.6,34.7,0,0,0,49.8,29.6,46.7,0,0,50.1
9,0,0,38.9,0,0,0,43,63.4,0,0,20.9,12.1,20.9,94,26.8,0,20.9,24,51.3,106.5,0,0,27.2,27.2,47.3,0,38.3,0,0,62.6,0,0,0,0,0,0,54
10,12.5657142857143,0,21.7794117647059,49.5,35.8,39.4,7.3,21.6,56.4,10.4,47.8,12.2794117647059,24.8451260504202,36.1,64,0,0,119.2,10.5,33.2,0,48,0,35.4,30.1,13.1,7.4,29.7,14.1,19.8,13,7.4,0,21.6,0,43.8,33.2
11,50.3,31.2,11.7,62,41.8212121212121,49.7,23.1,7.2,7.3,12.6,29.2378787878788,27.4,68.1,43.7,0,25.5212121212121,31.2,69.5,0,0,18.8,38.3,38.6212121212121,43.6,32.7,22.3,11.2,73.7,0,54.1,60.6,12.5,0,33.4,0,11.7,38.7
