Time,HainET30Y Evapotranspiration
Jul 1983,17.74885
Jul 1984,14.25129
Jul 1985,21.96671
Jul 1986,15.70827
Jul 1987,29.4163
Jul 1988,18.50361
Jul 1989,14.04205
Jul 1990,12.63535
Jul 1991,22.12179
Jul 1992,24.30854
Jul 1993,22.83748
Jul 1994,22.38727
Jul 1995,25.26348
Jul 1996,22.52179
Jul 1997,23.65904
Jul 1998,10.01516
Jul 1999,24.6181
Jul 2000,27.75011
Jul 2001,19.72419
Jul 2002,18.81371
Jul 2003,26.44801
Jul 2004,25.46335
Jul 2005,19.75682
Jul 2006,22.90002
Jul 2007,21.22969
Jul 2008,20.15119
Jul 2009,18.35983
Jul 2010,26.10712
Jul 2011,26.60301
Jul 2012,28.77376
Jul 2013,17.58793
