"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,10.07,8.2,53.96,57.77,0,48.4,106.17
1984,16,68.14,32.94,57.94,0,0,34.7,34.7
1985,16,25.43,25.43,75,0,0,0,0
1986,16,50,50,75,0,0,0,0
1987,16,13.59,13.03,53.83,28.44,0,48.87,77.31
1988,16,22.45,42.5,75,0,0,0,0
1989,16,2,25,75,100,0,0,100
1990,16,19.02,37.19,68.17,0,0,0,0
1991,16,25,50,75,0,0,0,0
1992,16,28.12,22.35,48.35,0,0,67.77,67.77
1993,16,23.02,0,50,0,0,62.07,62.07
1994,16,34,50,74.33,0,0,0,0
1995,16,30.89,50,75,0,0,0,0
1996,16,28.59,25,75,0,0,0,0
1997,16,65.13,50,75,0,0,0,0
1998,16,54.39,50,75,0,0,0,0
1999,16,36.35,43.12,75,0,0,0,0
2000,16,16.39,33.92,75,5.1,0,0,5.1
2001,16,41.57,35.21,72.69,0,0,0,0
2002,16,35.06,48.39,73.39,0,0,0,0
2003,16,32.09,47.96,75,0,0,0,0
2004,16,24.6,30.58,55.98,0,0,41.43,41.43
2005,16,18.24,43.24,75,0,0,0,0
2006,16,0,25,50,100,0,62.07,162.07
2007,16,16,31.51,75,8.33,0,0,8.33
2008,16,66.91,43.87,75,0,0,0,0
2009,16,33.69,29.09,75,0,0,0,0
2010,16,36.17,32.97,71.79,0,0,0,0
2011,16,41.25,31.01,68.19,0,0,0,0
2012,16,10.2,35.2,75,56.67,0,0,56.67
2013,16,8.74,33.74,75,68.8,0,0,68.8
2014,16,30.75,50,69.41,0,0,0,0
2015,16,23.98,18.55,62.53,0,0,18.88,18.88
2016,16,55.7,50,75,0,0,0,0
2017,16,2.1,27.1,75,100,0,0,100
2018,16,61.56,36.56,75,0,0,0,0
2019,16,47.31,40.43,75,0,0,0,0
