"","1","2","3"
"1981",7,31,75
"1982",23,38,75
"1983",34,37,71
"1984",31,46,75
"1985",11,17,67
"1986",52,50,75
"1987",27,31,73
"1988",32,41,75
"1989",52,38,68
"1990",36,41,66
"1991",26,44,75
"1992",0,0,50
"1993",25,25,75
"1994",39,50,75
"1995",16,39,75
"1996",57,44,74
"1997",34,50,75
"1998",17,42,75
"1999",12,37,75
"2000",25,50,75
"2001",65,50,75
"2002",42,39,53
"2003",25,48,73
"2004",24,28,62
"2005",23,48,71
"2006",14,39,75
"2007",55,50,75
"2008",22,34,75
"2009",2,14,64
"2010",0,24,74
"2011",40,50,75
"2012",38,50,73
"2013",50,50,75
"2014",13,38,75
"2015",25,35,60
"2016",38,48,75
"2017",4,29,75
"2018",57,33,75
"2019",27,23,70
"2020",38.6923076923077,48.4358974358974,75
