T2,MODIS HAIN ET
Oct 2000,24.0
Oct 2001,36.7
Oct 2002,19.3
Oct 2003,43.8
Oct 2004,28.2
Oct 2005,44.6
Oct 2006,62.3
Oct 2007,70.0
Oct 2008,69.9
Oct 2009,36.4
Oct 2010,67.6
Oct 2011,36.5
Oct 2012,32.4
Oct 2013,56.9
Oct 2014,53.7
