"","MIXEDVEGg"
"1981",0.157699216617042
"1982",0.118370686004964
"1983",0.128140736346642
"1984",0.132872360378494
"1985",0.133576482203324
"1986",0.165057435506814
"1987",0.127227720156245
"1988",0.125141638563513
"1989",0.131357477713043
"1990",0.151229179181698
"1991",0.129151624220803
"1992",0.119777462394513
"1993",0.129575263878061
"1994",0.148760378185939
"1995",0.144114942099923
"1996",0.153981396865252
"1997",0.147927717129574
"1998",0.128869692907441
"1999",0.135785270215789
"2000",0.1338362
"2001",0.1633943
"2002",0.1339135
"2003",0.1251484
"2004",0.1378842
"2005",0.1375558
"2006",0.1361354
"2007",0.1394928
"2008",0.1317834
"2009",0.1080319
"2010",0.1452649
"2011",0.1674377
"2012",0.146592
"2013",0.1430342
"2014",0.1694222
"2015",0.1498685
"2016",0.1473774
"2017",0.1730914
"2018",0.1403061
"2019",0.1872415
