"","1","2","3"
"1983",20.9,25,71.6
"1984",6.4,0,44.6
"1985",0,25,66.1
"1986",53.3714285714286,50,75
"1987",25.2,27.6,50.2
"1988",12.2,25,75
"1989",19.4242063492064,25,75
"1990",0,25,75
"1991",49.7,50,75
"1992",0,16.7,62.7
"1993",22.4,0,50
"1994",17.7,25,75
"1995",26.5,16.2,50
"1996",50,25,75
"1997",75,50,75
"1998",28.8,50,75
"1999",33.6,50,75
"2000",26.5,41.2,75
"2001",33.7,50,75
"2002",43.4,50,75
"2003",20.7,37.1,75
"2004",25,38.3,63.3
"2005",34.7,50,75
"2006",0,25,75
"2007",57.7,50,75
"2008",28.5,25,75
"2009",24.2,36,75
"2010",39.5,50,75
"2011",39,39.2,75
"2012",25,50,75
"2013",9.8,25,75
"2014",0,17.6,67.6
"2015",18.6,11,49.6
"2016",32.1,50,75
"2017",18.1,43.1,75
"2018",67.1,50,75
"2019",40,48.6,75
