Time,HainET30Y Evapotranspiration
Jul 1983,20.91391
Jul 1984,15.60664
Jul 1985,21.79494
Jul 1986,18.32924
Jul 1987,25.83845
Jul 1988,21.28396
Jul 1989,19.72762
Jul 1990,13.79279
Jul 1991,21.55161
Jul 1992,26.79883
Jul 1993,17.75248
Jul 1994,20.96436
Jul 1995,20.19898
Jul 1996,23.35097
Jul 1997,20.98869
Jul 1998,21.91681
Jul 1999,19.95347
Jul 2000,27.08369
Jul 2001,25.05298
Jul 2002,23.3158
Jul 2003,26.84751
Jul 2004,29.54529
Jul 2005,19.80151
Jul 2006,18.66103
Jul 2007,14.92969
Jul 2008,19.79814
Jul 2009,10.68697
Jul 2010,24.1521
Jul 2011,17.32811
Jul 2012,31.22737
Jul 2013,18.0237
