Time,NDVI
Oct 1981,0.4548065
Oct 1982,0.5285807
Oct 1983,0.4952581
Oct 1984,0.4316452
Oct 1985,0.4457742
Oct 1986,0.5166452
Oct 1987,0.5434517
Oct 1988,0.5569677
Oct 1989,0.5004839
Oct 1990,0.4399355
Oct 1991,0.3568387
Oct 1992,0.4317742
Oct 1993,0.4707742
Oct 1994,0.5549355
Oct 1995,0.5516452
Oct 1996,0.4391613
Oct 1997,0.4099678
Oct 1998,0.5770646
Oct 1999,0.517871
Oct 2000,0.4689355
Oct 2001,0.5065162
Oct 2002,0.5625162
Oct 2003,0.4915161
Oct 2004,0.4841613
Oct 2005,0.4801613
Oct 2006,0.5165484
