"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,28.28,5.26,53.05,0,0,24.77,24.77
1984,16,29.55,35.73,59.21,0,0,0,0
1985,16,5.69,26.1,75,82.78,0,0,82.78
1986,16,41.43,50,75,0,0,0,0
1987,16,55.93,50,64.29,0,0,0,0
1988,16,3.72,25,75,100,0,0,100
1989,16,3.34,3.88,53.88,100,0,21.31,121.31
1990,16,0,15.47,65.47,100,0,0,100
1991,16,19.66,34.05,75,0,0,0,0
1992,16,11.45,32.15,70.7,0,0,0,0
1993,16,25.7,17.9,67.9,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,12.63,37.63,75,0,0,0,0
1996,16,33.03,20.46,70.46,0,0,0,0
1997,16,54.7,41.44,75,0,0,0,0
1998,16,19.85,25,75,0,0,0,0
1999,16,6.04,26.85,75,73.92,0,0,73.92
2000,16,24.29,37.15,65.27,0,0,0,0
2001,16,3.45,19.97,69.68,100,0,0,100
2002,16,13.33,17.86,49.88,0,0,38.02,38.02
2003,16,19.05,43.25,66.94,0,0,0,0
2004,16,19.09,19.09,48.17,0,0,45.13,45.13
2005,16,11.67,36.67,58.56,0,0,1.83,1.83
2006,16,30.1,30.71,55.71,0,0,13.71,13.71
2007,16,13,33.03,75,0,0,0,0
2008,16,18.41,43.41,75,0,0,0,0
2009,16,13.1,31.34,72.98,0,0,0,0
2010,16,11.42,9.89,54.01,0,0,20.81,20.81
2011,16,25,16.38,50.01,0,0,37.46,37.46
2012,16,25,50,75,0,0,0,0
2013,16,25,40.82,65.82,0,0,0,0
2014,16,8.35,33.35,75,16.3,0,0,16.3
2015,16,0,9.54,59.54,100,0,0,100
2016,16,13,30.32,75,0,0,0,0
2017,16,4.03,25,71.29,100,0,0,100
2018,16,28.85,25,75,0,0,0,0
2019,16,42.5,20.83,44.12,0,0,61.99,61.99
