Time,NDVI
Oct 1981,0.6955484
Oct 1982,0.7000081
Oct 1983,0.6235887
Oct 1984,0.5627823
Oct 1985,0.5743307
Oct 1986,0.5873468
Oct 1987,0.5130726
Oct 1988,0.6477984
Oct 1989,0.6724597
Oct 1990,0.6708468
Oct 1991,0.6126451
Oct 1992,0.5848871
Oct 1993,0.5965323
Oct 1994,0.6570404
Oct 1995,0.6295968
Oct 1996,0.4724355
Oct 1997,0.453379
Oct 1998,0.6394274
Oct 1999,0.6491452
Oct 2000,0.5263146
Oct 2001,0.5738629
Oct 2002,0.5824758
Oct 2003,0.5754033
Oct 2004,0.614992
Oct 2005,0.618129
Oct 2006,0.5661049
