Time,NDVI
Jul 1981,0.4050565
Jul 1982,0.3300484
Jul 1983,0.2938952
Jul 1984,0.5234516
Jul 1985,0.4786291
Jul 1986,0.418871
Jul 1987,0.4912178
Jul 1988,0.2990403
Jul 1989,0.5529597
Jul 1990,0.3914516
Jul 1991,0.3665807
Jul 1992,0.3651855
Jul 1993,0.4093468
Jul 1994,0.4597823
Jul 1995,0.4087823
Jul 1996,0.4591855
Jul 1997,0.5077016
Jul 1998,0.385242
Jul 1999,0.383871
Jul 2000,0.407
Jul 2001,0.5404758
Jul 2002,0.5757984
Jul 2003,0.3773307
Jul 2004,0.5510645
Jul 2005,0.2994758
Jul 2006,0.5629274
