T2,MODIS HAIN ET
Jul 2000,74.5
Jul 2001,33.4
Jul 2002,14.1
Jul 2003,102.0
Jul 2004,48.4
Jul 2005,124.2
Jul 2006,93.2
Jul 2007,81.9
Jul 2008,108.2
Jul 2009,68.6
Jul 2010,95.6
Jul 2011,68.9
Jul 2012,88.0
Jul 2013,39.4
Jul 2014,87.4
