"","1","2","3"
"1983",40.3,34.9,73.2
"1984",63.3,50,75
"1985",11.8,25,75
"1986",75,50,70.2
"1987",72.0527777777778,43.2527777777778,71.2
"1988",25.4,35,75
"1989",43.842380952381,34.9,75
"1990",32.8,50,75
"1991",40.6,50,75
"1992",44.5,38.7,64.5
"1993",58.9,43.3,75
"1994",62.2,50,75
"1995",70.4,40.2,69.8
"1996",50,25,75
"1997",75,50,75
"1998",50,50,75
"1999",32.8,50,75
"2000",58.1,50,75
"2001",54.9,50,75
"2002",67.8,50,75
"2003",68.3,50,75
"2004",34.4,47.7,72.7
"2005",34.4,50,75
"2006",31,50,75
"2007",65,50,75
"2008",75,50,75
"2009",58.7,48.6,75
"2010",75,50,75
"2011",75,50,75
"2012",58.1,50,75
"2013",54.6,50,75
"2014",34.5,36.4,75
"2015",73,50,74
"2016",75,50,75
"2017",36.5,50,75
"2018",75,50,75
"2019",75,50,75
